year,always_daily,phase20_btc_3d_neg_k05,phase27_lag2_gt_3pct
2017,0.0,0.0,0.0
2018,0.0,0.0,0.0
2019,63.91518422194269,58.23391874638135,58.28001705442583
2020,195.55316364482823,203.0841245211546,201.84357415952775
2021,49.8216393880627,49.22104967777023,64.04556728748084
2022,0.0,0.0,0.0
2023,15.877788989222829,5.80487251401256,7.415741437746615
2024,82.80047821019572,39.7631547487094,80.2128043912924
2025,100.77047131096694,97.97532456503761,105.86708878838529
2026,0.0,0.0,0.0
