year,old_baseline,phase42_full12,phase45_without_BNBUSDT,phase45_without_BNBUSDT_and_DOGEUSDT
2018,0.0,0.0,0.0,0.0
2019,66.70601916241961,112.98813747384733,139.07075202496517,139.07075202496517
2020,234.89768208922692,517.393512641213,593.9231652219883,593.9231652219883
2021,51.82120139066411,51.026611634473305,65.24714594227699,65.52505441209678
2022,0.0,0.0,0.0,0.0
2023,14.91668620566957,6.677813431125013,22.33174667152058,17.285701823478483
2024,131.82566706632088,229.66659125531882,212.43458890992946,177.44847350000495
2025,99.01515498651534,120.50466305791372,76.6168019310763,83.89064265977959
2026,0.0,0.0,0.0,0.0
