profile,decision_date,asset,state,state_weeks,history_days,max_gap_days,non_na_close_ratio,admission_train_delta_pct,admission_recent_delta_pct,admission_dd_worsen_pct,admission_trigger_days,admission_quality_score,admission_eligible
phase68_dynamic_admit_fast,2020-07-18,BFUSD,WATCHLIST,64,228,1,100.0,0.0,0.0,0.0,0,1.95,False
phase68_dynamic_admit_fast,2020-07-18,BNB,APPROVED,2,2644,1,100.0,2.282357486917654,0.0,0.3006582708154131,6,4.9519594524239485,True
phase68_dynamic_admit_fast,2020-07-18,BONK,WATCHLIST,64,835,1,100.0,0.0,0.0,0.0,0,1.95,False
phase68_dynamic_admit_fast,2020-07-18,CAKE,WATCHLIST,64,1864,1,100.0,0.0,0.0,0.0,0,1.95,False
phase68_dynamic_admit_fast,2020-07-18,CFX,WATCHLIST,64,1826,1,100.0,0.0,0.0,0.0,0,1.95,False
phase68_dynamic_admit_fast,2020-07-18,CHZ,WATCHLIST,4,2396,1,100.0,-0.130373489079183,-19.712455959678252,-4.093001717268518,19,-55.45033474038373,False
phase68_dynamic_admit_fast,2020-07-18,COMP,WATCHLIST,64,2103,1,100.0,0.0,0.0,0.0,0,1.95,False
phase68_dynamic_admit_fast,2020-07-18,CRV,WATCHLIST,64,2052,1,100.0,0.0,0.0,0.0,0,1.95,False
phase68_dynamic_admit_fast,2020-07-18,DASH,WATCHLIST,64,2558,1,100.0,0.0,0.0,0.0,0,1.95,False
phase68_dynamic_admit_fast,2020-07-18,DCR,WATCHLIST,64,2068,1,100.0,0.0,0.0,0.0,0,1.95,False
phase68_dynamic_admit_fast,2020-07-18,DEXE,WATCHLIST,64,1710,1,100.0,0.0,0.0,0.0,0,1.95,False
phase68_dynamic_admit_fast,2020-07-18,DOGE,APPROVED,3,2459,1,100.0,13.335654582311431,0.0,1.7989687379285186,22,18.12111512099651,True
