asset,train_total_delta_pct,recent_total_delta_pct,train_dd_worsen_pct,downside_dd_worsen_pct,train_triggers,score,passed_filters,profile,decision_date,next_date_exclusive,reentry_blocked,persistence_passes,persistence_ok,core_asset_today,core_is_bnb,required_recent_delta_pct,promotion_ok,incumbent_asset_before,selected_asset,keep_reason,approved_shortlist_size,approved_shortlist
BNB,5.353860026855912,5.265974398520207,-4.212879599223452,-4.2128795992234735,24,-1e+18,False,phase68_dynamic_admit_base,2019-05-11,2019-05-18,False,1,False,0.0601288053556083,False,2.0,True,,,best_passed,1,BNB
BNB,5.643492818947429,4.558483564866229,-2.719843582024506,-2.719843582024529,24,30.29917348788606,True,phase68_dynamic_admit_base,2019-05-18,2019-05-25,False,2,True,0.0,False,2.0,True,,BNB,best_passed,1,BNB
BNB,7.472622911065713,0.0,0.0,0.0,24,-1e+18,False,phase68_dynamic_admit_base,2019-06-29,2019-07-06,False,0,False,CASH,False,2.0,False,,,best_passed,1,BNB
BNB,7.472622911065713,0.0,0.0,0.0,24,-1e+18,False,phase68_dynamic_admit_base,2019-07-06,2019-07-13,False,0,False,CASH,False,2.0,False,,,best_passed,1,BNB
BNB,7.472622911065713,0.0,0.0,0.0,24,-1e+18,False,phase68_dynamic_admit_base,2019-07-13,2019-07-20,False,0,False,CASH,False,2.0,False,,,best_passed,1,BNB
BNB,7.472622911065713,0.0,0.0,0.0,24,-1e+18,False,phase68_dynamic_admit_base,2019-07-20,2019-07-27,False,0,False,CASH,False,2.0,False,,,best_passed,1,BNB
BNB,7.472622911065713,0.0,0.0,0.0,24,-1e+18,False,phase68_dynamic_admit_base,2019-07-27,2019-08-03,False,0,False,CASH,False,2.0,False,,,best_passed,1,BNB
BNB,7.472622911065713,0.0,0.0,0.0,24,-1e+18,False,phase68_dynamic_admit_base,2019-08-03,2019-08-10,False,0,False,CASH,False,2.0,False,,,best_passed,1,BNB
BNB,7.472622911065713,0.0,0.0,0.0,24,-1e+18,False,phase68_dynamic_admit_base,2019-08-10,2019-08-17,False,0,False,CASH,False,2.0,False,,,best_passed,1,BNB
BNB,7.472622911065713,0.0,0.0,0.0,24,-1e+18,False,phase68_dynamic_admit_base,2019-08-17,2019-08-24,False,0,False,0.0,False,2.0,False,,,best_passed,1,BNB
BNB,7.472622911065713,0.0,0.0,0.0,24,-1e+18,False,phase68_dynamic_admit_base,2019-08-24,2019-08-31,False,0,False,0.0,False,2.0,False,,,best_passed,1,BNB
BNB,7.472622911065713,0.0,0.0,0.0,24,-1e+18,False,phase68_dynamic_admit_base,2019-08-31,2019-09-07,False,0,False,0.0,False,2.0,False,,,best_passed,1,BNB
BNB,7.472622911065713,0.0,0.0,0.0,24,-1e+18,False,phase68_dynamic_admit_base,2019-09-07,2019-09-14,False,0,False,0.0,False,2.0,False,,,best_passed,1,BNB
