asset,train_total_delta_pct,recent_total_delta_pct,train_dd_worsen_pct,downside_dd_worsen_pct,train_triggers,score,passed_filters,profile,decision_date,next_date_exclusive,reentry_blocked,persistence_passes,persistence_ok,core_asset_today,core_is_bnb,required_recent_delta_pct,promotion_ok,incumbent_asset_before,selected_asset,keep_reason,approved_shortlist_size,approved_shortlist
ZRO,7.45459441346901,5.265929436545558,-1.0658141036401503e-14,-0.39860488290982543,11,33.89560936638575,True,phase68_dynamic_admit_strict,2026-03-07,2026-03-14,False,5,True,CASH,False,2.0,True,ZRO,ZRO,incumbent_best,1,ZRO
