profile,asset,file,source,history_days,start_date,end_date,daily_rows,max_gap_days,non_na_close_ratio
phase68_dynamic_admit_base,DASH,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\DASHUSDT_1d.csv,phase67_top100_downloads,2558,2019-03-28,2026-03-28,2558,1,100.0
phase68_dynamic_admit_base,DCR,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\DCRUSDT_1d.csv,phase67_top100_downloads,2068,2020-07-30,2026-03-28,2068,1,100.0
phase68_dynamic_admit_base,DEXE,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\DEXEUSDT_1d.csv,phase67_top100_downloads,1710,2021-07-23,2026-03-28,1710,1,100.0
phase68_dynamic_admit_base,DOGE,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\DOGEUSDT_1d.csv,phase67_top100_downloads,2459,2019-07-05,2026-03-28,2459,1,100.0
phase68_dynamic_admit_base,DOT,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\DOTUSDT_1d.csv,phase67_top100_downloads,2049,2020-08-18,2026-03-28,2049,1,100.0
phase68_dynamic_admit_base,ENA,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\ENAUSDT_1d.csv,phase67_top100_downloads,726,2024-04-02,2026-03-28,726,1,100.0
phase68_dynamic_admit_base,ENS,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\ENSUSDT_1d.csv,phase67_top100_downloads,1600,2021-11-10,2026-03-28,1600,1,100.0
phase68_dynamic_admit_base,ETC,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\ETCUSDT_1d.csv,phase67_top100_downloads,2644,2019-01-01,2026-03-28,2644,1,100.0
phase68_dynamic_admit_base,ETH,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\ETHUSDT_1d.csv,phase67_top100_downloads,2644,2019-01-01,2026-03-28,2644,1,100.0
phase68_dynamic_admit_base,ETHFI,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\ETHFIUSDT_1d.csv,phase67_top100_downloads,741,2024-03-18,2026-03-28,741,1,100.0
phase68_dynamic_admit_base,FET,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\FETUSDT_1d.csv,phase67_top100_downloads,2586,2019-02-28,2026-03-28,2586,1,100.0
phase68_dynamic_admit_base,FF,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\FFUSDT_1d.csv,phase67_top100_downloads,181,2025-09-29,2026-03-28,181,1,100.0
phase68_dynamic_admit_base,FIL,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\FILUSDT_1d.csv,phase67_top100_downloads,1991,2020-10-15,2026-03-28,1991,1,100.0
phase68_dynamic_admit_base,FLOKI,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\FLOKIUSDT_1d.csv,phase67_top100_downloads,1059,2023-05-05,2026-03-28,1059,1,100.0
phase68_dynamic_admit_base,FRAX,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\FRAXUSDT_1d.csv,phase67_top100_downloads,73,2026-01-15,2026-03-28,73,1,100.0
phase68_dynamic_admit_base,GNO,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\GNOUSDT_1d.csv,phase67_top100_downloads,1672,2021-08-30,2026-03-28,1672,1,100.0
phase68_dynamic_admit_base,GRT,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\GRTUSDT_1d.csv,phase67_top100_downloads,1928,2020-12-17,2026-03-28,1928,1,100.0
phase68_dynamic_admit_base,HBAR,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\HBARUSDT_1d.csv,phase67_top100_downloads,2373,2019-09-29,2026-03-28,2373,1,100.0
phase68_dynamic_admit_base,ICP,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\ICPUSDT_1d.csv,phase67_top100_downloads,1783,2021-05-11,2026-03-28,1783,1,100.0
phase68_dynamic_admit_base,INJ,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\INJUSDT_1d.csv,phase67_top100_downloads,1985,2020-10-21,2026-03-28,1985,1,100.0
phase68_dynamic_admit_base,IOTA,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\IOTAUSDT_1d.csv,phase67_top100_downloads,2644,2019-01-01,2026-03-28,2644,1,100.0
phase68_dynamic_admit_base,JASMY,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\JASMYUSDT_1d.csv,phase67_top100_downloads,1588,2021-11-22,2026-03-28,1588,1,100.0
phase68_dynamic_admit_base,JST,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\JSTUSDT_1d.csv,phase67_top100_downloads,2056,2020-08-11,2026-03-28,2056,1,100.0
phase68_dynamic_admit_base,JUP,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\JUPUSDT_1d.csv,phase67_top100_downloads,788,2024-01-31,2026-03-28,788,1,100.0
phase68_dynamic_admit_base,KAIA,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\KAIAUSDT_1d.csv,phase67_top100_downloads,514,2024-10-31,2026-03-28,514,1,100.0
phase68_dynamic_admit_base,KITE,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\KITEUSDT_1d.csv,phase67_top100_downloads,146,2025-11-03,2026-03-28,146,1,100.0
phase68_dynamic_admit_base,LDO,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\LDOUSDT_1d.csv,phase67_top100_downloads,1420,2022-05-09,2026-03-28,1420,1,100.0
phase68_dynamic_admit_base,LINK,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\LINKUSDT_1d.csv,phase67_top100_downloads,2629,2019-01-16,2026-03-28,2629,1,100.0
phase68_dynamic_admit_base,LTC,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\LTCUSDT_1d.csv,phase67_top100_downloads,2644,2019-01-01,2026-03-28,2644,1,100.0
phase68_dynamic_admit_base,LUNC,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\LUNCUSDT_1d.csv,phase67_top100_downloads,1297,2022-09-09,2026-03-28,1297,1,100.0
phase68_dynamic_admit_base,MANA,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\MANAUSDT_1d.csv,phase67_top100_downloads,2061,2020-08-06,2026-03-28,2061,1,100.0
phase68_dynamic_admit_base,MORPHO,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\MORPHOUSDT_1d.csv,phase67_top100_downloads,177,2025-10-03,2026-03-28,177,1,100.0
phase68_dynamic_admit_base,NEAR,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\NEARUSDT_1d.csv,phase67_top100_downloads,1992,2020-10-14,2026-03-28,1992,1,100.0
phase68_dynamic_admit_base,NEO,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\NEOUSDT_1d.csv,phase67_top100_downloads,2644,2019-01-01,2026-03-28,2644,1,100.0
phase68_dynamic_admit_base,NEXO,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\NEXOUSDT_1d.csv,phase67_top100_downloads,1430,2022-04-29,2026-03-28,1430,1,100.0
phase68_dynamic_admit_base,NIGHT,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\NIGHTUSDT_1d.csv,phase67_top100_downloads,18,2026-03-11,2026-03-28,18,1,100.0
phase68_dynamic_admit_base,ONDO,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\ONDOUSDT_1d.csv,phase67_top100_downloads,352,2025-04-11,2026-03-28,352,1,100.0
phase68_dynamic_admit_base,OP,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\OPUSDT_1d.csv,phase67_top100_downloads,1397,2022-06-01,2026-03-28,1397,1,100.0
phase68_dynamic_admit_base,PAXG,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\PAXGUSDT_1d.csv,phase67_top100_downloads,2039,2020-08-28,2026-03-28,2039,1,100.0
phase68_dynamic_admit_base,PENDLE,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\PENDLEUSDT_1d.csv,phase67_top100_downloads,1000,2023-07-03,2026-03-28,1000,1,100.0
phase68_dynamic_admit_base,PENGU,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\PENGUUSDT_1d.csv,phase67_top100_downloads,467,2024-12-17,2026-03-28,467,1,100.0
phase68_dynamic_admit_base,PEPE,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\PEPEUSDT_1d.csv,phase67_top100_downloads,1059,2023-05-05,2026-03-28,1059,1,100.0
phase68_dynamic_admit_base,POL,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\POLUSDT_1d.csv,phase67_top100_downloads,562,2024-09-13,2026-03-28,562,1,100.0
phase68_dynamic_admit_base,PUMP,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\PUMPUSDT_1d.csv,phase67_top100_downloads,199,2025-09-11,2026-03-28,199,1,100.0
phase68_dynamic_admit_base,PYTH,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\PYTHUSDT_1d.csv,phase67_top100_downloads,786,2024-02-02,2026-03-28,786,1,100.0
phase68_dynamic_admit_base,QNT,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\QNTUSDT_1d.csv,phase67_top100_downloads,1704,2021-07-29,2026-03-28,1704,1,100.0
phase68_dynamic_admit_base,RENDER,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\RENDERUSDT_1d.csv,phase67_top100_downloads,611,2024-07-26,2026-03-28,611,1,100.0
phase68_dynamic_admit_base,RLUSD,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\RLUSDUSDT_1d.csv,phase67_top100_downloads,66,2026-01-22,2026-03-28,66,1,100.0
phase68_dynamic_admit_base,S,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\SUSDT_1d.csv,phase67_top100_downloads,437,2025-01-16,2026-03-28,437,1,100.0
phase68_dynamic_admit_base,SAND,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\SANDUSDT_1d.csv,phase67_top100_downloads,2053,2020-08-14,2026-03-28,2053,1,100.0
phase68_dynamic_admit_base,SEI,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\SEIUSDT_1d.csv,phase67_top100_downloads,957,2023-08-15,2026-03-28,957,1,100.0
phase68_dynamic_admit_base,SHIB,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\SHIBUSDT_1d.csv,phase67_top100_downloads,1784,2021-05-10,2026-03-28,1784,1,100.0
phase68_dynamic_admit_base,SKY,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\SKYUSDT_1d.csv,phase67_top100_downloads,193,2025-09-17,2026-03-28,193,1,100.0
phase68_dynamic_admit_base,SOL,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\SOLUSDT_1d.csv,phase67_top100_downloads,2056,2020-08-11,2026-03-28,2056,1,100.0
phase68_dynamic_admit_base,STRK,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\STRKUSDT_1d.csv,phase67_top100_downloads,768,2024-02-20,2026-03-28,768,1,100.0
phase68_dynamic_admit_base,STX,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\STXUSDT_1d.csv,phase67_top100_downloads,2347,2019-10-25,2026-03-28,2347,1,100.0
phase68_dynamic_admit_base,SUI,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\SUIUSDT_1d.csv,phase67_top100_downloads,1061,2023-05-03,2026-03-28,1061,1,100.0
phase68_dynamic_admit_base,SUN,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\SUNUSDT_1d.csv,phase67_top100_downloads,2015,2020-09-21,2026-03-28,2012,4,100.0
phase68_dynamic_admit_base,SYRUP,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\SYRUPUSDT_1d.csv,phase67_top100_downloads,327,2025-05-06,2026-03-28,327,1,100.0
phase68_dynamic_admit_base,TAO,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\TAOUSDT_1d.csv,phase67_top100_downloads,717,2024-04-11,2026-03-28,717,1,100.0
phase68_dynamic_admit_base,THETA,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\THETAUSDT_1d.csv,phase67_top100_downloads,2545,2019-04-10,2026-03-28,2545,1,100.0
phase68_dynamic_admit_base,TIA,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\TIAUSDT_1d.csv,phase67_top100_downloads,880,2023-10-31,2026-03-28,880,1,100.0
phase68_dynamic_admit_base,TON,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\TONUSDT_1d.csv,phase67_top100_downloads,598,2024-08-08,2026-03-28,598,1,100.0
phase68_dynamic_admit_base,TRUMP,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\TRUMPUSDT_1d.csv,phase67_top100_downloads,434,2025-01-19,2026-03-28,434,1,100.0
phase68_dynamic_admit_base,TRX,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\TRXUSDT_1d.csv,phase67_top100_downloads,2644,2019-01-01,2026-03-28,2644,1,100.0
phase68_dynamic_admit_base,TWT,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\TWTUSDT_1d.csv,phase67_top100_downloads,1887,2021-01-27,2026-03-28,1887,1,100.0
phase68_dynamic_admit_base,UNI,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\UNIUSDT_1d.csv,phase67_top100_downloads,2019,2020-09-17,2026-03-28,2019,1,100.0
phase68_dynamic_admit_base,VET,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\VETUSDT_1d.csv,phase67_top100_downloads,2644,2019-01-01,2026-03-28,2644,1,100.0
phase68_dynamic_admit_base,VIRTUAL,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\VIRTUALUSDT_1d.csv,phase67_top100_downloads,352,2025-04-11,2026-03-28,352,1,100.0
phase68_dynamic_admit_base,WAL,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\WALUSDT_1d.csv,phase67_top100_downloads,170,2025-10-10,2026-03-28,170,1,100.0
phase68_dynamic_admit_base,WIF,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\WIFUSDT_1d.csv,phase67_top100_downloads,754,2024-03-05,2026-03-28,754,1,100.0
phase68_dynamic_admit_base,WLD,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\WLDUSDT_1d.csv,phase67_top100_downloads,979,2023-07-24,2026-03-28,979,1,100.0
phase68_dynamic_admit_base,WLFI,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\WLFIUSDT_1d.csv,phase67_top100_downloads,209,2025-09-01,2026-03-28,209,1,100.0
phase68_dynamic_admit_base,XAUT,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\XAUTUSDT_1d.csv,phase67_top100_downloads,3,2026-03-26,2026-03-28,3,1,100.0
phase68_dynamic_admit_base,XLM,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\XLMUSDT_1d.csv,phase67_top100_downloads,2644,2019-01-01,2026-03-28,2644,1,100.0
phase68_dynamic_admit_base,XPL,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\XPLUSDT_1d.csv,phase67_top100_downloads,185,2025-09-25,2026-03-28,185,1,100.0
phase68_dynamic_admit_base,XRP,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\XRPUSDT_1d.csv,phase67_top100_downloads,2644,2019-01-01,2026-03-28,2644,1,100.0
phase68_dynamic_admit_base,XTZ,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\XTZUSDT_1d.csv,phase67_top100_downloads,2378,2019-09-24,2026-03-28,2378,1,100.0
phase68_dynamic_admit_base,ZEC,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\ZECUSDT_1d.csv,phase67_top100_downloads,2565,2019-03-21,2026-03-28,2565,1,100.0
phase68_dynamic_admit_base,ZK,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\ZKUSDT_1d.csv,phase67_top100_downloads,650,2024-06-17,2026-03-28,650,1,100.0
phase68_dynamic_admit_base,ZRO,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\ZROUSDT_1d.csv,phase67_top100_downloads,647,2024-06-20,2026-03-28,647,1,100.0
phase68_dynamic_admit_strict,2Z,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\2ZUSDT_1d.csv,phase67_top100_downloads,178,2025-10-02,2026-03-28,178,1,100.0
phase68_dynamic_admit_strict,AAVE,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\AAVEUSDT_1d.csv,phase67_top100_downloads,1991,2020-10-15,2026-03-28,1991,1,100.0
phase68_dynamic_admit_strict,ADA,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\ADAUSDT_1d.csv,phase67_top100_downloads,2644,2019-01-01,2026-03-28,2644,1,100.0
phase68_dynamic_admit_strict,ALGO,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\ALGOUSDT_1d.csv,phase67_top100_downloads,2472,2019-06-22,2026-03-28,2472,1,100.0
phase68_dynamic_admit_strict,APT,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\APTUSDT_1d.csv,phase67_top100_downloads,1257,2022-10-19,2026-03-28,1257,1,100.0
phase68_dynamic_admit_strict,ARB,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\ARBUSDT_1d.csv,phase67_top100_downloads,1102,2023-03-23,2026-03-28,1102,1,100.0
phase68_dynamic_admit_strict,ASTER,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\ASTERUSDT_1d.csv,phase67_top100_downloads,174,2025-10-06,2026-03-28,174,1,100.0
phase68_dynamic_admit_strict,ATOM,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\ATOMUSDT_1d.csv,phase67_top100_downloads,2526,2019-04-29,2026-03-28,2526,1,100.0
phase68_dynamic_admit_strict,AVAX,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\AVAXUSDT_1d.csv,phase67_top100_downloads,2014,2020-09-22,2026-03-28,2014,1,100.0
phase68_dynamic_admit_strict,AXS,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\AXSUSDT_1d.csv,phase67_top100_downloads,1971,2020-11-04,2026-03-28,1971,1,100.0
phase68_dynamic_admit_strict,BCH,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\BCHUSDT_1d.csv,phase67_top100_downloads,2313,2019-11-28,2026-03-28,2313,1,100.0
phase68_dynamic_admit_strict,BFUSD,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\BFUSDUSDT_1d.csv,phase67_top100_downloads,228,2025-08-13,2026-03-28,228,1,100.0
phase68_dynamic_admit_strict,BNB,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\BNBUSDT_1d.csv,phase67_top100_downloads,2644,2019-01-01,2026-03-28,2644,1,100.0
phase68_dynamic_admit_strict,BONK,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\BONKUSDT_1d.csv,phase67_top100_downloads,835,2023-12-15,2026-03-28,835,1,100.0
phase68_dynamic_admit_strict,CAKE,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\CAKEUSDT_1d.csv,phase67_top100_downloads,1864,2021-02-19,2026-03-28,1864,1,100.0
phase68_dynamic_admit_strict,CFX,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\CFXUSDT_1d.csv,phase67_top100_downloads,1826,2021-03-29,2026-03-28,1826,1,100.0
phase68_dynamic_admit_strict,CHZ,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\CHZUSDT_1d.csv,phase67_top100_downloads,2396,2019-09-06,2026-03-28,2396,1,100.0
phase68_dynamic_admit_strict,COMP,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\COMPUSDT_1d.csv,phase67_top100_downloads,2103,2020-06-25,2026-03-28,2103,1,100.0
phase68_dynamic_admit_strict,CRV,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\CRVUSDT_1d.csv,phase67_top100_downloads,2052,2020-08-15,2026-03-28,2052,1,100.0
phase68_dynamic_admit_strict,DASH,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\DASHUSDT_1d.csv,phase67_top100_downloads,2558,2019-03-28,2026-03-28,2558,1,100.0
phase68_dynamic_admit_strict,DCR,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\DCRUSDT_1d.csv,phase67_top100_downloads,2068,2020-07-30,2026-03-28,2068,1,100.0
phase68_dynamic_admit_strict,DEXE,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\DEXEUSDT_1d.csv,phase67_top100_downloads,1710,2021-07-23,2026-03-28,1710,1,100.0
phase68_dynamic_admit_strict,DOGE,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\DOGEUSDT_1d.csv,phase67_top100_downloads,2459,2019-07-05,2026-03-28,2459,1,100.0
phase68_dynamic_admit_strict,DOT,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\DOTUSDT_1d.csv,phase67_top100_downloads,2049,2020-08-18,2026-03-28,2049,1,100.0
phase68_dynamic_admit_strict,ENA,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\ENAUSDT_1d.csv,phase67_top100_downloads,726,2024-04-02,2026-03-28,726,1,100.0
phase68_dynamic_admit_strict,ENS,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\ENSUSDT_1d.csv,phase67_top100_downloads,1600,2021-11-10,2026-03-28,1600,1,100.0
phase68_dynamic_admit_strict,ETC,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\ETCUSDT_1d.csv,phase67_top100_downloads,2644,2019-01-01,2026-03-28,2644,1,100.0
phase68_dynamic_admit_strict,ETH,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\ETHUSDT_1d.csv,phase67_top100_downloads,2644,2019-01-01,2026-03-28,2644,1,100.0
phase68_dynamic_admit_strict,ETHFI,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\ETHFIUSDT_1d.csv,phase67_top100_downloads,741,2024-03-18,2026-03-28,741,1,100.0
phase68_dynamic_admit_strict,FET,C:\Users\benda\Desktop\market_regime_v1\data\ohlcv_phase67_top100\FETUSDT_1d.csv,phase67_top100_downloads,2586,2019-02-28,2026-03-28,2586,1,100.0
