model,days,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,sortino,cash_days_pct,btc_days_pct,base_days_pct,candidate_days_pct,trade_count,since2021_total_return_pct,since2021_cagr_pct,since2021_max_drawdown_pct,since2023_total_return_pct,since2023_cagr_pct,since2023_max_drawdown_pct,since2025_total_return_pct,since2025_cagr_pct,since2025_max_drawdown_pct,mode,delta_vs_phase63_cagr_pct,delta_vs_phase63_max_drawdown_pct,delta_vs_phase63_since2021_cagr_pct,delta_vs_phase63_since2023_cagr_pct,delta_vs_phase63_since2025_cagr_pct,unique_selected_assets,selected_days_pct,decision_count,selection_count,switch_count
phase63_btcpref_f20_s100_r30_m12_rm150_rb-03_v30_045_wb30_wt+02_cd3,2874,24774.6433083277,101.59102257148795,-33.45815502995442,1.5257513002131136,2.012554224312254,41.8580375782881,8.455114822546973,49.68684759916493,0.0,844,1398.3394682810722,68.21964559766423,-33.45815502995444,1259.2456285609821,125.67852925530438,-25.866176348777348,149.9093451554409,113.89699075216568,-20.80923724935961,baseline,,,,,,,,,,
phase66d_sticky_base,2874,31990.943202564187,108.22378734212346,-34.96323479532237,1.568218726745159,2.1036226099629873,41.8580375782881,8.037578288100208,48.60821155184412,1.4961725817675715,842,1544.173191934362,71.24857175467783,-34.96323479532237,1391.541316933862,132.31218007907316,-29.460657966439342,149.9093451554409,113.89699075216568,-20.80923724935961,phase66d_sticky_base,6.632764770635504,-1.5050797653679524,3.0289261570136006,6.633650823768775,0.0,5.0,37.995824634655534,359.0,182.0,19.0
phase66d_sticky_strict,2874,31885.44073764319,108.13666331765126,-25.461002689742173,1.5681008249161765,2.0890645047987166,41.8580375782881,8.24634655532359,48.67780097425191,1.2178148921363952,840,1826.662733351898,76.5456678585514,-25.461002689742184,1360.4169397826054,130.78912950647478,-25.46100268974223,149.9093451554409,113.89699075216568,-20.80923724935961,phase66d_sticky_strict,6.545640746163301,7.997152340212246,8.326022260887171,5.110600251170396,0.0,4.0,9.812108559498958,359.0,47.0,15.0
