date,model_index,btc_index,model_authorized_exposure_x,model_authorized_return_net,model_authorized_return_gross,model_transition_cost,model_asset_transition_day
2018-06-18,1.0,0.6633786287831995,0.0,0.0,0.0,0.0,False
2018-06-19,1.0,0.6908987029030266,0.0,0.0,0.0,0.0,False
2018-06-20,1.0,0.6938439365863702,0.0,0.0,0.0,0.0,False
2018-06-21,1.0,0.6962332715668108,0.0,0.0,0.0,0.0,False
2018-06-22,1.0,0.6915472513897467,0.0,0.0,0.0,0.0,False
2018-06-23,1.0,0.6223924233065679,0.0,0.0,0.0,0.0,False
2018-06-24,1.0,0.6331047971999176,0.0,0.0,0.0,0.0,False
2018-06-25,1.0,0.6318663784228947,0.0,0.0,0.0,0.0,False
2018-06-26,1.0,0.6436071649166152,0.0,0.0,0.0,0.0,False
2018-06-27,1.0,0.6244482190652667,0.0,0.0,0.0,0.0,False
2018-06-28,1.0,0.6315348980852378,0.0,0.0,0.0,0.0,False
2018-06-29,1.0,0.6023275684578958,0.0,0.0,0.0,0.0,False
2018-06-30,1.0,0.6380399423512456,0.0,0.0,0.0,0.0,False
2018-07-01,1.0,0.6579246448424954,0.0,0.0,0.0,0.0,False
2018-07-02,1.0,0.6548095532221536,0.0,0.0,0.0,0.0,False
2018-07-03,1.0,0.6810057648754375,0.0,0.0,0.0,0.0,False
2018-07-04,1.0,0.6702707432571546,0.0,0.0,0.0,0.0,False
2018-07-05,1.0,0.6779421453572163,0.0,0.0,0.0,0.0,False
2018-07-06,1.0,0.6721432983323039,0.0,0.0,0.0,0.0,False
2018-07-07,1.0,0.6804395717521103,0.0,0.0,0.0,0.0,False
2018-07-08,1.0,0.6952316244595429,0.0,0.0,0.0,0.0,False
2018-07-09,1.0,0.6909717932880379,0.0,0.0,0.0,0.0,False
2018-07-10,1.0,0.6858945851348569,0.0,0.0,0.0,0.0,False
2018-07-11,1.0,0.648230389129092,0.0,0.0,0.0,0.0,False
2018-07-12,1.0,0.656585340745316,0.0,0.0,0.0,0.0,False
2018-07-13,1.0,0.6435453983940703,0.0,0.0,0.0,0.0,False
2018-07-14,1.0,0.6397539633518633,0.0,0.0,0.0,0.0,False
2018-07-15,1.0,0.6434939262919497,0.0,0.0,0.0,0.0,False
2018-07-16,1.0,0.6541229153798641,0.0,0.0,0.0,0.0,False
2018-07-17,1.0,0.6921278567016677,0.0,0.0,0.0,0.0,False
2018-07-18,1.0,0.7532880378834671,0.0,0.0,0.0,0.0,False
2018-07-19,1.0,0.7599217624047766,0.0,0.0,0.0,0.0,False
2018-07-20,1.0,0.768875849289685,0.0,0.0,0.0,0.0,False
2018-07-21,1.0,0.7553500102944205,0.0,0.0,0.0,0.0,False
2018-07-22,1.0,0.761709903232448,0.0,0.0,0.0,0.0,False
2018-07-23,1.0,0.7612497426394894,0.0,0.0,0.0,0.0,False
2018-07-24,1.0,0.7948991146798435,0.0,0.0,0.0,0.0,False
2018-07-25,1.0,0.8644471896232242,0.0,0.0,0.0,0.0,False
2018-07-26,1.0,0.8416337245213095,0.0,0.0,0.0,0.0,False
2018-07-27,1.0,0.8153180975911056,0.0,0.0,0.0,0.0,False
2018-07-28,1.0,0.8429658225241918,0.0,0.0,0.0,0.0,False
2018-07-29,1.0,0.8467201976528722,0.0,0.0,0.0,0.0,False
2018-07-30,1.0,0.8452738315832818,0.0,0.0,0.0,0.0,False
