signal_data_day,selected_asset,target_exposure,source_file,source_row,signal_available_at,availability_basis,availability_source_file
2018-08-31,CASH,0.0,signal_lineage.csv,120,2018-09-01 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-09-01,CASH,0.0,signal_lineage.csv,121,2018-09-02 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-09-02,CASH,0.0,signal_lineage.csv,122,2018-09-03 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-09-03,CASH,0.0,signal_lineage.csv,123,2018-09-04 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-09-04,CASH,0.0,signal_lineage.csv,124,2018-09-05 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-09-05,CASH,0.0,signal_lineage.csv,125,2018-09-06 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-09-06,CASH,0.0,signal_lineage.csv,126,2018-09-07 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-09-07,CASH,0.0,signal_lineage.csv,127,2018-09-08 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-09-08,CASH,0.0,signal_lineage.csv,128,2018-09-09 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-09-09,CASH,0.0,signal_lineage.csv,129,2018-09-10 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-09-10,CASH,0.0,signal_lineage.csv,130,2018-09-11 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-09-11,CASH,0.0,signal_lineage.csv,131,2018-09-12 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-09-12,CASH,0.0,signal_lineage.csv,132,2018-09-13 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-09-13,CASH,0.0,signal_lineage.csv,133,2018-09-14 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-09-14,CASH,0.0,signal_lineage.csv,134,2018-09-15 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-09-15,CASH,0.0,signal_lineage.csv,135,2018-09-16 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-09-16,CASH,0.0,signal_lineage.csv,136,2018-09-17 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-09-17,CASH,0.0,signal_lineage.csv,137,2018-09-18 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-09-18,CASH,0.0,signal_lineage.csv,138,2018-09-19 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-09-19,CASH,0.0,signal_lineage.csv,139,2018-09-20 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-09-20,CASH,0.0,signal_lineage.csv,140,2018-09-21 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-09-21,CASH,0.0,signal_lineage.csv,141,2018-09-22 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-09-22,CASH,0.0,signal_lineage.csv,142,2018-09-23 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-09-23,CASH,0.0,signal_lineage.csv,143,2018-09-24 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-09-24,CASH,0.0,signal_lineage.csv,144,2018-09-25 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-09-25,CASH,0.0,signal_lineage.csv,145,2018-09-26 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-09-26,CASH,0.0,signal_lineage.csv,146,2018-09-27 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-09-27,CASH,0.0,signal_lineage.csv,147,2018-09-28 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-09-28,CASH,0.0,signal_lineage.csv,148,2018-09-29 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-09-29,CASH,0.0,signal_lineage.csv,149,2018-09-30 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-09-30,CASH,0.0,signal_lineage.csv,150,2018-10-01 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-10-01,CASH,0.0,signal_lineage.csv,151,2018-10-02 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-10-02,CASH,0.0,signal_lineage.csv,152,2018-10-03 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-10-03,CASH,0.0,signal_lineage.csv,153,2018-10-04 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-10-04,CASH,0.0,signal_lineage.csv,154,2018-10-05 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-10-05,CASH,0.0,signal_lineage.csv,155,2018-10-06 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-10-06,CASH,0.0,signal_lineage.csv,156,2018-10-07 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-10-07,CASH,0.0,signal_lineage.csv,157,2018-10-08 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-10-08,CASH,0.0,signal_lineage.csv,158,2018-10-09 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-10-09,CASH,0.0,signal_lineage.csv,159,2018-10-10 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-10-10,CASH,0.0,signal_lineage.csv,160,2018-10-11 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-10-11,CASH,0.0,signal_lineage.csv,161,2018-10-12 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-10-12,CASH,0.0,signal_lineage.csv,162,2018-10-13 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
2018-10-13,CASH,0.0,signal_lineage.csv,163,2018-10-14 12:00:00+00:00,assumed_D_plus_1_12UTC_no_complete_historical_runtime_log,documented_proxy_schedule
