policy,group,key,log_growth,annual_cost_fraction,annual_turnover,event_count
aggressive_1.25__defensive,event,partial_tp,-0.0055832560161801735,0.0009737018931375819,0.6715185469914355,26
aggressive_1.25__defensive,event,stop,-0.014295749356908586,0.0024929519208537437,1.7192771867956849,47
aggressive_1.25__defensive,event,resize,-0.00573000911972494,0.0009993742525494867,0.6892236224479213,112
aggressive_1.25__defensive,event,boundary_exit,-0.0008074397906608088,0.00014081760818351804,0.09711559185070211,3
aggressive_1.25__defensive,regime,up_normal_vol,0.2212117316941167,0.035309426141762204,15.442404829804515,4482
aggressive_1.25__defensive,regime,up_high_vol,-0.014221050663502759,0.00019461367417412695,0.10737191128838514,93
aggressive_1.25__defensive,regime,down_high_vol,-0.02497656468152381,0.0003734315424194484,0.21732967278872412,76
aggressive_1.25__defensive,regime,down_normal_vol,0.014444666166917254,0.014179158558230735,4.464643033933951,1790
aggressive_1.25__defensive,asset,LTC,0.02204630700260343,0.0014573036025302313,0.8184155384398271,113
aggressive_1.25__defensive,asset,DOGE,0.007384507011507213,0.0017350567280956717,0.8441171363868142,417
aggressive_1.25__defensive,asset,ADA,-0.05309908870552136,0.0014309393745121674,0.7813363503434088,188
aggressive_1.25__defensive,asset,LINK,-0.0021221178842291905,0.002815798148370659,1.3871058648957653,344
aggressive_1.25__defensive,asset,BNB,-0.09737209965327343,0.005630545163964169,2.1789512512231077,711
aggressive_1.25__defensive,asset,BTC,0.05700803413563185,0.00413644418072787,1.9940225182176128,326
aggressive_1.25__defensive,asset,TRX,0.29655494236113294,0.01652819022265884,4.778218860137447,1722
aggressive_1.25__defensive,asset,XRP,-0.04942963081799528,0.0043769732111240255,1.9897441924661394,776
aggressive_1.25__defensive,asset,ETH,-0.00674968824097207,0.003912602685571512,1.7436842939394617,436
aggressive_1.25__defensive,asset,SOL,-0.021750299889922775,0.004621512318668591,2.1312048259319645,749
aggressive_1.25__defensive,asset,AVAX,0.0688019987645515,0.0028640659007713584,1.3321778194090406,567
aggressive_1.25__defensive,asset,DOT,-0.024814081567506148,0.0005471983795914315,0.2527707964250016,92
aggressive_1.25__defensive,cost,fee,,0.00910428725151702,0.0,0
aggressive_1.25__defensive,cost,slippage,,0.0202317494478156,0.0,0
aggressive_1.25__defensive,cost,funding,,0.02072059321725393,0.0,0
aggressive_1.25__growth,event,entry,-0.17628948552005785,0.030731539249565513,21.194164999700334,183
aggressive_1.25__growth,event,funding,-0.23190491603920335,0.04044538491796003,0.0,1167
aggressive_1.25__growth,event,mark,0.6089037243345956,0.0,0.0,4619
aggressive_1.25__growth,event,rotation,-0.14672442339536512,0.025577687834757265,17.639784713625698,155
aggressive_1.25__growth,event,resize,-0.018000251149562198,0.0031391912360549837,2.164959473141369,189
aggressive_1.25__growth,event,stop,-0.0190675330079388,0.003324082489255937,2.2924706822454732,24
aggressive_1.25__growth,event,boundary_exit,-0.0022137984581963445,0.00038603096104028434,0.26622824899329955,4
aggressive_1.25__growth,event,partial_tp,-0.0035361067869657888,0.0006165970020529202,0.4252393117606346,6
aggressive_1.25__growth,regime,up_normal_vol,0.2480359785602382,0.08697099912880393,35.88043688554496,5314
aggressive_1.25__growth,regime,up_high_vol,-0.04826801559460414,0.0005823294939139348,0.32011857475811295,92
aggressive_1.25__growth,regime,down_high_vol,-0.07364492676302258,0.0011340710217598987,0.6621077190325049,78
aggressive_1.25__growth,regime,down_normal_vol,-0.1149558262253061,0.015533114046209254,7.1201842501312385,863
