policy,entries,entries_per_year,median_holding_days,losing_episode_fraction,exact_open_comparison_episodes,fraction_underperforming_BTC_same_entry_exit,median_matched_asset_minus_BTC,median_pre_entry_30_day_raw_return,median_post_entry_7_day_raw_return,median_post_exit_7_day_raw_return,close_equity_peak,close_equity_trough,close_equity_drawdown
robust_1.25__calmar,199,34.71095988538682,3.0,0.5678391959798995,160,0.56875,-0.005220757319179148,0.22114427860696528,-0.0021769636692510197,0.0020892404118788566,2021-11-22,2023-10-18,0.707723055649691
robust_1.25__growth,209,36.455229226361034,2.0,0.583732057416268,165,0.5454545454545454,-0.003934489514414441,0.20216766202167658,-0.007678371150030228,-0.0038438148852807386,2021-11-22,2023-10-18,0.7523918703808008
robust_1.25__defensive,203,35.4086676217765,3.0,0.5714285714285714,153,0.5816993464052288,-0.0055035907502827275,0.22114427860696528,0.005331437711036058,0.008257135536453797,2021-11-22,2023-10-18,0.3516548756634579
aggressive_2.5__calmar,191,33.31554441260745,3.0,0.5602094240837696,164,0.5426829268292683,-0.003964782246210774,0.21776961588071964,-0.0010425354462052505,0.0052390307793057644,2021-11-22,2023-10-18,0.6490818635574429
aggressive_3__growth,201,35.05981375358166,3.0,0.5771144278606966,170,0.5235294117647059,-0.0024059865218181153,0.19407638347622758,-0.007133536320139244,-0.0022948164146868733,2021-11-22,2023-10-18,0.7226493829030347
