policy,episode,asset,entry,exit,days,exit_reason,net_log_growth,raw_asset_return,matched_BTC_open_return,matched_asset_minus_BTC,preceding_30_day_return,following_entry_7_day_raw_return,following_exit_7_day_raw_return
aggressive_3__growth,2023/18,ETH,2023-03-16,2023-03-18,2,rotation,0.0735482822392021,0.08443286160186658,0.12803728620099264,-0.04360442459912606,0.12184205488404642,0.09929997878723595,-0.026480220873433602
aggressive_3__growth,2023/19,BNB,2023-03-18,2023-03-19,1,rotation,-0.029892942065327697,-0.023303834808259483,-0.017800244057976755,-0.0055035907502827275,0.11208642808912894,-0.04896755162241895,-0.007550588945937742
aggressive_3__growth,2023/20,BTC,2023-03-19,2023-03-23,4,rotation,0.00687368478178059,0.012765218903732833,0.012765218903732833,0.0,0.12625693500876722,0.03941504763171877,0.028533296245968343
aggressive_3__growth,2023/21,XRP,2023-03-23,2023-03-24,1,rotation,0.024726942873746,0.05316876335153098,0.038327076063714216,0.014841687287816763,0.21563551643800172,0.26252076904818433,0.21117872436330853
aggressive_3__growth,2023/22,BTC,2023-03-24,2023-03-29,5,rotation,-0.030662393407767725,-0.0365557394094167,-0.0365557394094167,0.0,0.09696282937904055,0.0060059189791139556,0.033342430558459535
aggressive_3__growth,2023/23,XRP,2023-03-29,2023-04-01,3,stop,-0.004035179010736931,-0.006468585190880449,,,0.26786659608258323,-0.017492711370262426,-0.012465303273221928
aggressive_3__growth,2023/24,XRP,2023-04-12,2023-04-13,1,rotation,-0.018770163782416402,-0.022648083623693305,-0.01034289909117192,-0.012305184532521385,0.4227597581088509,-0.04936120789779319,-0.05882352941176472
aggressive_3__growth,2023/25,LTC,2023-04-13,2023-04-14,1,rotation,0.024354008671483702,0.022917345497990738,0.01625297317625396,0.006664372321736778,0.2355100970364541,-0.020093407190181378,-0.09407517519643249
aggressive_3__growth,2023/26,XRP,2023-04-14,2023-04-17,3,rotation,0.01119851103507691,0.01639344262295106,-0.0022776178448296047,0.018671060467780665,0.35580021482277124,-0.12353629976580793,-0.11463133640553003
aggressive_3__growth,2023/27,ADA,2023-04-17,2023-04-20,3,rotation,-0.09748343677985831,-0.07734929078014185,-0.04974680461684777,-0.027602486163294082,0.39181286549707584,-0.15004432624113473,-0.01489310593322124
aggressive_3__growth,2023/28,DOGE,2023-04-20,2023-04-23,3,rotation,-0.04986989388882138,-0.08626379879367252,-0.03403988596073915,-0.05222391283293337,0.2632214765100671,-0.08797086605212245,-0.009714783908332358
aggressive_3__growth,2023/29,ETH,2023-04-23,2023-04-24,1,rotation,-0.01010164544805545,-0.006488205445610684,-0.00813391882977399,0.0016457133841633054,0.06599090138554953,-0.0021769636692510197,-0.01679905048845065
aggressive_3__growth,2023/30,BNB,2023-04-24,2023-04-28,4,stop,-0.047357131804251495,-0.028699201937982477,,,0.00850030358227083,-0.006352087114337657,0.016779053492597562
aggressive_3__growth,2023/31,ADA,2023-04-29,2023-05-02,3,rotation,-0.05010655154921455,-0.04376854599406532,-0.04242095900986942,-0.0013475869841959032,0.11409942950285257,-0.06355093966369929,-0.06051202482544604
aggressive_3__growth,2023/32,BNB,2023-05-02,2023-05-04,2,rotation,-0.01463195636233126,-0.007612667478684498,0.03412751627639188,-0.04174018375507638,0.06500473335437063,-0.049634591961023045,-0.05645903651426809
aggressive_3__growth,2023/33,TRX,2023-05-04,2023-05-08,4,stop,-0.06163993460100477,-0.020440211069081782,,,0.06198220312979452,-0.02252057167605015,0.03545685798611942
aggressive_3__growth,2023/34,TRX,2023-05-16,2023-05-26,10,stop,0.15351787918964638,0.07576877794067038,,,0.04834567155159375,0.11715302491103174,0.0937804000251028
aggressive_3__growth,2023/35,LTC,2023-05-31,2023-06-01,1,rotation,-0.027710356632649598,-0.019837398373983683,-0.017477546896681906,-0.0023598514773017776,-0.0024154589371980784,-0.03685636856368568,-0.021234240212342437
aggressive_3__growth,2023/36,XRP,2023-06-01,2023-06-06,5,stop,-0.040685840322845224,-0.02227896291403797,,,0.10626992561105197,0.013353977162763542,0.027735273568010754
aggressive_3__growth,2023/37,XRP,2023-06-14,2023-06-16,2,rotation,-0.08496812329664091,-0.0754862314654342,-0.012946205479705597,-0.06254002598572861,0.2384433962264152,-0.03735798189870976,0.03332639033534668
aggressive_3__growth,2023/38,BTC,2023-06-22,2023-07-02,10,rotation,0.008330748110186319,0.019737686575499236,0.019737686575499236,0.0,0.058330448358705045,0.015117078845058085,-0.013901503634027534
aggressive_3__growth,2023/39,LTC,2023-07-02,2023-07-05,3,stop,-0.02563869444520659,-0.05571584435698851,,,0.20216766202167658,-0.11223155929038275,-0.04867690264337776
aggressive_3__growth,2023/40,SOL,2023-07-13,2023-07-14,1,rotation,0.12421954364683381,0.18604651162790709,0.03535977616853181,0.15068673545937528,0.41929260450160766,0.1573187414500683,-0.019607843137254943
aggressive_3__growth,2023/41,LTC,2023-07-14,2023-07-15,1,rotation,-0.03003133601812022,-0.06607756504663709,-0.03631403471011685,-0.02976353033652024,0.24141935483870958,-0.07619047619047614,-0.03185449957947861
aggressive_3__growth,2023/42,XRP,2023-07-15,2023-07-16,1,rotation,-0.0015152199132484156,-0.004736695458344875,-0.000741620480337768,-0.003995074978007107,0.5703004622496148,0.021315129562552215,0.03359462486002229
aggressive_3__growth,2023/43,SOL,2023-07-16,2023-07-20,4,rotation,-0.026440713560665897,-0.04222788496541685,-0.012555827890306626,-0.029672057075110225,0.8418508287292819,-0.09865307608299956,-0.04599011782592155
aggressive_3__growth,2023/44,XRP,2023-07-20,2023-08-04,15,stop,-0.042554535698134326,-0.21490560334564812,,,0.5979868529170091,-0.12917784825567213,-0.018365462976975166
aggressive_3__growth,2023/45,LINK,2023-08-05,2023-08-07,2,rotation,-0.005010435211766888,-0.0058798824023519325,-0.0008782716219001285,-0.005001610780451804,0.0926238307008127,0.041859162816743734,0.043796648359385904
aggressive_3__growth,2023/46,DOGE,2023-08-07,2023-08-08,1,rotation,-0.011724252748197102,-0.009829002288945898,0.004215765512267211,-0.01404476780121311,0.16746337702390113,0.005655042412818112,-0.03549088931193889
aggressive_3__growth,2023/47,LINK,2023-08-08,2023-08-12,4,rotation,-0.0011896605920036006,0.022379912663755386,0.007358856542692971,0.015021056121062415,0.15367121507472392,-0.03889192139737996,-0.17498665242925782
