date,net_return,event_low_ratio,event_high_ratio,internal_drawdown,turnover,cost_fraction,max_exposure,bankrupt,activity,equity
2021-01-01,0.0021343147759560477,0.9981600633668953,1.0113047516094011,0.009067926180363672,0.14736761493538666,0.0002621098545108146,0.157157835754633,0.0,1.0,1.002134314775956
2021-01-02,0.012641435509118892,0.996292921828468,1.0186078735214636,0.021907303362823982,0.0,4.9085762115593685e-05,0.16503114469607424,0.0,1.0,1.0148027310876713
2021-01-03,0.0030881553557993158,0.9995388990237044,1.0263133474724062,0.025581315569953023,0.3400865317525944,0.0005311197011804117,0.16009190787177788,0.0,1.0,1.0179365995767595
2021-01-04,-0.0037230888650516825,0.9962769111349483,1.0,0.0037230888650516825,0.05031891078532489,9.062388409372042e-05,0.053758028836615894,0.0,1.0,1.0141467311575467
2021-01-05,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0141467311575467
2021-01-06,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0141467311575467
2021-01-07,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0141467311575467
2021-01-08,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0141467311575467
2021-01-09,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0141467311575467
2021-01-10,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0141467311575467
2021-01-11,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0141467311575467
2021-01-12,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0141467311575467
2021-01-13,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0141467311575467
2021-01-14,-0.0003419044209187483,0.9943717370530701,1.0039211782746553,0.009512142415400549,0.1062235102917944,0.00018892836057334212,0.1099026636140344,0.0,1.0,1.0137999899067036
2021-01-15,-0.0034798227480364874,0.9881917399924124,1.006848255633857,0.011814981148404513,0.0,3.4862550148798966e-05,0.1122214047953305,0.0,1.0,1.0102721456398671
2021-01-16,0.016630002872661365,0.9999593271095183,1.0221755193752424,0.005425209660636754,0.0,3.384752389265681e-05,0.12251291920413826,0.0,1.0,1.0270729743240279
2021-01-17,-0.001090676700639004,0.9971100934617472,1.0005808005022738,0.0034686924222255833,0.16968313225487675,0.0002631254264445186,0.11768493534922368,0.0,1.0,1.0259527697610766
2021-01-18,-0.002845783906154642,0.9952283174594114,1.004209515175765,0.008943549708132048,0.1545550133102837,0.0002580458882265718,0.10730098719596329,0.0,1.0,1.0230331298804158
2021-01-19,-0.001129456450573052,0.9974560007565862,1.0050754899157148,0.007581011810135485,0.0,3.318497367130467e-05,0.10555767283366467,0.0,1.0,1.0218776585127225
2021-01-20,0.0021785059325520884,0.9899261519996939,1.0026087953127238,0.0126496429837063,0.0,3.285467946850575e-05,0.1023760025887676,0.0,1.0,1.024103825054135
2021-01-21,-0.005350080327500839,0.9939176374892376,1.0000434788891006,0.006125575066664224,0.15386061690451708,0.00024012782985033705,0.10202964686157072,0.0,1.0,1.0186247873263945
2021-01-22,0.01380988861139465,0.9901402641725183,1.01764624975898,0.027029024666455737,0.15304557950026793,0.0002567871374411607,0.12186770770665159,0.0,1.0,1.0326918821761775
2021-01-23,7.189508825056201e-05,0.9986735925190688,1.001633404539136,0.0029549853336100496,0.17069226776636656,0.0002646623545209195,0.118469836427288,0.0,1.0,1.032766127650182
2021-01-24,0.001876460073358066,0.9971671626610997,1.006175189408682,0.00895274187080286,0.14666565767188944,0.00024355694206192394,0.09978537468193978,0.0,1.0,1.0347040720538343
2021-01-25,-0.005799010214435074,0.9913884270680794,1.0034546168660388,0.012024649241880292,0.18993488912749407,0.0003062959082723924,0.09741840014261328,0.0,1.0,1.0287038125710766
