model,days,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,sortino,cash_days_pct,btc_days_pct,base_days_pct,doge_days_pct,trade_count,since2021_total_return_pct,since2021_cagr_pct,since2021_max_drawdown_pct,since2023_total_return_pct,since2023_cagr_pct,since2023_max_drawdown_pct,since2025_total_return_pct,since2025_cagr_pct,since2025_max_drawdown_pct,asset,signal_days_pct,trigger_days,passes_2025_guardrail,source,delta_vs_phase63_cagr_pct,delta_vs_phase63_max_drawdown_pct,delta_vs_phase63_since2021_cagr_pct,delta_vs_phase63_since2023_cagr_pct,delta_vs_phase63_since2025_cagr_pct,score_lb,doge_fast_ma,doge_slow_ma,doge_min_score,doge_edge_vs_base,doge_risk_ma,doge_risk_buffer,doge_vol_lb,doge_vol_cap,cooldown_days,doge_data_start,doge_data_end,doge_history_days,doge_non_na_close_ratio,doge_max_gap_days
phase65b_doge_guard_lb45_f30_s150_m08_e06_rm150_rb+00_v30_045_cd3,2874,24214.664924766275,101.00852281528373,-44.911654872730644,1.487131945859295,1.9413346324046536,41.8580375782881,8.002783576896313,46.5553235908142,3.5838552540013917,796,1474.798385362998,69.83597058921802,-44.91165487273064,1328.6067119524096,129.2092601803188,-40.27401743863743,90.68345242736659,70.88016280318199,-21.331730362478897,DOGE,3.5838552540013917,67,False,phase65b_exact_doge_guardrail,-0.5824997562042284,-11.453499842776225,1.616324991553796,3.5307309250144243,-43.01682794898369,45.0,30.0,150.0,0.08,0.06,150.0,0.0,30.0,0.045,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb45_f30_s150_m08_e06_rm200_rb-03_v30_045_cd3,2874,24214.664924766275,101.00852281528373,-44.911654872730644,1.487131945859295,1.9413346324046536,41.8580375782881,8.002783576896313,46.5553235908142,3.5838552540013917,796,1474.798385362998,69.83597058921802,-44.91165487273064,1328.6067119524096,129.2092601803188,-40.27401743863743,90.68345242736659,70.88016280318199,-21.331730362478897,DOGE,3.5838552540013917,67,False,phase65b_exact_doge_guardrail,-0.5824997562042284,-11.453499842776225,1.616324991553796,3.5307309250144243,-43.01682794898369,45.0,30.0,150.0,0.08,0.06,200.0,-0.03,30.0,0.045,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb45_f30_s150_m12_e06_rm150_rb-03_v30_045_cd3,2874,24214.664924766275,101.00852281528373,-44.911654872730644,1.487131945859295,1.9413346324046536,41.8580375782881,8.002783576896313,46.5553235908142,3.5838552540013917,796,1474.798385362998,69.83597058921802,-44.91165487273064,1328.6067119524096,129.2092601803188,-40.27401743863743,90.68345242736659,70.88016280318199,-21.331730362478897,DOGE,3.5838552540013917,67,False,phase65b_exact_doge_guardrail,-0.5824997562042284,-11.453499842776225,1.616324991553796,3.5307309250144243,-43.01682794898369,45.0,30.0,150.0,0.12,0.06,150.0,-0.03,30.0,0.045,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb45_f30_s150_m12_e06_rm150_rb+00_v30_045_cd3,2874,24214.664924766275,101.00852281528373,-44.911654872730644,1.487131945859295,1.9413346324046536,41.8580375782881,8.002783576896313,46.5553235908142,3.5838552540013917,796,1474.798385362998,69.83597058921802,-44.91165487273064,1328.6067119524096,129.2092601803188,-40.27401743863743,90.68345242736659,70.88016280318199,-21.331730362478897,DOGE,3.5838552540013917,67,False,phase65b_exact_doge_guardrail,-0.5824997562042284,-11.453499842776225,1.616324991553796,3.5307309250144243,-43.01682794898369,45.0,30.0,150.0,0.12,0.06,150.0,0.0,30.0,0.045,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb45_f30_s150_m12_e06_rm200_rb-03_v30_045_cd3,2874,24214.664924766275,101.00852281528373,-44.911654872730644,1.487131945859295,1.9413346324046536,41.8580375782881,8.002783576896313,46.5553235908142,3.5838552540013917,796,1474.798385362998,69.83597058921802,-44.91165487273064,1328.6067119524096,129.2092601803188,-40.27401743863743,90.68345242736659,70.88016280318199,-21.331730362478897,DOGE,3.5838552540013917,67,False,phase65b_exact_doge_guardrail,-0.5824997562042284,-11.453499842776225,1.616324991553796,3.5307309250144243,-43.01682794898369,45.0,30.0,150.0,0.12,0.06,200.0,-0.03,30.0,0.045,3.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s100_m12_e06_rm150_rb-03_v30_060_cd0,2874,39532.28776329795,113.88486059156793,-33.458155029954476,1.5661072779059029,2.052834499848692,41.8580375782881,8.38552540013918,47.494780793319414,2.2616562282533055,817,2346.425657985525,84.83601523209394,-33.45815502995444,1659.3994566631761,144.59368043295333,-31.727905490901986,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.2616562282533055,65,False,phase65b_exact_doge_guardrail,12.293838020079974,-5.684341886080802e-14,16.616369634429716,18.91515117764895,-43.36868514310676,20.0,20.0,100.0,0.12,0.06,150.0,-0.03,30.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s100_m12_e06_rm150_rb+00_v30_060_cd0,2874,39532.28776329795,113.88486059156793,-33.458155029954476,1.5661072779059029,2.052834499848692,41.8580375782881,8.38552540013918,47.494780793319414,2.2616562282533055,817,2346.425657985525,84.83601523209394,-33.45815502995444,1659.3994566631761,144.59368043295333,-31.727905490901986,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.2616562282533055,65,False,phase65b_exact_doge_guardrail,12.293838020079974,-5.684341886080802e-14,16.616369634429716,18.91515117764895,-43.36868514310676,20.0,20.0,100.0,0.12,0.06,150.0,0.0,30.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s100_m12_e06_rm200_rb-03_v30_060_cd0,2874,39532.28776329795,113.88486059156793,-33.458155029954476,1.5661072779059029,2.052834499848692,41.8580375782881,8.38552540013918,47.494780793319414,2.2616562282533055,817,2346.425657985525,84.83601523209394,-33.45815502995444,1659.3994566631761,144.59368043295333,-31.727905490901986,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.2616562282533055,65,False,phase65b_exact_doge_guardrail,12.293838020079974,-5.684341886080802e-14,16.616369634429716,18.91515117764895,-43.36868514310676,20.0,20.0,100.0,0.12,0.06,200.0,-0.03,30.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s100_m12_e06_rm200_rb+00_v30_060_cd0,2874,39532.28776329795,113.88486059156793,-33.458155029954476,1.5661072779059029,2.052834499848692,41.8580375782881,8.38552540013918,47.494780793319414,2.2616562282533055,817,2346.425657985525,84.83601523209394,-33.45815502995444,1659.3994566631761,144.59368043295333,-31.727905490901986,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.2616562282533055,65,False,phase65b_exact_doge_guardrail,12.293838020079974,-5.684341886080802e-14,16.616369634429716,18.91515117764895,-43.36868514310676,20.0,20.0,100.0,0.12,0.06,200.0,0.0,30.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s100_m12_e03_rm150_rb-03_v30_060_cd0,2874,38129.18278868699,112.90732239136729,-33.458155029954476,1.5582775301304321,2.0430556576267556,41.8580375782881,8.38552540013918,47.45998608211552,2.2964509394572024,817,2259.81465961883,83.5603512605007,-33.45815502995444,1597.1113004831516,141.85914180696878,-31.727905490901954,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.2964509394572024,66,False,phase65b_exact_doge_guardrail,11.316299819879333,-5.684341886080802e-14,15.34070566283647,16.180612551664396,-43.36868514310676,20.0,20.0,100.0,0.12,0.03,150.0,-0.03,30.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s100_m12_e03_rm150_rb+00_v30_060_cd0,2874,38129.18278868699,112.90732239136729,-33.458155029954476,1.5582775301304321,2.0430556576267556,41.8580375782881,8.38552540013918,47.45998608211552,2.2964509394572024,817,2259.81465961883,83.5603512605007,-33.45815502995444,1597.1113004831516,141.85914180696878,-31.727905490901954,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.2964509394572024,66,False,phase65b_exact_doge_guardrail,11.316299819879333,-5.684341886080802e-14,15.34070566283647,16.180612551664396,-43.36868514310676,20.0,20.0,100.0,0.12,0.03,150.0,0.0,30.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s100_m12_e03_rm200_rb-03_v30_060_cd0,2874,38129.18278868699,112.90732239136729,-33.458155029954476,1.5582775301304321,2.0430556576267556,41.8580375782881,8.38552540013918,47.45998608211552,2.2964509394572024,817,2259.81465961883,83.5603512605007,-33.45815502995444,1597.1113004831516,141.85914180696878,-31.727905490901954,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.2964509394572024,66,False,phase65b_exact_doge_guardrail,11.316299819879333,-5.684341886080802e-14,15.34070566283647,16.180612551664396,-43.36868514310676,20.0,20.0,100.0,0.12,0.03,200.0,-0.03,30.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s100_m12_e03_rm200_rb+00_v30_060_cd0,2874,38129.18278868699,112.90732239136729,-33.458155029954476,1.5582775301304321,2.0430556576267556,41.8580375782881,8.38552540013918,47.45998608211552,2.2964509394572024,817,2259.81465961883,83.5603512605007,-33.45815502995444,1597.1113004831516,141.85914180696878,-31.727905490901954,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.2964509394572024,66,False,phase65b_exact_doge_guardrail,11.316299819879333,-5.684341886080802e-14,15.34070566283647,16.180612551664396,-43.36868514310676,20.0,20.0,100.0,0.12,0.03,200.0,0.0,30.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s150_m12_e06_rm150_rb-03_v30_060_cd0,2874,37205.0883509541,112.24625926220351,-33.458155029954426,1.5528767558429557,2.033293628484424,41.8580375782881,8.38552540013918,47.59916492693111,2.1572720946416144,820,2196.9225215702654,82.61011524922375,-33.45815502995444,1551.8810711688704,139.8298778322169,-29.187193844593818,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.1572720946416144,62,False,phase65b_exact_doge_guardrail,10.655236690715554,-7.105427357601002e-15,14.390469651559528,14.151348576912525,-43.36868514310676,20.0,20.0,150.0,0.12,0.06,150.0,-0.03,30.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s150_m12_e06_rm150_rb+00_v30_060_cd0,2874,37205.0883509541,112.24625926220351,-33.458155029954426,1.5528767558429557,2.033293628484424,41.8580375782881,8.38552540013918,47.59916492693111,2.1572720946416144,820,2196.9225215702654,82.61011524922375,-33.45815502995444,1551.8810711688704,139.8298778322169,-29.187193844593818,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.1572720946416144,62,False,phase65b_exact_doge_guardrail,10.655236690715554,-7.105427357601002e-15,14.390469651559528,14.151348576912525,-43.36868514310676,20.0,20.0,150.0,0.12,0.06,150.0,0.0,30.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s150_m12_e06_rm200_rb-03_v30_060_cd0,2874,37205.0883509541,112.24625926220351,-33.458155029954426,1.5528767558429557,2.033293628484424,41.8580375782881,8.38552540013918,47.59916492693111,2.1572720946416144,820,2196.9225215702654,82.61011524922375,-33.45815502995444,1551.8810711688704,139.8298778322169,-29.187193844593818,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.1572720946416144,62,False,phase65b_exact_doge_guardrail,10.655236690715554,-7.105427357601002e-15,14.390469651559528,14.151348576912525,-43.36868514310676,20.0,20.0,150.0,0.12,0.06,200.0,-0.03,30.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s150_m12_e06_rm200_rb+00_v30_060_cd0,2874,37205.0883509541,112.24625926220351,-33.458155029954426,1.5528767558429557,2.033293628484424,41.8580375782881,8.38552540013918,47.59916492693111,2.1572720946416144,820,2196.9225215702654,82.61011524922375,-33.45815502995444,1551.8810711688704,139.8298778322169,-29.187193844593818,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.1572720946416144,62,False,phase65b_exact_doge_guardrail,10.655236690715554,-7.105427357601002e-15,14.390469651559528,14.151348576912525,-43.36868514310676,20.0,20.0,150.0,0.12,0.06,200.0,0.0,30.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s150_m12_e03_rm150_rb-03_v30_060_cd0,2874,36605.86881088415,111.80991814675734,-33.458155029954426,1.5488277708842546,2.029723037528824,41.8580375782881,8.38552540013918,47.529575504523315,2.2268615170494086,818,2160.0277997563594,82.04284900455518,-33.45815502995444,1525.3474410537474,138.62159185565832,-29.187193844593796,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.2268615170494086,64,False,phase65b_exact_doge_guardrail,10.218895575269386,-7.105427357601002e-15,13.823203406890954,12.94306260035394,-43.36868514310676,20.0,20.0,150.0,0.12,0.03,150.0,-0.03,30.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s150_m12_e03_rm150_rb+00_v30_060_cd0,2874,36605.86881088415,111.80991814675734,-33.458155029954426,1.5488277708842546,2.029723037528824,41.8580375782881,8.38552540013918,47.529575504523315,2.2268615170494086,818,2160.0277997563594,82.04284900455518,-33.45815502995444,1525.3474410537474,138.62159185565832,-29.187193844593796,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.2268615170494086,64,False,phase65b_exact_doge_guardrail,10.218895575269386,-7.105427357601002e-15,13.823203406890954,12.94306260035394,-43.36868514310676,20.0,20.0,150.0,0.12,0.03,150.0,0.0,30.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s150_m12_e03_rm200_rb-03_v30_060_cd0,2874,36605.86881088415,111.80991814675734,-33.458155029954426,1.5488277708842546,2.029723037528824,41.8580375782881,8.38552540013918,47.529575504523315,2.2268615170494086,818,2160.0277997563594,82.04284900455518,-33.45815502995444,1525.3474410537474,138.62159185565832,-29.187193844593796,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.2268615170494086,64,False,phase65b_exact_doge_guardrail,10.218895575269386,-7.105427357601002e-15,13.823203406890954,12.94306260035394,-43.36868514310676,20.0,20.0,150.0,0.12,0.03,200.0,-0.03,30.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s150_m12_e03_rm200_rb+00_v30_060_cd0,2874,36605.86881088415,111.80991814675734,-33.458155029954426,1.5488277708842546,2.029723037528824,41.8580375782881,8.38552540013918,47.529575504523315,2.2268615170494086,818,2160.0277997563594,82.04284900455518,-33.45815502995444,1525.3474410537474,138.62159185565832,-29.187193844593796,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.2268615170494086,64,False,phase65b_exact_doge_guardrail,10.218895575269386,-7.105427357601002e-15,13.823203406890954,12.94306260035394,-43.36868514310676,20.0,20.0,150.0,0.12,0.03,200.0,0.0,30.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s100_m12_e06_rm150_rb-03_v20_060_cd0,2874,12032.204915891063,84.0106976974051,-33.45815502995446,1.594052019558506,1.59771497026376,41.8580375782881,8.38552540013918,47.529575504523315,2.2268615170494086,819,868.7301427536846,54.698030876284065,-33.45815502995444,778.8009924772238,96.97523644024693,-29.187193844593807,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.2268615170494086,64,False,phase65b_exact_doge_guardrail,-17.580324874082848,-4.263256414560601e-14,-13.52161472138016,-28.703292815057452,-43.36868514310676,20.0,20.0,100.0,0.12,0.06,150.0,-0.03,20.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s100_m12_e06_rm150_rb+00_v20_060_cd0,2874,12032.204915891063,84.0106976974051,-33.45815502995446,1.594052019558506,1.59771497026376,41.8580375782881,8.38552540013918,47.529575504523315,2.2268615170494086,819,868.7301427536846,54.698030876284065,-33.45815502995444,778.8009924772238,96.97523644024693,-29.187193844593807,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.2268615170494086,64,False,phase65b_exact_doge_guardrail,-17.580324874082848,-4.263256414560601e-14,-13.52161472138016,-28.703292815057452,-43.36868514310676,20.0,20.0,100.0,0.12,0.06,150.0,0.0,20.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s100_m12_e06_rm200_rb-03_v20_060_cd0,2874,12032.204915891063,84.0106976974051,-33.45815502995446,1.594052019558506,1.59771497026376,41.8580375782881,8.38552540013918,47.529575504523315,2.2268615170494086,819,868.7301427536846,54.698030876284065,-33.45815502995444,778.8009924772238,96.97523644024693,-29.187193844593807,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.2268615170494086,64,False,phase65b_exact_doge_guardrail,-17.580324874082848,-4.263256414560601e-14,-13.52161472138016,-28.703292815057452,-43.36868514310676,20.0,20.0,100.0,0.12,0.06,200.0,-0.03,20.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s100_m12_e06_rm200_rb+00_v20_060_cd0,2874,12032.204915891063,84.0106976974051,-33.45815502995446,1.594052019558506,1.59771497026376,41.8580375782881,8.38552540013918,47.529575504523315,2.2268615170494086,819,868.7301427536846,54.698030876284065,-33.45815502995444,778.8009924772238,96.97523644024693,-29.187193844593807,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.2268615170494086,64,False,phase65b_exact_doge_guardrail,-17.580324874082848,-4.263256414560601e-14,-13.52161472138016,-28.703292815057452,-43.36868514310676,20.0,20.0,100.0,0.12,0.06,200.0,0.0,20.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s100_m12_e03_rm150_rb-03_v20_060_cd0,2874,11602.687519061628,83.16969620834564,-33.45815502995446,1.5840201866964805,1.5878236748867602,41.8580375782881,8.38552540013918,47.494780793319414,2.2616562282533055,819,834.4341139583952,53.630367173312024,-33.45815502995444,747.6887324027555,94.77306837337427,-29.187193844593796,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.2616562282533055,65,False,phase65b_exact_doge_guardrail,-18.421326363142313,-4.263256414560601e-14,-14.589278424352202,-30.90546088193011,-43.36868514310676,20.0,20.0,100.0,0.12,0.03,150.0,-0.03,20.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s100_m12_e03_rm150_rb+00_v20_060_cd0,2874,11602.687519061628,83.16969620834564,-33.45815502995446,1.5840201866964805,1.5878236748867602,41.8580375782881,8.38552540013918,47.494780793319414,2.2616562282533055,819,834.4341139583952,53.630367173312024,-33.45815502995444,747.6887324027555,94.77306837337427,-29.187193844593796,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.2616562282533055,65,False,phase65b_exact_doge_guardrail,-18.421326363142313,-4.263256414560601e-14,-14.589278424352202,-30.90546088193011,-43.36868514310676,20.0,20.0,100.0,0.12,0.03,150.0,0.0,20.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s100_m12_e03_rm200_rb-03_v20_060_cd0,2874,11602.687519061628,83.16969620834564,-33.45815502995446,1.5840201866964805,1.5878236748867602,41.8580375782881,8.38552540013918,47.494780793319414,2.2616562282533055,819,834.4341139583952,53.630367173312024,-33.45815502995444,747.6887324027555,94.77306837337427,-29.187193844593796,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.2616562282533055,65,False,phase65b_exact_doge_guardrail,-18.421326363142313,-4.263256414560601e-14,-14.589278424352202,-30.90546088193011,-43.36868514310676,20.0,20.0,100.0,0.12,0.03,200.0,-0.03,20.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s100_m12_e03_rm200_rb+00_v20_060_cd0,2874,11602.687519061628,83.16969620834564,-33.45815502995446,1.5840201866964805,1.5878236748867602,41.8580375782881,8.38552540013918,47.494780793319414,2.2616562282533055,819,834.4341139583952,53.630367173312024,-33.45815502995444,747.6887324027555,94.77306837337427,-29.187193844593796,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.2616562282533055,65,False,phase65b_exact_doge_guardrail,-18.421326363142313,-4.263256414560601e-14,-14.589278424352202,-30.90546088193011,-43.36868514310676,20.0,20.0,100.0,0.12,0.03,200.0,0.0,20.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s150_m12_e06_rm150_rb-03_v20_060_cd0,2874,11319.804452932061,82.60096643811777,-33.458155029954405,1.5770399161643862,1.5787284394174754,41.8580375782881,8.38552540013918,47.633959638135,2.1224773834377175,822,809.530226251446,52.83506957058186,-33.45815502995444,725.0967222365422,93.13886936005996,-29.18719384459383,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.1224773834377175,61,False,phase65b_exact_doge_guardrail,-18.99005613337019,1.4210854715202004e-14,-15.384576027082367,-32.53965989524443,-43.36868514310676,20.0,20.0,150.0,0.12,0.06,150.0,-0.03,20.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s150_m12_e06_rm150_rb+00_v20_060_cd0,2874,11319.804452932061,82.60096643811777,-33.458155029954405,1.5770399161643862,1.5787284394174754,41.8580375782881,8.38552540013918,47.633959638135,2.1224773834377175,822,809.530226251446,52.83506957058186,-33.45815502995444,725.0967222365422,93.13886936005996,-29.18719384459383,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.1224773834377175,61,False,phase65b_exact_doge_guardrail,-18.99005613337019,1.4210854715202004e-14,-15.384576027082367,-32.53965989524443,-43.36868514310676,20.0,20.0,150.0,0.12,0.06,150.0,0.0,20.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s150_m12_e06_rm200_rb-03_v20_060_cd0,2874,11319.804452932061,82.60096643811777,-33.458155029954405,1.5770399161643862,1.5787284394174754,41.8580375782881,8.38552540013918,47.633959638135,2.1224773834377175,822,809.530226251446,52.83506957058186,-33.45815502995444,725.0967222365422,93.13886936005996,-29.18719384459383,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.1224773834377175,61,False,phase65b_exact_doge_guardrail,-18.99005613337019,1.4210854715202004e-14,-15.384576027082367,-32.53965989524443,-43.36868514310676,20.0,20.0,150.0,0.12,0.06,200.0,-0.03,20.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s150_m12_e06_rm200_rb+00_v20_060_cd0,2874,11319.804452932061,82.60096643811777,-33.458155029954405,1.5770399161643862,1.5787284394174754,41.8580375782881,8.38552540013918,47.633959638135,2.1224773834377175,822,809.530226251446,52.83506957058186,-33.45815502995444,725.0967222365422,93.13886936005996,-29.18719384459383,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.1224773834377175,61,False,phase65b_exact_doge_guardrail,-18.99005613337019,1.4210854715202004e-14,-15.384576027082367,-32.53965989524443,-43.36868514310676,20.0,20.0,150.0,0.12,0.06,200.0,0.0,20.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s150_m12_e03_rm150_rb-03_v20_060_cd0,2874,11136.371836244534,82.22557084973792,-33.458155029954405,1.5715096367201622,1.5750003089214377,41.8580375782881,8.38552540013918,47.56437021572721,2.1920668058455117,820,794.9207370920344,52.36029753590763,-33.45815502995444,711.8434610792294,92.16581717204453,-29.187193844593818,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.1920668058455117,63,False,phase65b_exact_doge_guardrail,-19.365451721750034,1.4210854715202004e-14,-15.859348061756599,-33.512712083259856,-43.36868514310676,20.0,20.0,150.0,0.12,0.03,150.0,-0.03,20.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s150_m12_e03_rm150_rb+00_v20_060_cd0,2874,11136.371836244534,82.22557084973792,-33.458155029954405,1.5715096367201622,1.5750003089214377,41.8580375782881,8.38552540013918,47.56437021572721,2.1920668058455117,820,794.9207370920344,52.36029753590763,-33.45815502995444,711.8434610792294,92.16581717204453,-29.187193844593818,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.1920668058455117,63,False,phase65b_exact_doge_guardrail,-19.365451721750034,1.4210854715202004e-14,-15.859348061756599,-33.512712083259856,-43.36868514310676,20.0,20.0,150.0,0.12,0.03,150.0,0.0,20.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s150_m12_e03_rm200_rb-03_v20_060_cd0,2874,11136.371836244534,82.22557084973792,-33.458155029954405,1.5715096367201622,1.5750003089214377,41.8580375782881,8.38552540013918,47.56437021572721,2.1920668058455117,820,794.9207370920344,52.36029753590763,-33.45815502995444,711.8434610792294,92.16581717204453,-29.187193844593818,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.1920668058455117,63,False,phase65b_exact_doge_guardrail,-19.365451721750034,1.4210854715202004e-14,-15.859348061756599,-33.512712083259856,-43.36868514310676,20.0,20.0,150.0,0.12,0.03,200.0,-0.03,20.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb20_f20_s150_m12_e03_rm200_rb+00_v20_060_cd0,2874,11136.371836244534,82.22557084973792,-33.458155029954405,1.5715096367201622,1.5750003089214377,41.8580375782881,8.38552540013918,47.56437021572721,2.1920668058455117,820,794.9207370920344,52.36029753590763,-33.45815502995444,711.8434610792294,92.16581717204453,-29.187193844593818,90.21056400807828,70.52830560905892,-29.187193844593796,DOGE,2.1920668058455117,63,False,phase65b_exact_doge_guardrail,-19.365451721750034,1.4210854715202004e-14,-15.859348061756599,-33.512712083259856,-43.36868514310676,20.0,20.0,150.0,0.12,0.03,200.0,0.0,20.0,0.06,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
phase65b_doge_guard_lb30_f30_s150_m12_e03_rm150_rb-03_v20_045_cd0,2874,16830.723058641182,91.97169764909916,-35.218111920184484,1.4224932151937835,1.8417345990134173,41.8580375782881,8.38552540013918,48.12108559498956,1.6353514265831592,823,934.2205705116671,56.654700366152255,-35.21811192018458,838.2118132738937,101.03570050390611,-25.866176348777415,90.03738631886122,70.39941391565195,-20.80923724935961,DOGE,1.6353514265831592,47,False,phase65b_exact_doge_guardrail,-9.619324922388799,-1.7599568902300646,-11.56494523151197,-24.64282875139827,-43.49757683651373,30.0,30.0,150.0,0.12,0.03,150.0,-0.03,20.0,0.045,0.0,2019-07-05,2026-03-17,2448.0,100.0,1.0
