main_selected,diff_days,diff_sum,diff_mean
DOGEUSDT,4,-0.171693546594608,-0.042923386648652
TRXUSDT,11,-0.1094431583934036,-0.009949378035763963
SOLUSDT,4,-0.049967781003357,-0.01249194525083925
BTCUSDT,7,0.005071156547480599,0.0007244509353543713
ETHUSDT,8,0.0236046394009142,0.002950579925114275
