month,diff_days,diff_sum,diff_mean
2025-10,9,-0.2325451199976054,-0.0258383466664006
2025-09,10,-0.0705330453915865,-0.00705330453915865
2025-01,12,-0.011339904243953102,-0.0009449920203294252
2025-08,3,0.0119893795901712,0.0039964598633904
