ts,phase47_main_current,phase47_bnb_full_back,phase47_bnb_gap_filter,phase47_bnb_trend_filter
2022-05-03,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-05-04,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-05-05,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-05-06,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-05-07,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-05-08,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-05-09,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-05-10,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-05-11,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-05-12,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-05-13,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-05-14,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-05-15,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-05-16,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-05-17,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-05-18,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-05-19,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-05-20,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-05-21,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-05-22,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-05-23,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-05-24,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-05-25,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-05-26,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-05-27,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-05-28,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-05-29,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-05-30,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-05-31,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-06-01,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-06-02,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-06-03,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-06-04,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-06-05,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-06-06,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-06-07,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-06-08,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-06-09,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-06-10,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-06-11,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-06-12,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-06-13,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-06-14,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-06-15,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-06-16,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-06-17,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-06-18,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-06-19,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-06-20,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-06-21,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-06-22,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-06-23,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-06-24,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-06-25,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-06-26,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-06-27,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-06-28,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-06-29,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-06-30,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-07-01,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-07-02,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-07-03,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-07-04,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-07-05,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-07-06,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-07-07,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-07-08,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-07-09,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-07-10,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-07-11,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-07-12,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-07-13,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-07-14,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-07-15,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-07-16,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-07-17,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-07-18,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-07-19,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-07-20,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-07-21,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-07-22,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-07-23,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-07-24,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-07-25,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-07-26,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-07-27,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-07-28,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-07-29,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-07-30,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-07-31,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-08-01,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-08-02,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-08-03,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-08-04,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-08-05,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-08-06,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-08-07,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-08-08,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-08-09,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-08-10,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-08-11,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-08-12,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-08-13,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-08-14,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-08-15,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-08-16,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-08-17,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-08-18,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-08-19,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-08-20,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-08-21,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-08-22,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-08-23,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-08-24,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-08-25,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-08-26,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-08-27,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-08-28,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-08-29,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-08-30,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-08-31,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-09-01,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-09-02,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-09-03,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-09-04,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-09-05,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-09-06,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-09-07,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-09-08,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-09-09,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-09-10,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-09-11,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-09-12,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-09-13,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-09-14,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-09-15,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-09-16,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-09-17,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-09-18,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-09-19,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-09-20,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-09-21,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-09-22,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-09-23,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-09-24,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-09-25,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-09-26,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-09-27,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-09-28,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-09-29,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-09-30,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-10-01,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-10-02,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-10-03,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-10-04,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-10-05,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-10-06,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-10-07,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-10-08,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-10-09,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-10-10,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-10-11,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-10-12,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-10-13,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-10-14,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-10-15,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-10-16,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-10-17,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-10-18,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-10-19,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-10-20,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-10-21,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-10-22,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-10-23,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-10-24,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-10-25,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-10-26,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-10-27,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-10-28,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-10-29,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-10-30,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-10-31,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-11-01,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-11-02,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-11-03,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-11-04,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-11-05,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-11-06,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-11-07,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-11-08,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-11-09,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-11-10,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-11-11,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-11-12,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-11-13,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-11-14,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-11-15,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-11-16,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-11-17,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-11-18,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-11-19,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-11-20,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-11-21,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-11-22,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-11-23,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-11-24,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-11-25,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-11-26,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-11-27,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-11-28,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-11-29,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-11-30,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-12-01,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-12-02,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-12-03,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-12-04,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-12-05,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-12-06,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-12-07,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-12-08,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-12-09,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-12-10,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-12-11,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-12-12,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-12-13,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-12-14,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-12-15,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-12-16,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-12-17,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-12-18,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-12-19,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-12-20,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-12-21,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-12-22,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-12-23,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-12-24,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-12-25,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-12-26,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-12-27,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-12-28,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-12-29,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-12-30,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2022-12-31,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2023-01-01,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2023-01-02,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2023-01-03,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2023-01-04,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2023-01-05,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2023-01-06,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2023-01-07,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2023-01-08,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2023-01-09,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2023-01-10,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2023-01-11,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2023-01-12,27.295936477468853,19.859621009482797,19.543453613002587,25.35742440207298
2023-01-13,27.764634898262617,20.200630485834363,19.879034180199156,25.792836639438757
2023-01-14,27.61607640097,20.092544234373275,19.772668673998183,25.654828519897134
2023-01-15,27.15459681363549,19.756786942600524,19.442256676012175,25.226122446427407
2023-01-16,27.50544773277337,20.012054472646927,19.693460318316603,25.552056515983153
2023-01-17,26.114687332587174,19.000183182372893,18.697698132605353,24.26006560963604
2023-01-18,26.617257568108997,19.365836671358277,19.05753037698737,24.72694414170238
2023-01-19,28.53587475654768,20.761759110440867,20.43122957409357,26.509304323867603
2023-01-20,27.786760631901934,20.216728438179626,19.894875851335463,25.813391040221543
2023-01-21,27.68245360188797,20.140838091409073,19.82019368740712,25.71649172224551
2023-01-22,28.41576363107706,20.67437022628084,20.345231930782145,26.39772329104672
2023-01-23,27.559181657326015,20.05114949977115,19.73193294821908,25.601974346455656
2023-01-24,28.251401038327778,20.55478543743027,20.227550945198086,26.24503345666024
2023-01-25,27.663488687339978,20.1270398465417,19.80661511214742,25.698873664431687
2023-01-26,28.0965209028525,20.44209977101339,20.116659247243877,26.101152651180676
2023-01-27,28.343064791976417,20.621476954289243,20.293180725619962,26.330187402760394
2023-01-28,29.977208262195198,21.810425720361234,21.463201293830682,27.848276717718257
2023-01-29,28.880404037502903,21.012427225531486,20.677907024644764,26.82936570748542
2023-01-30,29.74014683034528,21.63794765951907,21.293469103084448,27.628050995045456
2023-01-31,31.71249794333661,23.07296512572588,22.70564093009313,29.46032900768318
2023-02-01,31.178319516901457,22.684314561961532,22.323177726944945,28.964087045927126
2023-02-02,31.56393944604399,22.964878874264784,22.599275423892152,29.32232088814155
2023-02-03,31.137228868714136,22.65441836474889,22.29375748054893,28.925914587330507
2023-02-04,30.542994879543667,22.222073358904524,21.868295455745027,28.373882109164008
2023-02-05,30.321737543150412,22.06109383545184,21.709878744381875,28.16833810133606
2023-02-06,31.880021355177217,23.194849622054335,22.825585011553798,29.615955185038622
2023-02-07,31.361647024198724,22.81769759567947,22.454437287788696,29.134394938127425
2023-02-08,29.09533973571349,21.168807334028372,20.83179754425468,27.029037029375424
2023-02-09,29.051696726109924,21.13705412302733,20.8005498479383,26.98849347383136
2023-02-10,29.051696726109924,21.13705412302733,20.8005498479383,26.98849347383136
2023-02-11,28.462706546260314,20.708524339490662,20.37884230667455,26.441332398356703
2023-02-12,28.420012486440925,20.677461552981427,20.348274043214538,26.40167039975917
2023-02-13,28.420012486440925,20.677461552981427,20.348274043214538,26.40167039975917
2023-02-14,30.453567892519093,22.157009239496347,21.804267164423788,28.29080607823711
2023-02-15,29.188865160550055,21.236853341299017,20.89876025144879,27.115920433867608
2023-02-16,29.65387295661361,21.57517764110459,21.231698390411495,27.54790414854211
2023-02-17,29.532437799679816,21.48682543542288,21.144752761765183,27.435093114773608
2023-02-18,28.857139853804078,20.995500974558734,20.661250241488137,26.80775370747561
2023-02-19,28.403979390124306,20.66579640213674,20.33679460288117,26.38677594731511
2023-02-20,27.781994439975595,20.213260714498706,19.89146333420494,25.808963335330105
2023-02-21,28.220345738175638,20.53219062769122,20.205315847367235,26.216183652348107
2023-02-22,28.01597925455535,20.38350033032444,20.05899271623076,26.02633093698161
2023-02-23,27.115581993387696,19.72840104917224,19.414322689194695,25.189878393917603
2023-02-24,27.589475288739095,20.073190144515504,19.753622703424206,25.630116574477608
2023-02-25,28.217383905079693,20.530035695845324,20.203195222278303,26.21343216371961
2023-02-26,27.861963933566145,20.271443874337876,19.948720211606172,25.88325352829961
2023-02-27,27.7819944399756,20.213260714498702,19.891463334204943,25.80896333533011
2023-02-28,28.9608040121622,21.070923589165066,20.735472119600846,26.904055809473114
2023-03-01,28.252925902231052,20.555894877996067,20.228642723345516,26.24645002726161
2023-03-02,26.822360516889024,19.515062796428598,19.204380805390187,24.917481019696105
2023-03-03,26.78212697611369,19.485790202233957,19.175574234182104,24.880104798166563
2023-03-04,26.78212697611369,19.485790202233957,19.175574234182104,24.880104798166563
2023-03-05,26.78212697611369,19.485790202233957,19.175574234182104,24.880104798166563
2023-03-06,26.78212697611369,19.485790202233957,19.175574234182104,24.880104798166563
2023-03-07,26.78212697611369,19.485790202233957,19.175574234182104,24.880104798166563
2023-03-08,26.78212697611369,19.485790202233957,19.175574234182104,24.880104798166563
2023-03-09,26.78212697611369,19.485790202233957,19.175574234182104,24.880104798166563
2023-03-10,26.78212697611369,19.485790202233957,19.175574234182104,24.880104798166563
2023-03-11,26.78212697611369,19.485790202233957,19.175574234182104,24.880104798166563
2023-03-12,26.78212697611369,19.485790202233957,19.175574234182104,24.880104798166563
2023-03-13,26.78212697611369,19.485790202233957,19.175574234182104,24.880104798166563
2023-03-14,26.78212697611369,19.485790202233957,19.175574234182104,24.880104798166563
2023-03-15,26.78212697611369,19.485790202233957,19.175574234182104,24.880104798166563
2023-03-16,26.78212697611369,19.485790202233957,19.175574234182104,24.880104798166563
2023-03-17,26.26522538908297,19.109709695668307,18.805480971510537,24.399912703373907
2023-03-18,27.30517544852817,19.866342979396038,19.55006856840002,25.366007236751802
2023-03-19,27.055422663409576,19.68463110947678,19.37124957185405,25.133991479641598
2023-03-20,27.43461037116839,19.960515550142905,19.64274190124609,25.486249906152306
2023-03-21,26.60050674073049,19.353649323120294,19.045537052701846,24.71138293026444
2023-03-22,27.620016624609434,20.095411010834155,19.775489811055913,25.658488915397644
2023-03-23,26.799149325627056,19.49817510100105,19.18776196397014,24.895918248688293
2023-03-24,26.80742691343994,19.504197600246396,19.193688584351243,24.903607975962167
2023-03-25,27.300470498851503,19.862919813551393,19.546699899740005,25.361636424787164
2023-03-26,26.477455712464835,19.26412146287633,18.957434486045923,24.597070781662417
2023-03-27,26.610365660177447,19.360822346985632,19.052595881221798,24.720541685626014
2023-03-28,27.671937013261264,20.133186569190308,19.81266397828127,25.706722004277072
2023-03-29,27.359506879856635,19.905872732697475,19.58896900359016,25.41648014006124
2023-03-30,27.785910026590617,20.216109565875104,19.894266831547544,25.812600843486745
2023-03-31,27.77358149662873,20.207139735041522,19.885439801428042,25.801147865247465
2023-04-01,27.499425445552323,20.007672855554606,19.689148457060416,25.546461921598702
2023-04-02,27.136431745083115,19.743570639237582,19.42925077768283,25.20924743087498
2023-04-03,27.493178209467132,20.00312757310529,19.684675536018077,25.540658353844837
2023-04-04,27.49760984256507,20.006351882842775,19.687848514382488,25.544775259720236
2023-04-05,26.89244791271817,19.566056068627095,19.254562258969326,24.982590925074966
2023-04-06,26.76763797666702,19.475248485225826,19.16520034249246,24.86664478339718
2023-04-07,26.55363705064147,19.3195484860683,19.01197910480486,24.667841847724105
2023-04-08,26.69869808103463,19.425090096235483,19.11584048068706,24.80260088465686
2023-04-09,27.856815974810267,20.267698389732555,19.945034355536343,25.878471169024802
2023-04-10,28.38606778820162,20.652764512714256,20.323970182601638,26.37013639761328
2023-04-11,28.09248285548728,20.439161821243534,20.113768069964276,26.097401379232924
2023-04-12,28.54906922579189,20.77135897006932,20.4406766028788,26.52156174381953
2023-04-13,29.711799069165533,21.61732276562828,21.273172559820363,27.60171644478458
2023-04-14,29.578944249257123,21.520661990686854,21.17805063526991,27.478296753540086
2023-04-15,29.97609385467024,21.809614914287057,21.462403395880276,27.8472414535649
2023-04-16,29.3440784334446,21.349781387489017,21.009890470462928,27.260110717900194
2023-04-17,29.761460455521078,21.65345474859361,21.308729317559674,27.64785096195904
2023-04-18,27.359462289828752,19.905840290467278,19.588937077843912,25.416438716743073
2023-04-19,27.49033631370019,20.00105990369499,19.68264078413696,25.538018284795424
2023-04-20,26.157543551679705,19.03136395060846,18.728382499509376,24.29987825122445
2023-04-21,26.118307236352187,19.002816904682547,18.700289925760114,24.263428433847615
2023-04-22,25.90966792805985,18.851017841338937,18.55090752055024,24.069606342720945
2023-04-23,25.629142200116945,18.646916595537974,18.350055589500673,23.80900308607795
2023-04-24,26.288087195691507,19.126343190372268,18.82184965911106,24.421150902446097
