ts,phase47_main_current,phase47_bnb_full_back,phase47_bnb_gap_filter,phase47_bnb_trend_filter
2020-09-21,5.120904651289077,4.0596876524863665,4.215992829283582,4.35919577625372
2020-09-22,4.980767583034037,3.9485915153014233,4.1006192937245185,4.239903393826687
2020-09-23,5.221434699454961,4.139384624610259,4.298758276222377,4.444772484119388
2020-09-24,5.1972882290788975,4.120242083533624,4.278878713354053,4.424217680067671
2020-09-25,5.217680202953386,4.136408181163902,4.295667234422911,4.441576450135919
2020-09-26,5.2398813383545395,4.154008523563668,4.313945221229336,4.460475278030398
2020-09-27,5.201884082957121,4.123885527907727,4.2826624368002895,4.428129923739147
2020-09-28,5.2720912222016025,4.179543478155925,4.3404633168742315,4.487894103253867
2020-09-29,5.241019359314861,4.154910709789637,4.314882143225547,4.4614440240823825
2020-09-30,5.16444124802755,4.094202058874693,4.251836101548885,4.396256522652708
2020-10-01,5.140742204695715,4.075414223493738,4.232324901174798,4.376082593117156
2020-10-02,5.126959506398482,4.064487745868122,4.220977734776242,4.364350002043124
2020-10-03,5.187542100854599,4.112515668162511,4.270854817283937,4.415921239519908
2020-10-04,5.24861589239188,4.16093299562281,4.321136297747262,4.467910610976395
2020-10-05,5.240742968553293,4.154691596129376,4.314654593300641,4.46120874505993
2020-10-06,5.240742968553293,4.154691596129376,4.314654593300641,4.46120874505993
2020-10-07,5.240742968553293,4.154691596129376,4.314654593300641,4.46120874505993
2020-10-08,5.240742968553293,4.154691596129376,4.314654593300641,4.46120874505993
2020-10-09,5.240742968553293,4.154691596129376,4.314654593300641,4.46120874505993
2020-10-10,5.240742968553293,4.154691596129376,4.314654593300641,4.46120874505993
2020-10-11,5.240742968553293,4.457682760424168,4.629311454948796,4.786553430833263
2020-10-12,5.158713361595776,4.468634154435318,4.640684497057932,4.798312776527815
2020-10-13,5.126897866110394,4.484981255190341,4.657660990192951,4.815865903434425
2020-10-14,5.11268243195735,4.555896258109818,4.731306346533119,4.892012742221461
2020-10-15,4.948324936130738,4.370609724640964,4.538885952814141,4.6930564817319524
2020-10-16,4.986503530713196,4.398213636769997,4.5675526645314575,4.715186393760037
2020-10-17,5.119045531054428,4.458991691979286,4.630670782690924,4.840516744528149
2020-10-18,5.135156356427877,4.350117673961401,4.51760492182905,4.855750975111811
2020-10-19,4.989211232456634,4.191882392631643,4.3756582735351754,4.717746768648048
2020-10-20,5.285163033014275,4.427962311238312,4.635215122171556,4.99759574390759
2020-10-21,5.604671838739816,4.549708422306804,4.915432031037914,5.299719980692823
2020-10-22,5.53873930128713,4.482537194482672,4.857607609589644,5.2373748521697685
2020-10-23,5.579760982700197,4.515736304011362,4.893584611024604,5.2761645317231265
2020-10-24,5.494739147956282,4.446927588552559,4.819018416631353,5.1957687602395985
2020-10-25,5.314135441669047,4.300763852211724,4.660624621534861,5.024991755209301
2020-10-26,5.462111341947868,4.348244885233196,4.712078567661659,5.164916242839072
2020-10-27,5.297609744551734,4.217289438756459,4.570165596118313,5.009365226176479
2020-10-28,5.3732020321839205,4.277466494382446,4.635377887873815,5.080844515005039
2020-10-29,5.414891598104683,4.3106544743473325,4.671342828493332,5.1202657392718205
2020-10-30,5.507095820050123,4.3840558591547305,4.750885977813699,5.207453102137718
2020-10-31,5.4953157224000995,4.374678029566951,4.740723470646307,5.196313963096817
2020-11-01,5.410606837162827,4.307243487517608,4.667646431818548,5.116214113444402
2020-11-02,5.599950942306395,4.457975408783419,4.8309906487165355,5.295255949635368
2020-11-03,5.64806165975978,4.496275100604966,4.872495016971701,5.340748948674273
2020-11-04,6.225490100536423,4.9559508755956365,5.37063355897579,5.886759336624542
2020-11-05,6.22145691456133,4.952740161058803,5.367154192115089,5.882945597495284
2020-11-06,5.9173227460117985,4.7106268535793285,5.104782371476812,5.595359459314577
2020-11-07,6.179599631996059,4.919418666231988,5.33104456495285,5.843365782096395
2020-11-08,6.121022597274635,4.872787011241095,5.280511067448282,5.787975941218099
2020-11-09,6.108563646539695,4.862868764355037,5.269762924274634,5.776194885690096
2020-11-10,6.263114534454568,4.985902709621418,5.403091573393135,5.922336613927379
2020-11-11,6.505752600017534,5.179060567727401,5.612411661699941,6.151772670335248
2020-11-12,6.517269142940472,5.188228588246436,5.622346804300197,6.162662594739979
2020-11-13,6.417337975587303,5.108675983014511,5.536137739261558,6.068168711859117
2020-11-14,6.37203451530272,5.072611075667611,5.497055148138147,6.025330226293348
2020-11-15,6.674152090864704,5.3131190258786685,5.757687285346073,6.311009494909426
2020-11-16,7.05183799453823,5.613784958164009,6.083511044803398,6.668145396478049
2020-11-17,7.098455235204798,5.650895731929342,6.123727013844799,6.712226179245327
2020-11-18,7.10911722189143,5.659383462437604,6.13292494406071,6.722308044072176
2020-11-19,7.449681841580339,5.930498105282945,6.426724748728856,7.044342441734285
2020-11-20,10.428792922704863,8.30209101324108,8.996757579850922,9.861359204822595
2020-11-21,10.54251085215866,8.392618901478974,9.094860270292784,9.968889707986687
2020-11-22,11.456459929658623,9.120190009574621,9.883309935708414,10.833110544946768
2020-11-23,11.388502027088595,9.066090489487593,9.82468370929955,10.768850252023475
2020-11-24,10.720782690756492,8.5345364791034,9.248652614916596,10.13746172294059
2020-11-25,9.785749721046441,7.790181032365796,8.442014203357497,9.253304174602647
2020-11-26,9.771071096464873,7.778495760817248,8.42935118205246,9.239424218340744
2020-11-27,10.08725489196746,8.030201463157885,8.702118028599083,9.538404359696019
2020-11-28,10.352041881724697,8.240991504189457,8.930545649590378,9.788784210759601
2020-11-29,11.212129956464366,8.925685267774135,9.672530264982143,10.602074638103934
2020-11-30,10.68219734126269,8.503819685160947,9.215365633565783,10.100975813763737
2020-12-01,10.932177800505272,8.70282263205477,9.431019890791363,10.33735476203211
2020-12-02,11.056168973569346,8.801528782540831,9.537985148838647,10.454599538572847
2020-12-03,10.617050884050197,8.45195828365677,9.159164797374004,10.039373994621723
2020-12-04,10.90005428966552,8.677249939928934,9.403307437223535,10.306979100950459
2020-12-05,11.020590036346514,8.773205315274044,9.507291752631147,10.420956461883087
2020-12-06,10.911006909700196,8.685969036092342,9.412756092312051,10.317335785678633
2020-12-07,10.431237749667732,8.304037276447941,8.998866694076568,9.863671008024859
2020-12-08,10.554864594414642,8.40245339462919,9.105517651746686,9.980571279460293
2020-12-09,10.391685356735856,8.2725506443568,8.964745459380616,9.82627067253039
2020-12-10,10.267529097403067,8.17371307298262,8.857637783974928,9.70886979211381
2020-12-11,10.707091212058755,8.52363704873817,9.23684118902424,10.124515201662021
2020-12-12,10.91561224733432,8.689635225695355,9.41672904551715,10.321690545525355
2020-12-13,10.97148541034905,8.734114398691116,9.464929954921404,10.37452363315895
2020-12-14,10.955028182233526,8.72101322709308,9.450732559989023,10.358961847709212
2020-12-15,12.015177119543415,9.564970244014528,10.3653065723609,11.361427766719158
2020-12-16,12.838305099785257,10.220241036920507,11.075406288628681,12.139769109275955
2020-12-17,13.013012273446641,10.359320877430633,11.226123452210516,12.30497041377049
2020-12-18,13.415227912077446,10.679514294215416,11.573108632797238,12.685301380137666
2020-12-19,13.209062972498113,10.51539174380974,11.395253343445228,12.490353936104512
2020-12-20,12.794688845393114,10.185519270336005,11.0377792238077,12.098526028229305
2020-12-21,13.409134588997743,10.674663558070232,11.56785201767312,12.679539596575047
2020-12-22,13.083614853345193,10.415525756406728,11.287031200649594,12.371731486344
2020-12-23,13.363186878270113,10.638085779688963,11.528213641704832,12.636091914424032
2020-12-24,13.91691902102236,11.078897547662377,12.005909755669023,13.159695326957776
2020-12-25,14.919850715948815,11.877305404933741,12.871123342253695,14.108057210722759
2020-12-26,14.800614182153486,11.782384299201837,12.76825983761139,13.995308372117117
2020-12-27,15.249870049698114,12.140025219702606,13.15582589262673,14.42012009458276
2020-12-28,15.4219641901719,12.277024892401862,13.304288833086947,14.582850541800907
2020-12-29,16.261367312465815,12.945251902922974,14.028428861469981,15.37658149110074
2020-12-30,16.288449374101944,12.966811228359367,14.051792135159342,15.40219000972609
2020-12-31,16.518249874647555,13.149749434588816,14.25003745563513,15.619486996839008
2021-01-01,18.121345735239522,14.425932386559126,15.6330033407481,17.135357935904636
2021-01-02,18.5841003970744,14.794319346375978,16.032214595811975,17.572933979257154
2021-01-03,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-01-04,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-01-05,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-01-06,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-01-07,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-01-08,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-01-09,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-01-10,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-01-11,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-01-12,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-01-13,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-01-14,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-01-15,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-01-16,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-01-17,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-01-18,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-01-19,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-01-20,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-01-21,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-01-22,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-01-23,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-01-24,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-01-25,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-01-26,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-01-27,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-01-28,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-01-29,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-01-30,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-01-31,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-02-01,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-02-02,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-02-03,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-02-04,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-02-05,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-02-06,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-02-07,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-02-08,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-02-09,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-02-10,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-02-11,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-02-12,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-02-13,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-02-14,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-02-15,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-02-16,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-02-17,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-02-18,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-02-19,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-02-20,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-02-21,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-02-22,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-02-23,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-02-24,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-02-25,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-02-26,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-02-27,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-02-28,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-03-01,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-03-02,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-03-03,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-03-04,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-03-05,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-03-06,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-03-07,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-03-08,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-03-09,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-03-10,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-03-11,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-03-12,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-03-13,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-03-14,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-03-15,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-03-16,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-03-17,18.55622424647879,14.772127867356415,16.00816627391826,17.54657457828827
2021-03-18,20.384360546883926,16.227459664915667,17.58527104908956,19.27524144005147
2021-03-19,20.353784006063602,16.203118475418293,17.558893142515927,19.246328577891394
2021-03-20,20.353784006063602,16.203118475418293,17.558893142515927,19.246328577891394
2021-03-21,20.353784006063602,16.203118475418293,17.558893142515927,19.246328577891394
2021-03-22,20.353784006063602,16.203118475418293,17.558893142515927,19.246328577891394
2021-03-23,19.560189954969687,15.571358875953589,16.8742718879353,18.495914214632787
2021-03-24,19.530849670037234,15.54800183763966,16.848960480103397,18.468170343310838
2021-03-25,20.92249410427194,16.655853804470194,18.049510505878683,19.784094990879844
2021-03-26,21.22346680094337,16.89545034635059,18.309154973860366,20.06869167380557
2021-03-27,21.208443831774666,16.883490951025347,18.29619489183149,20.05448610884771
2021-03-28,21.914854184606515,17.44584587410926,18.905604124849106,20.722460464740234
2021-03-29,22.33733003991777,17.782167922853247,19.27006747950067,21.12194928338564
2021-03-30,22.335041042843724,17.78034571177104,19.268092797298348,21.1197848313217
2021-03-31,22.327394575873775,17.774258558139287,19.26149630907763,21.11255441088883
2021-04-01,22.414684452665966,17.84374776048845,19.336799929208453,21.1950948195797
2021-04-02,21.6929773635735,17.269215503212322,18.714194439546404,20.512656027386118
2021-04-03,22.130270862734527,17.617333493131323,19.091440745265178,20.926156257481992
2021-04-04,22.483118621002674,17.898226423374727,19.395837022692557,21.25980546450797
2021-04-05,22.467199346539058,17.885553502698166,19.3821037120153,21.24475236249229
2021-04-06,20.885078614791638,16.626068305681144,18.017232744580646,19.74871528928598
2021-04-07,22.129480284867817,17.616704134637857,19.09075872602599,20.925408695191628
2021-04-08,21.984925889651684,17.501628137411412,18.96605389580253,20.78871954751868
2021-04-09,22.693550894015093,18.065746087023314,19.577373674278373,21.45878805509569
2021-04-10,22.883630882426598,18.217063825833954,19.741352726235196,21.638525734927594
2021-04-11,22.73822554154326,18.101310412876963,19.615913798409245,21.501031941793734
2021-04-12,24.456072107209582,19.46884341891602,21.097873333441495,23.125409966015997
2021-04-13,25.875130375479205,20.59851882656723,22.322072847798477,24.46725685277446
2021-04-14,26.74139306469199,21.288128040262713,23.069384207136103,25.286385931985986
2021-04-15,25.769506744537615,20.51443459901325,22.230952982889065,24.367380234938384
2021-04-16,24.651895978874702,19.624733713907837,21.26680754421514,23.310579002709076
2021-04-17,23.780102142825093,18.930721297963807,20.51472455046131,22.486219728001604
2021-04-18,23.489862117686645,18.699668756960836,20.264338991413965,22.21177174876561
2021-04-19,23.82420747760182,18.96583240873183,20.55277353732924,22.527925278423965
2021-04-20,22.710636364173325,18.079347385784253,19.592113043857445,21.47494389975215
2021-04-21,21.825363859218722,17.374604951820306,18.82840221191217,20.63783933451488
2021-04-22,21.58645888668923,17.184418912059407,18.62230260494909,20.411933252440658
2021-04-23,21.554079198359197,17.158642283691318,18.59436915104167,20.381315352561998
2021-04-24,21.554079198359197,17.158642283691318,18.59436915104167,20.381315352561998
2021-04-25,21.554079198359197,17.158642283691318,18.59436915104167,20.381315352561998
2021-04-26,21.554079198359197,17.158642283691318,18.59436915104167,20.381315352561998
2021-04-27,21.554079198359197,17.158642283691318,18.59436915104167,20.381315352561998
2021-04-28,21.554079198359197,17.158642283691318,18.59436915104167,20.381315352561998
2021-04-29,21.554079198359197,17.158642283691318,18.59436915104167,20.381315352561998
2021-04-30,21.554079198359197,17.158642283691318,18.59436915104167,20.381315352561998
2021-05-01,21.554079198359197,17.158642283691318,18.59436915104167,20.381315352561998
2021-05-02,21.554079198359197,17.158642283691318,18.59436915104167,20.381315352561998
2021-05-03,21.554079198359197,17.158642283691318,18.59436915104167,20.381315352561998
2021-05-04,21.554079198359197,17.158642283691318,18.59436915104167,20.381315352561998
2021-05-05,21.554079198359197,17.158642283691318,18.59436915104167,20.381315352561998
2021-05-06,21.554079198359197,17.158642283691318,18.59436915104167,20.381315352561998
2021-05-07,21.554079198359197,17.158642283691318,18.59436915104167,20.381315352561998
2021-05-08,21.554079198359197,17.158642283691318,18.59436915104167,20.381315352561998
2021-05-09,21.554079198359197,17.158642283691318,18.59436915104167,20.381315352561998
2021-05-10,21.554079198359197,17.158642283691318,18.59436915104167,20.381315352561998
2021-05-11,18.844623609630453,15.001715105188426,16.256963922475446,17.819282046502426
2021-05-12,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-05-13,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-05-14,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-05-15,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-05-16,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-05-17,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-05-18,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-05-19,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-05-20,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-05-21,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-05-22,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-05-23,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-05-24,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-05-25,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-05-26,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-05-27,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-05-28,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-05-29,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-05-30,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-05-31,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-06-01,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-06-02,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-06-03,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-06-04,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-06-05,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-06-06,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-06-07,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-06-08,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-06-09,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-06-10,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-06-11,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-06-12,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-06-13,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-06-14,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-06-15,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-06-16,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-06-17,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-06-18,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-06-19,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-06-20,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-06-21,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-06-22,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-06-23,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-06-24,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-06-25,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-06-26,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-06-27,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-06-28,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-06-29,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-06-30,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-07-01,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-07-02,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-07-03,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-07-04,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-07-05,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-07-06,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-07-07,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-07-08,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-07-09,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-07-10,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-07-11,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-07-12,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-07-13,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-07-14,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-07-15,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-07-16,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-07-17,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-07-18,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-07-19,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-07-20,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-07-21,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-07-22,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-07-23,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-07-24,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-07-25,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-07-26,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-07-27,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-07-28,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-07-29,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-07-30,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-07-31,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-08-01,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-08-02,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-08-03,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-08-04,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-08-05,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-08-06,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-08-07,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-08-08,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-08-09,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-08-10,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-08-11,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-08-12,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-08-13,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-08-14,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-08-15,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-08-16,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-08-17,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-08-18,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-08-19,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-08-20,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-08-21,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-08-22,18.81635667421601,14.979212532530644,16.232578476591733,17.792553123432672
2021-08-23,18.81635667421601,14.13313614772247,15.315707761007497,17.792553123432672
2021-08-24,18.81635667421601,14.111936443500886,15.292734199365986,17.792553123432672
2021-08-25,18.00868258076494,13.506195083938856,14.63630822675534,17.028824817100105
2021-08-26,19.058102286953638,14.293241399689526,15.489209609747919,18.021145285638283
2021-08-27,18.88943827092986,14.166746355210764,15.352130258484147,17.86165832878086
2021-08-28,18.7671175606551,14.075007974661961,15.252715789376385,17.745993124653328
2021-08-29,18.80303944463393,14.101948755622747,15.281910804816409,17.779960488264315
2021-08-30,19.964882421427365,14.973310546309037,16.22618264942112,18.878587243889715
2021-08-31,22.279835340011278,16.709484505081754,18.10762868495793,21.067582887163784
2021-09-01,22.04113238326378,16.53046148735206,17.913626151239786,20.84186782913291
2021-09-02,22.927768316997355,17.195422837841214,18.634227269774822,21.680261638584664
2021-09-03,22.621588109793674,16.96579306948988,18.385383532012938,21.390740787320183
2021-09-04,22.998680561221367,17.248605773352132,18.691860217596457,21.747315526555788
2021-09-05,22.861746572374997,17.145907690986217,18.58056900800985,21.617832156680514
2021-09-06,19.996146686737955,14.996758195216561,16.251592249569082,18.908150411246442
2021-09-07,19.96615246670785,14.974263057923737,16.227214861194728,18.879788185629575
2021-09-08,19.96615246670785,14.974263057923737,16.227214861194728,18.879788185629575
2021-09-09,19.96615246670785,14.974263057923737,16.227214861194728,18.879788185629575
2021-09-10,19.96615246670785,14.974263057923737,16.227214861194728,18.879788185629575
2021-09-11,19.96615246670785,14.974263057923737,16.227214861194728,18.879788185629575
2021-09-12,19.96615246670785,14.974263057923737,16.227214861194728,18.879788185629575
