profile,decision_date,period_start,period_end,incumbent_asset_before,incumbent_hold_periods_before,core_asset_today,core_is_bnb,approved_shortlist_size,approved_shortlist,selected_asset,selected,keep_reason,best_passed_asset,best_passed_score,required_recent_delta_pct
phase68b_dynamic_repair_base,2019-08-31,2019-09-01,2019-09-06,,0,0.0,False,1,BNB,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2019-09-07,2019-09-08,2019-09-13,,0,0.0,False,1,BNB,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2019-09-14,2019-09-15,2019-09-20,,0,0.0,False,1,BNB,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2019-09-21,2019-09-22,2019-09-27,,0,0.0,False,1,BNB,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2019-09-28,2019-09-29,2019-10-04,,0,CASH,False,1,BNB,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2019-10-05,2019-10-06,2019-10-11,,0,CASH,False,1,BNB,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2019-10-12,2019-10-13,2019-10-18,,0,CASH,False,1,BNB,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2019-10-19,2019-10-20,2019-10-25,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2019-10-26,2019-10-27,2019-11-01,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2019-11-02,2019-11-03,2019-11-08,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2019-11-09,2019-11-10,2019-11-15,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2019-11-16,2019-11-17,2019-11-22,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2019-11-23,2019-11-24,2019-11-29,,0,CASH,False,1,LINK,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2019-11-30,2019-12-01,2019-12-06,,0,CASH,False,1,LINK,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2019-12-07,2019-12-08,2019-12-13,,0,CASH,False,1,LINK,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2019-12-14,2019-12-15,2019-12-20,,0,CASH,False,1,LINK,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2019-12-21,2019-12-22,2019-12-27,,0,CASH,False,1,LINK,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2019-12-28,2019-12-29,2020-01-03,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-01-04,2020-01-05,2020-01-10,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-01-11,2020-01-12,2020-01-17,,0,CASH,False,1,LINK,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-01-18,2020-01-19,2020-01-24,,0,0.0,False,1,LINK,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-01-25,2020-01-26,2020-01-31,,0,BTC,False,2,"ETC,LINK",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-02-01,2020-02-02,2020-02-07,,0,BTC,False,2,"ETC,LINK",ETC,True,best_passed,ETC,524.4502996696048,2.0
phase68b_dynamic_repair_base,2020-02-08,2020-02-09,2020-02-14,ETC,1,BTC,False,2,"ETC,LINK",ETC,True,min_hold,ETC,553.1134867189027,2.0
phase68b_dynamic_repair_base,2020-02-15,2020-02-16,2020-02-21,ETC,2,0.0480623480130599,False,6,"ADA,ETC,ETH,LINK,TRX,XTZ",ETC,True,incumbent_best,ETC,556.8730583275263,2.0
phase68b_dynamic_repair_base,2020-02-22,2020-02-23,2020-02-28,ETC,3,0.0,False,6,"ALGO,ETC,ETH,IOTA,LINK,XTZ",XTZ,True,best_passed,XTZ,502.48755647245525,2.0
phase68b_dynamic_repair_base,2020-02-29,2020-03-01,2020-03-06,XTZ,1,0.0,False,6,"ALGO,ETC,ETH,IOTA,LINK,XTZ",XTZ,True,min_hold,XTZ,502.48755647245525,2.0
phase68b_dynamic_repair_base,2020-03-07,2020-03-08,2020-03-13,XTZ,2,0.0,False,6,"ADA,ALGO,ETC,ETH,LINK,XTZ",XTZ,True,incumbent_best,XTZ,505.27262890011116,2.0
phase68b_dynamic_repair_base,2020-03-14,2020-03-15,2020-03-20,XTZ,3,CASH,False,6,"ALGO,ETC,ETH,LINK,THETA,XTZ",XTZ,True,incumbent_best,XTZ,364.616572913444,2.0
phase68b_dynamic_repair_base,2020-03-21,2020-03-22,2020-03-27,XTZ,4,CASH,False,6,"ALGO,ETC,ETH,LINK,THETA,XTZ",ALGO,True,best_passed,ALGO,277.9104278079167,2.0
phase68b_dynamic_repair_base,2020-03-28,2020-03-29,2020-04-03,ALGO,1,CASH,False,6,"ALGO,ETC,IOTA,LINK,THETA,XTZ",ALGO,True,min_hold,ALGO,264.2452224474196,2.0
phase68b_dynamic_repair_base,2020-04-04,2020-04-05,2020-04-10,ALGO,2,CASH,False,6,"ADA,ALGO,ETC,IOTA,LINK,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-04-11,2020-04-12,2020-04-17,,0,CASH,False,6,"ADA,ALGO,ETC,IOTA,LINK,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-04-18,2020-04-19,2020-04-24,,0,CASH,False,6,"ADA,ALGO,ETC,ETH,LINK,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-04-25,2020-04-26,2020-05-01,,0,CASH,False,6,"ADA,ALGO,ETC,ETH,LINK,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-05-02,2020-05-03,2020-05-08,,0,0.0,False,6,"ADA,ALGO,ETC,ETH,LINK,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-05-09,2020-05-10,2020-05-15,,0,BTC,False,6,"ALGO,DOGE,ETC,LINK,THETA,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-05-16,2020-05-17,2020-05-22,,0,BTC,False,6,"ALGO,DOGE,ETC,LINK,THETA,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-05-23,2020-05-24,2020-05-29,,0,BTC,False,6,"ALGO,DOGE,ETC,ETH,THETA,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-05-30,2020-05-31,2020-06-05,,0,BTC,False,6,"ADA,ALGO,ETC,ETH,THETA,XTZ",XTZ,True,best_passed,XTZ,169.4112795607943,2.0
phase68b_dynamic_repair_base,2020-06-06,2020-06-07,2020-06-12,XTZ,1,0.0034316480664173,False,6,"ADA,ETC,ETH,LINK,THETA,XTZ",XTZ,True,min_hold,ADA,306.8021749998814,2.0
phase68b_dynamic_repair_base,2020-06-13,2020-06-14,2020-06-19,XTZ,2,BTC,False,6,"ADA,ALGO,ETH,LINK,THETA,XTZ",ADA,True,best_passed,ADA,262.7314249970819,2.0
phase68b_dynamic_repair_base,2020-06-20,2020-06-21,2020-06-26,ADA,1,0.0,False,6,"ADA,ETH,IOTA,THETA,TRX,XTZ",ADA,True,min_hold,ADA,273.96970500112064,2.0
phase68b_dynamic_repair_base,2020-06-27,2020-06-28,2020-07-03,ADA,2,0.0214908696510601,False,6,"ADA,ETH,IOTA,LINK,TRX,XTZ",ADA,True,incumbent_best,ADA,260.1030035645006,2.0
phase68b_dynamic_repair_base,2020-07-04,2020-07-05,2020-07-10,ADA,3,0.0174170215958133,False,6,"ADA,ETH,IOTA,THETA,TRX,XTZ",ADA,True,incumbent_best,ADA,341.48810871788197,2.0
phase68b_dynamic_repair_base,2020-07-11,2020-07-12,2020-07-17,ADA,4,0.0858319587464708,False,6,"ADA,ETH,IOTA,THETA,TRX,XTZ",TRX,True,best_passed,TRX,88.49379659965174,2.0
phase68b_dynamic_repair_base,2020-07-18,2020-07-19,2020-07-24,TRX,1,0.1168886966757876,False,6,"ADA,ETH,IOTA,NEO,THETA,TRX",TRX,True,min_hold,TRX,85.49241705572094,2.0
phase68b_dynamic_repair_base,2020-07-25,2020-07-26,2020-07-31,TRX,2,0.083968722264738,False,6,"ADA,BNB,ETH,NEO,THETA,TRX",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-08-01,2020-08-02,2020-08-07,,0,0.0346778295403651,False,6,"ADA,BNB,ETH,NEO,THETA,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-08-08,2020-08-09,2020-08-14,,0,0.2403741161285097,False,6,"ADA,ETH,NEO,THETA,TRX,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-08-15,2020-08-16,2020-08-21,,0,0.126118863965893,False,6,"ADA,DOGE,IOTA,THETA,TRX,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-08-22,2020-08-23,2020-08-28,,0,0.1313872621204641,False,6,"ADA,DOGE,IOTA,NEO,THETA,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-08-29,2020-08-30,2020-09-04,,0,0.0730803223949276,False,6,"ADA,DOGE,LINK,NEO,THETA,XTZ",NEO,True,best_passed,NEO,82.17413441456378,2.0
phase68b_dynamic_repair_base,2020-09-05,2020-09-06,2020-09-11,NEO,1,0.0,False,6,"ADA,DOGE,LINK,NEO,THETA,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-09-12,2020-09-13,2020-09-18,,0,0.1171832962447618,False,6,"ADA,DOGE,LINK,NEO,THETA,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-09-19,2020-09-20,2020-09-25,,0,0.0,False,6,"ADA,DOGE,LINK,NEO,THETA,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-09-26,2020-09-27,2020-10-02,,0,0.0571235442491728,False,6,"ADA,DOGE,LINK,NEO,THETA,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-10-03,2020-10-04,2020-10-09,,0,0.0524880214787881,False,6,"ADA,DOGE,LINK,NEO,THETA,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-10-10,2020-10-11,2020-10-16,,0,0.0,False,6,"ADA,DOGE,LINK,NEO,THETA,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-10-17,2020-10-18,2020-10-23,,0,0.0099530648655907,False,6,"ADA,DOGE,LINK,NEO,THETA,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-10-24,2020-10-25,2020-10-30,,0,0.0613414234582201,False,6,"ADA,DOGE,IOTA,NEO,THETA,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-10-31,2020-11-01,2020-11-06,,0,0.0146329055305465,False,6,"ADA,DOGE,IOTA,NEO,THETA,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-11-07,2020-11-08,2020-11-13,,0,0.0173286791053853,False,6,"ADA,IOTA,NEO,TRX,XTZ,ZEC",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-11-14,2020-11-15,2020-11-20,,0,0.0241335892656067,False,6,"ADA,DOGE,IOTA,NEO,TRX,ZEC",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-11-21,2020-11-22,2020-11-27,,0,0.0,False,6,"ADA,DOGE,IOTA,NEO,TRX,ZEC",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-11-28,2020-11-29,2020-12-04,,0,0.1291398379686763,False,4,"ADA,DOGE,NEO,TRX",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-12-05,2020-12-06,2020-12-11,,0,0.0553416014574548,False,3,"ADA,NEO,TRX",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-12-12,2020-12-13,2020-12-18,,0,0.0191004618968626,False,3,"ADA,NEO,TRX",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-12-19,2020-12-20,2020-12-25,,0,0.0652134610693009,False,2,"ADA,NEO",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2020-12-26,2020-12-27,2021-01-01,,0,0.0,False,2,"ADA,NEO",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2021-01-02,2021-01-03,2021-01-08,,0,0.7561894541604735,False,2,"ADA,NEO",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2021-01-09,2021-01-10,2021-01-15,,0,0.0,False,1,NEO,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2021-01-16,2021-01-17,2021-01-22,,0,CASH,False,1,NEO,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2021-01-23,2021-01-24,2021-01-29,,0,CASH,False,1,NEO,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2021-01-30,2021-01-31,2021-02-05,,0,CASH,False,1,NEO,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2021-02-06,2021-02-07,2021-02-12,,0,CASH,False,1,NEO,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2021-02-13,2021-02-14,2021-02-19,,0,CASH,False,1,NEO,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2021-02-20,2021-02-21,2021-02-26,,0,CASH,False,1,NEO,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2021-02-27,2021-02-28,2021-03-05,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2021-03-06,2021-03-07,2021-03-12,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2021-03-13,2021-03-14,2021-03-19,,0,BTC,False,0,,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2021-03-20,2021-03-21,2021-03-26,,0,BTC,False,0,,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2021-03-27,2021-03-28,2021-04-02,,0,0.0405220984693996,False,0,,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2021-04-03,2021-04-04,2021-04-09,,0,0.1308764684467428,False,0,,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2021-04-10,2021-04-11,2021-04-16,,0,0.317341521684193,False,1,TRX,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2021-04-17,2021-04-18,2021-04-23,,0,0.0559843475707952,False,4,"DCR,ETH,TRX,XTZ",TRX,True,best_passed,TRX,219.90093391335478,2.0
phase68b_dynamic_repair_base,2021-04-24,2021-04-25,2021-04-30,TRX,1,0.0,False,4,"DCR,ETH,TRX,XTZ",TRX,True,min_hold,XTZ,240.7055789333153,2.0
phase68b_dynamic_repair_base,2021-05-01,2021-05-02,2021-05-07,TRX,2,0.0,False,4,"DCR,ETH,TRX,XTZ",XTZ,True,best_passed,XTZ,241.4275468534444,2.0
phase68b_dynamic_repair_base,2021-05-08,2021-05-09,2021-05-14,XTZ,1,0.0,False,4,"DCR,ETH,TRX,XTZ",XTZ,True,min_hold,ETH,637.3381810856303,2.0
phase68b_dynamic_repair_base,2021-05-15,2021-05-16,2021-05-21,XTZ,2,0.0,False,5,"BNB,DCR,ETH,TRX,XTZ",ETH,True,best_passed,ETH,524.3120924467732,2.0
phase68b_dynamic_repair_base,2021-05-22,2021-05-23,2021-05-28,ETH,1,CASH,False,5,"BNB,DCR,ETH,TRX,XTZ",ETH,True,min_hold,ETH,436.8487440318192,2.0
phase68b_dynamic_repair_base,2021-05-29,2021-05-30,2021-06-04,ETH,2,CASH,False,5,"BNB,DCR,ETH,TRX,XTZ",ETH,True,incumbent_best,ETH,337.1066660533226,2.0
phase68b_dynamic_repair_base,2021-06-05,2021-06-06,2021-06-11,ETH,3,CASH,False,5,"BNB,DCR,ETH,TRX,XTZ",ETH,True,incumbent_best,ETH,329.10576684792915,2.0
phase68b_dynamic_repair_base,2021-06-12,2021-06-13,2021-06-18,ETH,4,CASH,False,5,"BNB,DCR,ETH,TRX,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2021-06-19,2021-06-20,2021-06-25,,0,CASH,False,5,"BNB,DCR,ETH,TRX,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2021-06-26,2021-06-27,2021-07-02,,0,CASH,False,5,"BNB,DCR,ETH,TRX,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2021-07-03,2021-07-04,2021-07-09,,0,CASH,False,5,"BNB,DCR,ETH,TRX,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2021-07-10,2021-07-11,2021-07-16,,0,CASH,False,5,"BNB,DCR,ETH,TRX,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2021-07-17,2021-07-18,2021-07-23,,0,CASH,False,5,"BNB,DCR,ETH,TRX,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2021-07-24,2021-07-25,2021-07-30,,0,CASH,False,5,"BNB,DCR,ETH,TRX,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2021-07-31,2021-08-01,2021-08-06,,0,CASH,False,5,"BNB,DCR,ETH,TRX,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2021-08-07,2021-08-08,2021-08-13,,0,CASH,False,5,"BNB,DCR,ETH,TRX,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2021-08-14,2021-08-15,2021-08-20,,0,BTC,False,4,"DCR,ETH,TRX,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2021-08-21,2021-08-22,2021-08-27,,0,BTC,False,4,"DCR,ETH,TRX,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2021-08-28,2021-08-29,2021-09-03,,0,BTC,False,3,"BNB,DCR,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2021-09-04,2021-09-05,2021-09-10,,0,0.0408110839483409,False,6,"ATOM,BNB,CAKE,CHZ,DCR,XTZ",XTZ,True,best_passed,XTZ,209.5918217681202,2.0
phase68b_dynamic_repair_base,2021-09-11,2021-09-12,2021-09-17,XTZ,1,0.0,False,6,"ATOM,BNB,CHZ,ETH,TRX,XTZ",XTZ,True,min_hold,XTZ,180.91821775956822,2.0
phase68b_dynamic_repair_base,2021-09-18,2021-09-19,2021-09-24,XTZ,2,0.0,False,6,"CHZ,ETH,JST,STX,TRX,XTZ",ETH,True,best_passed,ETH,380.86100241213467,2.0
phase68b_dynamic_repair_base,2021-09-25,2021-09-26,2021-10-01,ETH,1,0.0,False,6,"CHZ,ETH,JST,STX,TRX,XTZ",ETH,True,min_hold,ETH,335.1395688094762,2.0
phase68b_dynamic_repair_base,2021-10-02,2021-10-03,2021-10-08,ETH,2,0.0,False,6,"BNB,ETH,JST,STX,TRX,XTZ",ETH,True,incumbent_best,ETH,363.8819705983029,2.0
phase68b_dynamic_repair_base,2021-10-09,2021-10-10,2021-10-15,ETH,3,BTC,False,6,"CHZ,ETH,JST,STX,TRX,XTZ",ETH,True,incumbent_best,ETH,366.5056629444005,2.0
phase68b_dynamic_repair_base,2021-10-16,2021-10-17,2021-10-22,ETH,4,0.035099536675172,False,6,"ATOM,CHZ,ETH,JST,TRX,XTZ",JST,True,best_passed,JST,133.16823216753312,2.0
phase68b_dynamic_repair_base,2021-10-23,2021-10-24,2021-10-29,JST,1,0.0839639239993117,False,6,"ATOM,CHZ,JST,STX,TRX,XTZ",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2021-10-30,2021-10-31,2021-11-05,,0,0.0369330786345417,False,6,"ATOM,BNB,CHZ,JST,STX,XTZ",BNB,True,best_passed,BNB,146.91285940835385,2.0
phase68b_dynamic_repair_base,2021-11-06,2021-11-07,2021-11-12,BNB,1,0.0850259731672533,False,6,"BNB,CHZ,ETH,JST,STX,XTZ",BNB,True,min_hold,BNB,288.17800003351874,2.0
phase68b_dynamic_repair_base,2021-11-13,2021-11-14,2021-11-19,BNB,2,0.1550469403701755,False,6,"BNB,ETH,JST,LINK,STX,XTZ",BNB,True,incumbent_best,BNB,284.2867283551625,2.0
phase68b_dynamic_repair_base,2021-11-20,2021-11-21,2021-11-26,BNB,3,0.0968467929965992,False,6,"BNB,CHZ,LINK,STX,VET,XTZ",BNB,True,incumbent_best,BNB,89.60777654052686,2.0
phase68b_dynamic_repair_base,2021-11-27,2021-11-28,2021-12-03,BNB,4,0.0753273594720138,False,6,"AVAX,BNB,LINK,VET,XTZ,ZEC",VET,True,best_passed,VET,106.52584091769366,2.0
phase68b_dynamic_repair_base,2021-12-04,2021-12-05,2021-12-10,VET,1,0.0,False,6,"AVAX,BNB,LINK,VET,XTZ,ZEC",VET,True,min_hold,BNB,122.27213453127582,2.0
phase68b_dynamic_repair_base,2021-12-11,2021-12-12,2021-12-17,VET,2,CASH,False,6,"AVAX,BNB,LINK,VET,XTZ,ZEC",VET,True,incumbent_best,VET,106.5829902334074,2.0
phase68b_dynamic_repair_base,2021-12-18,2021-12-19,2021-12-24,VET,3,CASH,False,6,"AVAX,LINK,STX,VET,XTZ,ZEC",ZEC,True,best_passed,ZEC,137.0302541396578,2.0
phase68b_dynamic_repair_base,2021-12-25,2021-12-26,2021-12-31,ZEC,1,0.0,False,6,"CHZ,LINK,STX,VET,XTZ,ZEC",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2022-01-01,2022-01-02,2022-01-07,,0,CASH,False,6,"CHZ,LINK,STX,VET,XTZ,ZEC",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2022-01-08,2022-01-09,2022-01-14,,0,CASH,False,6,"BNB,LINK,STX,VET,XTZ,ZEC",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2022-01-15,2022-01-16,2022-01-21,,0,CASH,False,6,"BNB,JST,LINK,VET,XTZ,ZEC",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2022-01-22,2022-01-23,2022-01-28,,0,CASH,False,6,"BNB,JST,LINK,VET,XTZ,ZEC",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2022-01-29,2022-01-30,2022-02-04,,0,CASH,False,6,"BNB,JST,LINK,VET,XTZ,ZEC",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2022-02-05,2022-02-06,2022-02-11,,0,CASH,False,6,"BNB,JST,LINK,VET,XTZ,ZEC",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2022-02-12,2022-02-13,2022-02-18,,0,CASH,False,6,"BNB,JST,LINK,VET,XTZ,ZEC",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2022-02-19,2022-02-20,2022-02-25,,0,CASH,False,6,"JST,LINK,STX,VET,XTZ,ZEC",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2022-02-26,2022-02-27,2022-03-04,,0,CASH,False,6,"AVAX,JST,LINK,STX,VET,ZEC",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2022-03-05,2022-03-06,2022-03-11,,0,CASH,False,6,"AVAX,BNB,LINK,STX,VET,ZEC",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2022-03-12,2022-03-13,2022-03-18,,0,CASH,False,6,"AVAX,BNB,LINK,STX,VET,ZEC",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2022-03-19,2022-03-20,2022-03-25,,0,CASH,False,5,"AVAX,BNB,LINK,VET,ZEC",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2022-03-26,2022-03-27,2022-04-01,,0,CASH,False,5,"AVAX,BNB,LINK,VET,ZEC",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2022-04-02,2022-04-03,2022-04-08,,0,0.0,False,5,"AVAX,BNB,LINK,VET,ZEC",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2022-04-09,2022-04-10,2022-04-15,,0,CASH,False,5,"AVAX,BNB,LINK,VET,ZEC",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2022-04-16,2022-04-17,2022-04-22,,0,CASH,False,4,"BNB,LINK,VET,ZEC",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2022-04-23,2022-04-24,2022-04-29,,0,CASH,False,4,"BNB,LINK,VET,ZEC",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2022-04-30,2022-05-01,2022-05-06,,0,CASH,False,4,"BNB,LINK,VET,ZEC",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2022-05-07,2022-05-08,2022-05-13,,0,CASH,False,4,"BNB,LINK,VET,ZEC",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2022-05-14,2022-05-15,2022-05-20,,0,CASH,False,2,"LINK,ZEC",,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2022-05-21,2022-05-22,2022-05-27,,0,CASH,False,1,LINK,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2022-05-28,2022-05-29,2022-06-03,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2022-06-04,2022-06-05,2022-06-10,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2022-06-11,2022-06-12,2022-06-17,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2022-06-18,2022-06-19,2022-06-24,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2022-06-25,2022-06-26,2022-07-01,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2022-07-02,2022-07-03,2022-07-08,,0,CASH,False,0,,,False,best_passed,,,2.0
phase68b_dynamic_repair_base,2022-07-09,2022-07-10,2022-07-15,,0,CASH,False,0,,,False,best_passed,,,2.0
