asset,train_total_delta_pct,recent_total_delta_pct,train_dd_worsen_pct,downside_dd_worsen_pct,train_triggers,score,passed_filters,profile,decision_date,next_date_exclusive,reentry_blocked,persistence_passes,persistence_ok,core_asset_today,core_is_bnb,required_recent_delta_pct,promotion_ok,incumbent_asset_before,selected_asset,keep_reason,approved_shortlist_size,approved_shortlist
ETC,138.37390437119524,79.85535429916538,3.585579267079707,1.0658141036401503e-14,13,524.4502996696048,True,phase68b_dynamic_repair_base,2020-02-01,2020-02-08,False,2,True,BTC,False,2.0,True,,ETC,best_passed,2,"ETC,LINK"
LINK,7.625606783850998,3.127926720261054,0.16357875813557143,-0.16399955086647822,21,-1e+18,False,phase68b_dynamic_repair_base,2020-02-01,2020-02-08,False,1,False,BTC,False,2.0,True,,ETC,best_passed,2,"ETC,LINK"
ETC,145.90022413805107,84.1987811489189,3.585579267079707,1.0658141036401503e-14,13,553.1134867189027,True,phase68b_dynamic_repair_base,2020-02-08,2020-02-15,False,3,True,BTC,False,2.0,True,ETC,ETC,min_hold,2,"ETC,LINK"
LINK,43.98603417857933,19.9162414692982,0.16357875813557143,-1.5132674713157819,28,149.63954369739233,True,phase68b_dynamic_repair_base,2020-02-08,2020-02-15,False,2,True,BTC,False,2.0,True,ETC,ETC,min_hold,2,"ETC,LINK"
ETC,146.88740459583582,84.76848137940557,3.585579267079707,0.0,13,556.8730583275263,True,phase68b_dynamic_repair_base,2020-02-15,2020-02-22,False,4,True,0.0480623480130599,False,2.0,True,ETC,ETC,incumbent_best,6,"ADA,ETC,ETH,LINK,TRX,XTZ"
LINK,50.94425250854724,23.13028750400665,0.16357875813557143,-2.699242098682152,33,173.68305533117797,True,phase68b_dynamic_repair_base,2020-02-15,2020-02-22,False,3,True,0.0480623480130599,False,2.0,True,ETC,ETC,incumbent_best,6,"ADA,ETC,ETH,LINK,TRX,XTZ"
XTZ,149.32203905170095,69.28905169823986,0.0,0.0,14,-1e+18,False,phase68b_dynamic_repair_base,2020-02-15,2020-02-22,False,1,False,0.0480623480130599,False,2.0,True,ETC,ETC,incumbent_best,6,"ADA,ETC,ETH,LINK,TRX,XTZ"
ETH,22.787902929854113,41.742541032256185,-3.227310920504891,2.1146764860599525,42,-1e+18,False,phase68b_dynamic_repair_base,2020-02-15,2020-02-22,False,1,False,0.0480623480130599,False,2.0,True,ETC,ETC,incumbent_best,6,"ADA,ETC,ETH,LINK,TRX,XTZ"
ADA,65.12597597388344,30.22003412765042,-1.5019055622595765,0.06291050779485552,19,-1e+18,False,phase68b_dynamic_repair_base,2020-02-15,2020-02-22,False,1,False,0.0480623480130599,False,2.0,True,ETC,ETC,incumbent_best,6,"ADA,ETC,ETH,LINK,TRX,XTZ"
TRX,17.343502375421224,25.993617655477276,-3.291373730767834,-1.1973980175834171,28,-1e+18,False,phase68b_dynamic_repair_base,2020-02-15,2020-02-22,False,1,False,0.0480623480130599,False,2.0,True,ETC,ETC,incumbent_best,6,"ADA,ETC,ETH,LINK,TRX,XTZ"
XTZ,149.0980559931234,69.18511812069252,0.0,1.0658141036401503e-14,14,502.48755647245525,True,phase68b_dynamic_repair_base,2020-02-22,2020-02-29,False,2,True,0.0,False,2.0,True,ETC,XTZ,best_passed,6,"ALGO,ETC,ETH,IOTA,LINK,XTZ"
ETC,146.6670734889421,58.16539980194045,3.585579267079707,2.1316282072803006e-14,13,450.1302353573252,True,phase68b_dynamic_repair_base,2020-02-22,2020-02-29,False,5,True,0.0,False,2.0,True,ETC,XTZ,best_passed,6,"ALGO,ETC,ETH,IOTA,LINK,XTZ"
ETH,19.79016771592967,39.9620317673828,-3.227310920504891,-0.5266438716465167,49,196.8833786434257,True,phase68b_dynamic_repair_base,2020-02-22,2020-02-29,False,2,True,0.0,False,2.0,True,ETC,XTZ,best_passed,6,"ALGO,ETC,ETH,IOTA,LINK,XTZ"
LINK,50.86783612978439,23.095592072750645,0.16357875813557143,-2.695193235534111,33,173.42964903800967,True,phase68b_dynamic_repair_base,2020-02-22,2020-02-29,False,4,True,0.0,False,2.0,True,ETC,XTZ,best_passed,6,"ALGO,ETC,ETH,IOTA,LINK,XTZ"
ALGO,111.64544800550186,51.80619865529661,0.0,-5.527099880623377,14,-1e+18,False,phase68b_dynamic_repair_base,2020-02-22,2020-02-29,False,1,False,0.0,False,2.0,True,ETC,XTZ,best_passed,6,"ALGO,ETC,ETH,IOTA,LINK,XTZ"
IOTA,14.625764394753872,17.804570804341015,1.0658141036401503e-14,-4.8114110516785615,17,-1e+18,False,phase68b_dynamic_repair_base,2020-02-22,2020-02-29,False,1,False,0.0,False,2.0,True,ETC,XTZ,best_passed,6,"ALGO,ETC,ETH,IOTA,LINK,XTZ"
XTZ,149.0980559931234,69.18511812069252,0.0,1.0658141036401503e-14,14,502.48755647245525,True,phase68b_dynamic_repair_base,2020-02-29,2020-03-07,False,3,True,0.0,False,2.0,True,XTZ,XTZ,min_hold,6,"ALGO,ETC,ETH,IOTA,LINK,XTZ"
ALGO,111.64544800550186,51.80619865529661,0.0,-5.527099880623377,14,376.79296662943926,True,phase68b_dynamic_repair_base,2020-02-29,2020-03-07,False,2,True,0.0,False,2.0,True,XTZ,XTZ,min_hold,6,"ALGO,ETC,ETH,IOTA,LINK,XTZ"
LINK,50.86783612978439,23.095592072750645,0.16357875813557143,-2.695193235534111,33,173.42964903800967,True,phase68b_dynamic_repair_base,2020-02-29,2020-03-07,False,5,True,0.0,False,2.0,True,XTZ,XTZ,min_hold,6,"ALGO,ETC,ETH,IOTA,LINK,XTZ"
IOTA,14.625764394753872,17.804570804341015,1.0658141036401503e-14,-4.8114110516785615,17,95.70692980949485,True,phase68b_dynamic_repair_base,2020-02-29,2020-03-07,False,2,True,0.0,False,2.0,True,XTZ,XTZ,min_hold,6,"ALGO,ETC,ETH,IOTA,LINK,XTZ"
ETH,-14.579839454411598,20.03862500339981,-4.283454803411981,-12.110021041557086,54,-1e+18,False,phase68b_dynamic_repair_base,2020-02-29,2020-03-07,False,0,False,0.0,False,2.0,True,XTZ,XTZ,min_hold,6,"ALGO,ETC,ETH,IOTA,LINK,XTZ"
ETC,146.6670734889421,0.0,3.585579267079707,0.0,13,-1e+18,False,phase68b_dynamic_repair_base,2020-02-29,2020-03-07,False,0,False,0.0,False,2.0,False,XTZ,XTZ,min_hold,6,"ALGO,ETC,ETH,IOTA,LINK,XTZ"
XTZ,149.0980559931234,69.8813862276065,0.0,-1.0658141036401503e-14,14,505.27262890011116,True,phase68b_dynamic_repair_base,2020-03-07,2020-03-14,False,4,True,0.0,False,2.0,True,XTZ,XTZ,incumbent_best,6,"ADA,ALGO,ETC,ETH,LINK,XTZ"
ALGO,111.64544800550186,52.32756806021992,0.0,-5.527099880623398,14,378.8784442491325,True,phase68b_dynamic_repair_base,2020-03-07,2020-03-14,False,3,True,0.0,False,2.0,True,XTZ,XTZ,incumbent_best,6,"ADA,ALGO,ETC,ETH,LINK,XTZ"
LINK,50.86783612978439,20.917503239396805,0.16357875813557143,-2.6951932355341555,33,164.7172937045943,True,phase68b_dynamic_repair_base,2020-03-07,2020-03-14,False,6,True,0.0,False,2.0,True,XTZ,XTZ,incumbent_best,6,"ADA,ALGO,ETC,ETH,LINK,XTZ"
ADA,37.68919021867953,19.48581732164485,-1.7142506421570332,-9.540816880302184,25,138.22705461459867,True,phase68b_dynamic_repair_base,2020-03-07,2020-03-14,False,2,True,0.0,False,2.0,True,XTZ,XTZ,incumbent_best,6,"ADA,ALGO,ETC,ETH,LINK,XTZ"
ETH,-14.579839454411598,20.240290562052717,-4.283454803411981,-12.110021041557108,54,-1e+18,False,phase68b_dynamic_repair_base,2020-03-07,2020-03-14,False,0,False,0.0,False,2.0,True,XTZ,XTZ,incumbent_best,6,"ADA,ALGO,ETC,ETH,LINK,XTZ"
ETC,146.6670734889421,0.0,3.585579267079707,0.0,13,-1e+18,False,phase68b_dynamic_repair_base,2020-03-07,2020-03-14,False,0,False,0.0,False,2.0,False,XTZ,XTZ,incumbent_best,6,"ADA,ALGO,ETC,ETH,LINK,XTZ"
XTZ,149.0980559931234,34.717372230939716,0.0,0.0,14,364.616572913444,True,phase68b_dynamic_repair_base,2020-03-14,2020-03-21,False,5,True,CASH,False,2.0,True,XTZ,XTZ,incumbent_best,6,"ALGO,ETC,ETH,LINK,THETA,XTZ"
ALGO,111.64544800550186,48.309651796846836,0.0,-5.5270998806234,14,362.80677919564016,True,phase68b_dynamic_repair_base,2020-03-14,2020-03-21,False,4,True,CASH,False,2.0,True,XTZ,XTZ,incumbent_best,6,"ALGO,ETC,ETH,LINK,THETA,XTZ"
LINK,50.86783612978439,17.706930012986444,0.16357875813557143,-2.6951932355341217,33,151.87500079895287,True,phase68b_dynamic_repair_base,2020-03-14,2020-03-21,False,7,True,CASH,False,2.0,True,XTZ,XTZ,incumbent_best,6,"ALGO,ETC,ETH,LINK,THETA,XTZ"
THETA,28.779249085249802,19.709723416886526,1.5674651479807835,1.0658141036401503e-14,28,-1e+18,False,phase68b_dynamic_repair_base,2020-03-14,2020-03-21,False,1,False,CASH,False,2.0,True,XTZ,XTZ,incumbent_best,6,"ALGO,ETC,ETH,LINK,THETA,XTZ"
ETH,-14.579839454411598,14.285530059348783,-4.283454803411981,-12.110021041557097,54,-1e+18,False,phase68b_dynamic_repair_base,2020-03-14,2020-03-21,False,0,False,CASH,False,2.0,True,XTZ,XTZ,incumbent_best,6,"ALGO,ETC,ETH,LINK,THETA,XTZ"
ETC,146.6670734889421,0.0,3.585579267079707,0.0,13,-1e+18,False,phase68b_dynamic_repair_base,2020-03-14,2020-03-21,False,0,False,CASH,False,2.0,False,XTZ,XTZ,incumbent_best,6,"ALGO,ETC,ETH,LINK,THETA,XTZ"
ALGO,111.64544800550186,27.085563949915972,0.0,-5.5270998806234,14,277.9104278079167,True,phase68b_dynamic_repair_base,2020-03-21,2020-03-28,False,5,True,CASH,False,2.0,True,XTZ,ALGO,best_passed,6,"ALGO,ETC,ETH,LINK,THETA,XTZ"
XTZ,149.0980559931234,9.225667804641514,0.0,1.0658141036401503e-14,14,262.6497552082512,True,phase68b_dynamic_repair_base,2020-03-21,2020-03-28,False,6,True,CASH,False,2.0,True,XTZ,ALGO,best_passed,6,"ALGO,ETC,ETH,LINK,THETA,XTZ"
LINK,50.86783612978439,2.5652853850218316,0.16357875813557143,-2.6951932355341217,33,91.30842228709444,True,phase68b_dynamic_repair_base,2020-03-21,2020-03-28,False,8,True,CASH,False,2.0,True,XTZ,ALGO,best_passed,6,"ALGO,ETC,ETH,LINK,THETA,XTZ"
THETA,28.779249085249802,10.441798749687337,1.5674651479807835,0.0,28,87.17673719164807,True,phase68b_dynamic_repair_base,2020-03-21,2020-03-28,False,2,True,CASH,False,2.0,True,XTZ,ALGO,best_passed,6,"ALGO,ETC,ETH,LINK,THETA,XTZ"
ETH,-14.579839454411598,1.7099608856475546,-4.283454803411981,-12.110021041557097,54,-1e+18,False,phase68b_dynamic_repair_base,2020-03-21,2020-03-28,False,0,False,CASH,False,2.0,False,XTZ,ALGO,best_passed,6,"ALGO,ETC,ETH,LINK,THETA,XTZ"
ETC,146.6670734889421,0.0,3.585579267079707,0.0,13,-1e+18,False,phase68b_dynamic_repair_base,2020-03-21,2020-03-28,False,0,False,CASH,False,2.0,False,XTZ,ALGO,best_passed,6,"ALGO,ETC,ETH,LINK,THETA,XTZ"
ALGO,111.68236779650908,23.655417688163993,0.0,-4.376811594202879,14,264.2452224474196,True,phase68b_dynamic_repair_base,2020-03-28,2020-04-04,False,6,True,CASH,False,2.0,True,ALGO,ALGO,min_hold,6,"ALGO,ETC,IOTA,LINK,THETA,XTZ"
IOTA,14.630600957053758,2.1629416005767954,-1.0658141036401503e-14,0.0,17,33.147667837887816,True,phase68b_dynamic_repair_base,2020-03-28,2020-04-04,False,3,True,CASH,False,2.0,True,ALGO,ALGO,min_hold,6,"ALGO,ETC,IOTA,LINK,THETA,XTZ"
XTZ,149.1473609058196,0.0,0.0,0.0,14,-1e+18,False,phase68b_dynamic_repair_base,2020-03-28,2020-04-04,False,0,False,CASH,False,2.0,False,ALGO,ALGO,min_hold,6,"ALGO,ETC,IOTA,LINK,THETA,XTZ"
ETC,146.7155745053073,0.0,3.585579267079675,0.0,13,-1e+18,False,phase68b_dynamic_repair_base,2020-03-28,2020-04-04,False,0,False,CASH,False,2.0,False,ALGO,ALGO,min_hold,6,"ALGO,ETC,IOTA,LINK,THETA,XTZ"
LINK,50.884657504165745,0.0,0.16357875813555367,0.0,33,-1e+18,False,phase68b_dynamic_repair_base,2020-03-28,2020-04-04,False,0,False,CASH,False,2.0,False,ALGO,ALGO,min_hold,6,"ALGO,ETC,IOTA,LINK,THETA,XTZ"
THETA,28.78876603269842,0.0,1.5674651479807622,0.0,28,-1e+18,False,phase68b_dynamic_repair_base,2020-03-28,2020-04-04,False,0,False,CASH,False,2.0,False,ALGO,ALGO,min_hold,6,"ALGO,ETC,IOTA,LINK,THETA,XTZ"
XTZ,120.43269294439139,0.0,0.0,0.0,14,-1e+18,False,phase68b_dynamic_repair_base,2020-04-04,2020-04-11,False,0,False,CASH,False,2.0,False,ALGO,,best_passed,6,"ADA,ALGO,ETC,IOTA,LINK,XTZ"
ETC,118.46908739950894,0.0,3.585579267079675,0.0,13,-1e+18,False,phase68b_dynamic_repair_base,2020-04-04,2020-04-11,False,0,False,CASH,False,2.0,False,ALGO,,best_passed,6,"ADA,ALGO,ETC,IOTA,LINK,XTZ"
ALGO,90.18066579557382,0.0,0.0,0.0,14,-1e+18,False,phase68b_dynamic_repair_base,2020-04-04,2020-04-11,False,0,False,CASH,False,2.0,False,ALGO,,best_passed,6,"ADA,ALGO,ETC,IOTA,LINK,XTZ"
LINK,41.08806415052439,0.0,0.163578758135575,0.0,33,-1e+18,False,phase68b_dynamic_repair_base,2020-04-04,2020-04-11,False,0,False,CASH,False,2.0,False,ALGO,,best_passed,6,"ADA,ALGO,ETC,IOTA,LINK,XTZ"
ADA,30.443124443811257,0.0,-1.7142506421570687,0.0,25,-1e+18,False,phase68b_dynamic_repair_base,2020-04-04,2020-04-11,False,0,False,CASH,False,2.0,False,ALGO,,best_passed,6,"ADA,ALGO,ETC,IOTA,LINK,XTZ"
IOTA,11.8138374152351,0.0,-1.0658141036401503e-14,0.0,17,-1e+18,False,phase68b_dynamic_repair_base,2020-04-04,2020-04-11,False,0,False,CASH,False,2.0,False,ALGO,,best_passed,6,"ADA,ALGO,ETC,IOTA,LINK,XTZ"
XTZ,131.58537791306503,0.0,0.0,0.0,14,-1e+18,False,phase68b_dynamic_repair_base,2020-04-11,2020-04-18,False,0,False,CASH,False,2.0,False,,,best_passed,6,"ADA,ALGO,ETC,IOTA,LINK,XTZ"
ETC,129.43993242497965,0.0,3.585579267079696,0.0,13,-1e+18,False,phase68b_dynamic_repair_base,2020-04-11,2020-04-18,False,0,False,CASH,False,2.0,False,,,best_passed,6,"ADA,ALGO,ETC,IOTA,LINK,XTZ"
ALGO,98.53185791205074,0.0,0.0,0.0,14,-1e+18,False,phase68b_dynamic_repair_base,2020-04-11,2020-04-18,False,0,False,CASH,False,2.0,False,,,best_passed,6,"ADA,ALGO,ETC,IOTA,LINK,XTZ"
LINK,44.89302959836219,0.0,0.16357875813557143,0.0,33,-1e+18,False,phase68b_dynamic_repair_base,2020-04-11,2020-04-18,False,0,False,CASH,False,2.0,False,,,best_passed,6,"ADA,ALGO,ETC,IOTA,LINK,XTZ"
IOTA,33.863079828556764,0.0,1.0658141036401503e-14,0.0,15,-1e+18,False,phase68b_dynamic_repair_base,2020-04-11,2020-04-18,False,0,False,CASH,False,2.0,False,,,best_passed,6,"ADA,ALGO,ETC,IOTA,LINK,XTZ"
ADA,33.26231388550825,0.0,-1.7142506421570332,0.0,25,-1e+18,False,phase68b_dynamic_repair_base,2020-04-11,2020-04-18,False,0,False,CASH,False,2.0,False,,,best_passed,6,"ADA,ALGO,ETC,IOTA,LINK,XTZ"
XTZ,129.71551093314395,0.0,0.0,0.0,14,-1e+18,False,phase68b_dynamic_repair_base,2020-04-18,2020-04-25,False,0,False,CASH,False,2.0,False,,,best_passed,6,"ADA,ALGO,ETC,ETH,LINK,XTZ"
ETC,127.60055285740637,0.0,3.5855792670796856,0.0,13,-1e+18,False,phase68b_dynamic_repair_base,2020-04-18,2020-04-25,False,0,False,CASH,False,2.0,False,,,best_passed,6,"ADA,ALGO,ETC,ETH,LINK,XTZ"
ALGO,97.13169118758591,0.0,0.0,0.0,14,-1e+18,False,phase68b_dynamic_repair_base,2020-04-18,2020-04-25,False,0,False,CASH,False,2.0,False,,,best_passed,6,"ADA,ALGO,ETC,ETH,LINK,XTZ"
LINK,44.255086424082805,0.0,0.163578758135575,0.0,33,-1e+18,False,phase68b_dynamic_repair_base,2020-04-18,2020-04-25,False,0,False,CASH,False,2.0,False,,,best_passed,6,"ADA,ALGO,ETC,ETH,LINK,XTZ"
ADA,32.78964660745115,0.0,-1.7142506421570545,0.0,25,-1e+18,False,phase68b_dynamic_repair_base,2020-04-18,2020-04-25,False,0,False,CASH,False,2.0,False,,,best_passed,6,"ADA,ALGO,ETC,ETH,LINK,XTZ"
ETH,-5.075547271662998,0.0,-4.283454803411978,0.0,45,-1e+18,False,phase68b_dynamic_repair_base,2020-04-18,2020-04-25,False,0,False,CASH,False,2.0,False,,,best_passed,6,"ADA,ALGO,ETC,ETH,LINK,XTZ"
XTZ,128.45978642306287,0.0,0.0,0.0,14,-1e+18,False,phase68b_dynamic_repair_base,2020-04-25,2020-05-02,False,0,False,CASH,False,2.0,False,,,best_passed,6,"ADA,ALGO,ETC,ETH,LINK,XTZ"
ETC,126.36530241919525,0.0,3.5855792670796856,0.0,13,-1e+18,False,phase68b_dynamic_repair_base,2020-04-25,2020-05-02,False,0,False,CASH,False,2.0,False,,,best_passed,6,"ADA,ALGO,ETC,ETH,LINK,XTZ"
ALGO,96.19139773730802,0.0,0.0,0.0,14,-1e+18,False,phase68b_dynamic_repair_base,2020-04-25,2020-05-02,False,0,False,CASH,False,2.0,False,,,best_passed,6,"ADA,ALGO,ETC,ETH,LINK,XTZ"
LINK,43.82667045193949,0.0,0.16357875813556078,0.0,33,-1e+18,False,phase68b_dynamic_repair_base,2020-04-25,2020-05-02,False,0,False,CASH,False,2.0,False,,,best_passed,6,"ADA,ALGO,ETC,ETH,LINK,XTZ"
ADA,32.472223019279795,0.0,-1.7142506421570438,0.0,25,-1e+18,False,phase68b_dynamic_repair_base,2020-04-25,2020-05-02,False,0,False,CASH,False,2.0,False,,,best_passed,6,"ADA,ALGO,ETC,ETH,LINK,XTZ"
ETH,16.267618401388717,0.0,-4.283454803411956,0.0,38,-1e+18,False,phase68b_dynamic_repair_base,2020-04-25,2020-05-02,False,0,False,CASH,False,2.0,False,,,best_passed,6,"ADA,ALGO,ETC,ETH,LINK,XTZ"
XTZ,111.28902510481646,0.0,0.0,0.0,14,-1e+18,False,phase68b_dynamic_repair_base,2020-05-02,2020-05-09,False,0,False,0.0,False,2.0,False,,,best_passed,6,"ADA,ALGO,ETC,ETH,LINK,XTZ"
ETC,109.47450330481584,0.0,3.5855792670796856,0.0,13,-1e+18,False,phase68b_dynamic_repair_base,2020-05-02,2020-05-09,False,0,False,0.0,False,2.0,False,,,best_passed,6,"ADA,ALGO,ETC,ETH,LINK,XTZ"
ALGO,83.3338368039878,0.0,0.0,0.0,14,-1e+18,False,phase68b_dynamic_repair_base,2020-05-02,2020-05-09,False,0,False,0.0,False,2.0,False,,,best_passed,6,"ADA,ALGO,ETC,ETH,LINK,XTZ"
LINK,37.96851578223372,0.0,0.16357875813560696,0.0,33,-1e+18,False,phase68b_dynamic_repair_base,2020-05-02,2020-05-09,False,0,False,0.0,False,2.0,False,,,best_passed,6,"ADA,ALGO,ETC,ETH,LINK,XTZ"
ADA,28.131776826253898,0.0,-1.7142506421570438,0.0,25,-1e+18,False,phase68b_dynamic_repair_base,2020-05-02,2020-05-09,False,0,False,0.0,False,2.0,False,,,best_passed,6,"ADA,ALGO,ETC,ETH,LINK,XTZ"
ETH,14.0931838910695,0.0,-4.283454803412003,0.0,38,-1e+18,False,phase68b_dynamic_repair_base,2020-05-02,2020-05-09,False,0,False,0.0,False,2.0,False,,,best_passed,6,"ADA,ALGO,ETC,ETH,LINK,XTZ"
THETA,39.401459787785015,12.120052230662047,1.5674651479807604,0.29852591010545115,33,-1e+18,False,phase68b_dynamic_repair_base,2020-05-09,2020-05-16,False,1,False,BTC,False,2.0,True,,,best_passed,6,"ALGO,DOGE,ETC,LINK,THETA,XTZ"
DOGE,19.31065553492091,9.612977120518085,-1.892693962803893,2.316625278948847,33,-1e+18,False,phase68b_dynamic_repair_base,2020-05-09,2020-05-16,False,1,False,BTC,False,2.0,True,,,best_passed,6,"ALGO,DOGE,ETC,LINK,THETA,XTZ"
LINK,47.12920904540272,8.134664169316018,0.16357875813560696,2.6096491228070113,34,-1e+18,False,phase68b_dynamic_repair_base,2020-05-09,2020-05-16,False,0,False,BTC,False,2.0,True,,,best_passed,6,"ALGO,DOGE,ETC,LINK,THETA,XTZ"
XTZ,92.2424529632492,0.0,0.0,0.0,14,-1e+18,False,phase68b_dynamic_repair_base,2020-05-09,2020-05-16,False,0,False,BTC,False,2.0,False,,,best_passed,6,"ALGO,DOGE,ETC,LINK,THETA,XTZ"
ETC,90.73847769138669,0.0,3.585579267079707,0.0,13,-1e+18,False,phase68b_dynamic_repair_base,2020-05-09,2020-05-16,False,0,False,BTC,False,2.0,False,,,best_passed,6,"ALGO,DOGE,ETC,LINK,THETA,XTZ"
ALGO,69.07165836342877,0.0,0.0,0.0,14,-1e+18,False,phase68b_dynamic_repair_base,2020-05-09,2020-05-16,False,0,False,BTC,False,2.0,False,,,best_passed,6,"ALGO,DOGE,ETC,LINK,THETA,XTZ"
THETA,43.77116945080839,16.066860870379507,6.673688019173753,0.5619110521777646,38,-1e+18,False,phase68b_dynamic_repair_base,2020-05-16,2020-05-23,False,0,False,BTC,False,2.0,True,,,best_passed,6,"ALGO,DOGE,ETC,LINK,THETA,XTZ"
DOGE,14.612440269023594,7.257073333293163,2.202851998361133,4.87172749854734,40,-1e+18,False,phase68b_dynamic_repair_base,2020-05-16,2020-05-23,False,0,False,BTC,False,2.0,True,,,best_passed,6,"ALGO,DOGE,ETC,LINK,THETA,XTZ"
