profile,decision_date,asset,history_days,max_gap_days,non_na_close_ratio,admission_train_delta_pct,admission_recent_delta_pct,admission_dd_worsen_pct,admission_trigger_days,admission_quality_score,admission_eligible,admission_failing,state,state_prev,fail_streaks,pass_streaks,suspended_now
phase68b_dynamic_repair_base,2025-10-18,ZEC,2565,1,100.0,99.33421592887471,25.29799380873763,-1.0658141036401503e-14,28,204.81175133730628,True,False,APPROVED,APPROVED,0,22,False
phase68b_dynamic_repair_base,2025-10-18,ZK,650,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,338,0,True
phase68b_dynamic_repair_base,2025-10-18,ZRO,647,1,100.0,-16.627135991620307,-10.763589982580559,-1.0658141036401503e-14,3,-50.82468993726707,False,True,SUSPENDED,SUSPENDED,338,0,True
phase68b_dynamic_repair_base,2025-10-25,2Z,178,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,AAVE,1991,1,100.0,-17.865832767271698,0.0,-1.0658141036401503e-14,15,-18.882290959089623,False,True,SUSPENDED,SUSPENDED,14,0,True
phase68b_dynamic_repair_base,2025-10-25,ADA,2644,1,100.0,-34.141870145313604,0.0,-2.9737554266084025,28,-37.927337681642,False,True,SUSPENDED,SUSPENDED,24,0,True
phase68b_dynamic_repair_base,2025-10-25,ALGO,2472,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,59,0,True
phase68b_dynamic_repair_base,2025-10-25,APT,1257,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,30,0,True
phase68b_dynamic_repair_base,2025-10-25,ARB,1102,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,73,0,True
phase68b_dynamic_repair_base,2025-10-25,ASTER,174,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,ATOM,2526,1,100.0,-49.547349267412315,0.0,-1.9656172923757431,15,-58.48418658426539,False,True,SUSPENDED,SUSPENDED,60,0,True
phase68b_dynamic_repair_base,2025-10-25,AVAX,2014,1,100.0,-35.26573409455132,-15.361154143108546,-1.0658141036401503e-14,15,-86.71563004751478,False,True,SUSPENDED,SUSPENDED,56,0,True
phase68b_dynamic_repair_base,2025-10-25,AXS,1971,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,60,0,True
phase68b_dynamic_repair_base,2025-10-25,BCH,2313,1,100.0,-49.33981661328999,0.0,-0.5115277006115022,67,-53.024770766612484,False,True,SUSPENDED,SUSPENDED,16,0,True
phase68b_dynamic_repair_base,2025-10-25,BFUSD,228,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,BNB,2644,1,100.0,-47.141765310393694,-22.323600313959837,-8.411457228038476,28,-121.14800757987162,False,True,SUSPENDED,SUSPENDED,59,0,True
phase68b_dynamic_repair_base,2025-10-25,BONK,835,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,CAKE,1864,1,100.0,-17.1827110266523,-16.887999283475175,-3.684555013480395,28,-67.3923866337409,False,True,SUSPENDED,SUSPENDED,5,0,True
phase68b_dynamic_repair_base,2025-10-25,CFX,1826,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,60,0,True
phase68b_dynamic_repair_base,2025-10-25,CHZ,2396,1,100.0,-23.002049353608925,0.0,-2.566324808933693,3,-26.502561692011156,False,True,SUSPENDED,SUSPENDED,60,0,True
phase68b_dynamic_repair_base,2025-10-25,COMP,2103,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,60,0,True
phase68b_dynamic_repair_base,2025-10-25,CRV,2052,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,60,0,True
phase68b_dynamic_repair_base,2025-10-25,DASH,2558,1,100.0,-27.577878356659255,0.0,-4.285980193171103,12,-31.322347945824067,False,True,SUSPENDED,SUSPENDED,60,0,True
phase68b_dynamic_repair_base,2025-10-25,DCR,2068,1,100.0,-61.51352191010709,0.0,-2.1316282072803006e-14,29,-72.04190238763385,False,True,SUSPENDED,SUSPENDED,60,0,True
phase68b_dynamic_repair_base,2025-10-25,DEXE,1710,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,104,0,True
phase68b_dynamic_repair_base,2025-10-25,DOGE,2459,1,100.0,-58.35853604676471,-33.53412277228608,-9.245054670675898,15,-170.10053837531416,False,True,SUSPENDED,SUSPENDED,25,0,True
phase68b_dynamic_repair_base,2025-10-25,DOT,2049,1,100.0,-51.05609567270197,-16.073186926626782,-3.0759468242473105,9,-109.18968037075781,False,True,SUSPENDED,SUSPENDED,59,0,True
phase68b_dynamic_repair_base,2025-10-25,ENA,726,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,ENS,1600,1,100.0,-40.28948641008194,0.0,-11.778185137653583,26,-45.81185801260242,False,True,SUSPENDED,SUSPENDED,13,0,True
phase68b_dynamic_repair_base,2025-10-25,ETC,2644,1,100.0,-32.39574146526749,0.0,-3.88898468551303,15,-37.04467683158436,False,True,SUSPENDED,SUSPENDED,14,0,True
phase68b_dynamic_repair_base,2025-10-25,ETH,2644,1,100.0,-7.187900368890965,0.0,-1.0658141036401503e-14,47,-2.3348754611137057,False,True,SUSPENDED,SUSPENDED,21,0,True
phase68b_dynamic_repair_base,2025-10-25,ETHFI,741,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,FET,2586,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,79,0,True
phase68b_dynamic_repair_base,2025-10-25,FF,181,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,FIL,1991,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,62,0,True
phase68b_dynamic_repair_base,2025-10-25,FLOKI,1059,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,61,0,True
phase68b_dynamic_repair_base,2025-10-25,GNO,1672,1,100.0,-29.187158138287273,-13.201405630971607,-0.9309258270422518,8,-73.33816456577391,False,True,SUSPENDED,SUSPENDED,21,0,True
phase68b_dynamic_repair_base,2025-10-25,GRT,1928,1,100.0,-17.000600567042596,0.0,-2.1316282072803006e-14,4,-18.900750708803248,False,True,SUSPENDED,SUSPENDED,61,0,True
phase68b_dynamic_repair_base,2025-10-25,HBAR,2373,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,63,0,True
phase68b_dynamic_repair_base,2025-10-25,ICP,1783,1,100.0,-22.307881552760023,0.0,-2.2593484325179602,3,-25.63485194095003,False,True,SUSPENDED,SUSPENDED,31,0,True
phase68b_dynamic_repair_base,2025-10-25,INJ,1985,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,28,0,True
phase68b_dynamic_repair_base,2025-10-25,IOTA,2644,1,100.0,-42.418951552829334,0.0,-3.9159145007581557,10,-50.07368944103666,False,True,SUSPENDED,SUSPENDED,116,0,True
phase68b_dynamic_repair_base,2025-10-25,JASMY,1588,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,77,0,True
phase68b_dynamic_repair_base,2025-10-25,JST,2056,1,100.0,-51.261253881373506,0.0,-1.0658141036401503e-14,24,-59.726567351716874,False,True,SUSPENDED,SUSPENDED,88,0,True
phase68b_dynamic_repair_base,2025-10-25,JUP,788,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,KAIA,514,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,KITE,146,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,LDO,1420,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,77,0,True
phase68b_dynamic_repair_base,2025-10-25,LINK,2629,1,100.0,16.86093291560198,0.0,-1.0658141036401503e-14,19,24.92616614450247,True,False,APPROVED,APPROVED,0,12,False
phase68b_dynamic_repair_base,2025-10-25,LTC,2644,1,100.0,-27.311197175830102,0.0,-1.0658141036401503e-14,24,-29.78899646978763,False,True,SUSPENDED,SUSPENDED,27,0,True
phase68b_dynamic_repair_base,2025-10-25,LUNC,1297,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,MANA,2061,1,100.0,-64.8301247011525,-14.277069430891531,-1.6450598223279869,17,-120.21886416911522,False,True,SUSPENDED,SUSPENDED,60,0,True
phase68b_dynamic_repair_base,2025-10-25,MORPHO,177,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,NEAR,1992,1,100.0,-66.64460468445306,-27.888171233502845,-8.568289363381709,15,-163.52026955607488,False,True,SUSPENDED,SUSPENDED,61,0,True
phase68b_dynamic_repair_base,2025-10-25,NEO,2644,1,100.0,-55.50885700625672,0.0,-11.112491614052622,11,-66.3360712578209,False,True,SUSPENDED,SUSPENDED,59,0,True
phase68b_dynamic_repair_base,2025-10-25,NEXO,1430,1,100.0,-10.125444695392005,0.0,-1.0658141036401503e-14,15,-9.206805869240007,False,True,SUSPENDED,SUSPENDED,49,0,True
phase68b_dynamic_repair_base,2025-10-25,NIGHT,18,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,ONDO,352,1,100.0,-16.674854961672608,0.0,-6.684614190288407,10,-17.89356870209076,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,OP,1397,1,100.0,-39.705854001215585,-23.85348003582475,-8.887284933068216,3,-118.94275760899373,False,True,SUSPENDED,SUSPENDED,75,0,True
phase68b_dynamic_repair_base,2025-10-25,PENDLE,1000,1,100.0,-48.53115466698037,0.0,-2.5546939120508085,6,-58.11394333372546,False,True,SUSPENDED,SUSPENDED,28,0,True
phase68b_dynamic_repair_base,2025-10-25,PENGU,467,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,PEPE,1059,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,POL,562,1,100.0,-51.13245552868815,-20.73487797663858,-0.9976880737680887,8,-123.37020334077593,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,PUMP,199,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,PYTH,786,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,QNT,1704,1,100.0,1.9583554472376363,0.0,-1.426828517858013,40,8.397944309047045,True,False,APPROVED,APPROVED,0,8,False
phase68b_dynamic_repair_base,2025-10-25,RENDER,611,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,RLUSD,66,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,S,437,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,SAND,2053,1,100.0,-23.99164052482321,0.0,-3.0039439429540664,4,-27.639550656029016,False,True,SUSPENDED,SUSPENDED,60,0,True
phase68b_dynamic_repair_base,2025-10-25,SEI,957,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,SHIB,1784,1,100.0,-37.116581745875536,0.0,-0.31721983421366673,7,-43.74572718234441,False,True,SUSPENDED,SUSPENDED,50,0,True
phase68b_dynamic_repair_base,2025-10-25,SKY,193,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,SOL,2056,1,100.0,-46.118016407970664,-20.63436716047997,-0.22378687861097646,37,-113.90062199140324,False,True,SUSPENDED,SUSPENDED,52,0,True
phase68b_dynamic_repair_base,2025-10-25,STRK,768,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,STX,2347,1,100.0,-26.705433808210003,0.0,-4.204043439727734,3,-31.131792260262504,False,True,SUSPENDED,SUSPENDED,63,0,True
phase68b_dynamic_repair_base,2025-10-25,SUI,1061,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,SUN,2015,4,100.0,-36.135858945844674,0.0,-1.0658141036401503e-14,31,-40.26982368230585,False,True,SUSPENDED,SUSPENDED,23,0,True
phase68b_dynamic_repair_base,2025-10-25,SYRUP,327,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,TAO,717,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,THETA,2545,1,100.0,-30.49307985549767,0.0,-7.287187639551952,8,-35.36634981937209,False,True,SUSPENDED,SUSPENDED,61,0,True
phase68b_dynamic_repair_base,2025-10-25,TIA,880,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,TON,598,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,21,0,True
phase68b_dynamic_repair_base,2025-10-25,TRUMP,434,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,TRX,2644,1,100.0,-32.28351864816763,0.0,-0.28441552123229386,19,-36.50439831020953,False,True,SUSPENDED,SUSPENDED,15,0,True
phase68b_dynamic_repair_base,2025-10-25,TWT,1887,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,78,0,True
phase68b_dynamic_repair_base,2025-10-25,UNI,2019,1,100.0,-15.709525302623305,0.0,-3.2715616618525623,3,-17.38690662827913,False,True,SUSPENDED,SUSPENDED,54,0,True
phase68b_dynamic_repair_base,2025-10-25,VET,2644,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,63,0,True
phase68b_dynamic_repair_base,2025-10-25,VIRTUAL,352,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,WAL,170,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,WIF,754,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,WLD,979,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,WLFI,209,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,XLM,2644,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,24,0,True
phase68b_dynamic_repair_base,2025-10-25,XPL,185,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,XRP,2644,1,100.0,-24.034063551484678,0.0,-1.0658141036401503e-14,26,-25.492579439355847,False,True,SUSPENDED,SUSPENDED,65,0,True
phase68b_dynamic_repair_base,2025-10-25,XTZ,2378,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,102,0,True
phase68b_dynamic_repair_base,2025-10-25,ZEC,2565,1,100.0,99.33421592887471,23.477053616231643,-1.0658141036401503e-14,28,199.34893075978832,True,False,APPROVED,APPROVED,0,23,False
phase68b_dynamic_repair_base,2025-10-25,ZK,650,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-10-25,ZRO,647,1,100.0,-16.627135991620307,-9.988830775857792,-1.0658141036401503e-14,3,-48.500412317098764,False,True,SUSPENDED,SUSPENDED,339,0,True
phase68b_dynamic_repair_base,2025-11-01,2Z,178,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,340,0,True
phase68b_dynamic_repair_base,2025-11-01,AAVE,1991,1,100.0,-17.68546601069896,0.0,1.0658141036401503e-14,15,-18.656832513373715,False,True,SUSPENDED,SUSPENDED,15,0,True
phase68b_dynamic_repair_base,2025-11-01,ADA,2644,1,100.0,-33.79718661101336,0.0,-2.9737554266083706,28,-37.4964832637667,False,True,SUSPENDED,SUSPENDED,25,0,True
phase68b_dynamic_repair_base,2025-11-01,ALGO,2472,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,60,0,True
phase68b_dynamic_repair_base,2025-11-01,APT,1257,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,31,0,True
phase68b_dynamic_repair_base,2025-11-01,ARB,1102,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,74,0,True
phase68b_dynamic_repair_base,2025-11-01,ASTER,174,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,340,0,True
phase68b_dynamic_repair_base,2025-11-01,ATOM,2526,1,100.0,-49.04713778549849,0.0,-1.9656172923757218,15,-57.85892223187311,False,True,SUSPENDED,SUSPENDED,61,0,True
phase68b_dynamic_repair_base,2025-11-01,AVAX,2014,1,100.0,-34.909704450725116,-13.744943488357777,0.0,15,-81.42196102847971,False,True,SUSPENDED,SUSPENDED,57,0,True
phase68b_dynamic_repair_base,2025-11-01,AXS,1971,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,61,0,True
phase68b_dynamic_repair_base,2025-11-01,BCH,2313,1,100.0,-48.841700303327855,0.0,-0.5115277006115022,67,-52.40212537915981,False,True,SUSPENDED,SUSPENDED,17,0,True
phase68b_dynamic_repair_base,2025-11-01,BFUSD,228,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,340,0,True
phase68b_dynamic_repair_base,2025-11-01,BNB,2644,1,100.0,-46.66583970317972,-18.1060697423749,-8.411457228038454,28,-107.90050885609935,False,True,SUSPENDED,SUSPENDED,60,0,True
phase68b_dynamic_repair_base,2025-11-01,BONK,835,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,340,0,True
phase68b_dynamic_repair_base,2025-11-01,CAKE,1864,1,100.0,-17.009240811332305,-7.128479914128106,-3.684555013480395,28,-37.8969907565497,False,True,SUSPENDED,SUSPENDED,6,0,True
phase68b_dynamic_repair_base,2025-11-01,CFX,1826,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,61,0,True
phase68b_dynamic_repair_base,2025-11-01,CHZ,2396,1,100.0,-22.769829277977564,0.0,-2.5663248089337074,3,-26.212286597471955,False,True,SUSPENDED,SUSPENDED,61,0,True
phase68b_dynamic_repair_base,2025-11-01,COMP,2103,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,61,0,True
phase68b_dynamic_repair_base,2025-11-01,CRV,2052,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,61,0,True
phase68b_dynamic_repair_base,2025-11-01,DASH,2558,1,100.0,-27.299462425135346,0.0,-4.285980193171092,12,-30.97432803141918,False,True,SUSPENDED,SUSPENDED,61,0,True
phase68b_dynamic_repair_base,2025-11-01,DCR,2068,1,100.0,-48.00838559955995,0.0,-1.0658141036401503e-14,25,-55.560481999449934,False,True,SUSPENDED,SUSPENDED,61,0,True
phase68b_dynamic_repair_base,2025-11-01,DEXE,1710,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,105,0,True
phase68b_dynamic_repair_base,2025-11-01,DOGE,2459,1,100.0,-57.769370123059936,-12.147086977081068,-9.245054670675913,15,-105.20297358506812,False,True,SUSPENDED,SUSPENDED,26,0,True
phase68b_dynamic_repair_base,2025-11-01,DOT,2049,1,100.0,-50.54065245213066,-9.87197134971689,-3.0759468242473105,9,-89.94172961431399,False,True,SUSPENDED,SUSPENDED,60,0,True
phase68b_dynamic_repair_base,2025-11-01,ENA,726,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,340,0,True
phase68b_dynamic_repair_base,2025-11-01,ENS,1600,1,100.0,-39.88273884435529,0.0,-11.778185137653583,26,-45.303423555444105,False,True,SUSPENDED,SUSPENDED,14,0,True
phase68b_dynamic_repair_base,2025-11-01,ETC,2644,1,100.0,-32.068686192167675,0.0,-3.888984685513009,15,-36.63585774020959,False,True,SUSPENDED,SUSPENDED,15,0,True
phase68b_dynamic_repair_base,2025-11-01,ETH,2644,1,100.0,-7.115334018752321,0.0,0.0,47,-2.2441675234404013,False,True,SUSPENDED,SUSPENDED,22,0,True
phase68b_dynamic_repair_base,2025-11-01,ETHFI,741,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,340,0,True
phase68b_dynamic_repair_base,2025-11-01,FET,2586,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,80,0,True
phase68b_dynamic_repair_base,2025-11-01,FF,181,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,340,0,True
phase68b_dynamic_repair_base,2025-11-01,FIL,1991,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,63,0,True
phase68b_dynamic_repair_base,2025-11-01,FLOKI,1059,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,62,0,True
phase68b_dynamic_repair_base,2025-11-01,GNO,1672,1,100.0,-28.892495520789666,-9.21709094458667,-0.9309258270422269,8,-61.0168922347471,False,True,SUSPENDED,SUSPENDED,22,0,True
phase68b_dynamic_repair_base,2025-11-01,GRT,1928,1,100.0,-16.828968870719876,0.0,0.0,4,-18.686211088399848,False,True,SUSPENDED,SUSPENDED,62,0,True
phase68b_dynamic_repair_base,2025-11-01,HBAR,2373,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,64,0,True
phase68b_dynamic_repair_base,2025-11-01,ICP,1783,1,100.0,-22.08266953526862,0.0,-2.259348432517939,3,-25.353336919085777,False,True,SUSPENDED,SUSPENDED,32,0,True
phase68b_dynamic_repair_base,2025-11-01,INJ,1985,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,29,0,True
phase68b_dynamic_repair_base,2025-11-01,IOTA,2644,1,100.0,-41.99070570454104,0.0,-3.915914500758177,10,-49.5383821306763,False,True,SUSPENDED,SUSPENDED,117,0,True
phase68b_dynamic_repair_base,2025-11-01,JASMY,1588,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,78,0,True
phase68b_dynamic_repair_base,2025-11-01,JST,2056,1,100.0,-34.51207624317537,0.0,0.0,20,-39.190095303969215,False,True,SUSPENDED,SUSPENDED,89,0,True
phase68b_dynamic_repair_base,2025-11-01,JUP,788,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,340,0,True
phase68b_dynamic_repair_base,2025-11-01,KAIA,514,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,340,0,True
phase68b_dynamic_repair_base,2025-11-01,KITE,146,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,340,0,True
phase68b_dynamic_repair_base,2025-11-01,LDO,1420,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,78,0,True
phase68b_dynamic_repair_base,2025-11-01,LINK,2629,1,100.0,16.690711251580623,0.0,0.0,19,24.713389064475777,True,False,APPROVED,APPROVED,0,13,False
phase68b_dynamic_repair_base,2025-11-01,LTC,2644,1,100.0,-27.035473557631533,0.0,0.0,24,-29.444341947039415,False,True,SUSPENDED,SUSPENDED,28,0,True
phase68b_dynamic_repair_base,2025-11-01,LUNC,1297,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,340,0,True
phase68b_dynamic_repair_base,2025-11-01,MANA,2061,1,100.0,-64.1756240421085,0.0,-1.6450598223279762,17,-76.56953005263561,False,True,SUSPENDED,SUSPENDED,61,0,True
phase68b_dynamic_repair_base,2025-11-01,MORPHO,177,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,340,0,True
phase68b_dynamic_repair_base,2025-11-01,NEAR,1992,1,100.0,-65.97178571505017,-23.43160063025673,-8.568289363381698,15,-149.30953403458292,False,True,SUSPENDED,SUSPENDED,62,0,True
phase68b_dynamic_repair_base,2025-11-01,NEO,2644,1,100.0,-54.948460374893756,0.0,-11.11249161405259,11,-65.6355754686172,False,True,SUSPENDED,SUSPENDED,60,0,True
phase68b_dynamic_repair_base,2025-11-01,NEXO,1430,1,100.0,-10.023221997891156,0.0,0.0,15,-9.079027497363946,False,True,SUSPENDED,SUSPENDED,50,0,True
phase68b_dynamic_repair_base,2025-11-01,NIGHT,18,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,340,0,True
phase68b_dynamic_repair_base,2025-11-01,ONDO,352,1,100.0,-16.506511870984482,0.0,-6.684614190288418,10,-17.683139838730604,False,True,SUSPENDED,SUSPENDED,340,0,True
phase68b_dynamic_repair_base,2025-11-01,OP,1397,1,100.0,-39.30499856970908,-15.688026023945424,-8.88728493306822,3,-93.94532628397262,False,True,SUSPENDED,SUSPENDED,76,0,True
phase68b_dynamic_repair_base,2025-11-01,PENDLE,1000,1,100.0,-48.041202305171346,0.0,-2.5546939120508547,6,-57.50150288146418,False,True,SUSPENDED,SUSPENDED,29,0,True
phase68b_dynamic_repair_base,2025-11-01,PENGU,467,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,340,0,True
phase68b_dynamic_repair_base,2025-11-01,PEPE,1059,1,100.0,0.0,0.0,0.0,0,1.95,False,True,SUSPENDED,SUSPENDED,340,0,True
