model,latest_available_date,current_asset,latest_decision_date,latest_period_start,latest_period_end,next_rebalance_date,latest_keep_reason,candidate_assets_loaded,failed_assets_count,suspended_assets_now,trend_score,trend_state_label,buy_threshold,prev_trend_score,crossed_up_today,crossed_down_today,trend_input_raw,trend_threshold_raw,trend_band,trend_score_raw,trend_calc_date
phase66g_production_soft_filters,2026-08-27,ETH,2026-08-23,2026-08-24,2026-08-27,2026-08-30,best_passed,9,0,1,0.027951888169930474,nad_buy_hranicou,0.0,-0.18311831965036685,True,False,0.023354226580391657,0.02,0.12,0.027951888169930474,2026-08-27
