model,total_return_pct_gross,total_return_pct_net,cagr_pct_gross,cagr_pct_net,max_drawdown_pct_gross,max_drawdown_pct_net,since2023_cagr_pct_gross,since2023_cagr_pct_net,since2025_cagr_pct_gross,since2025_cagr_pct_net,trading_fees_total_pct,funding_total_pct,borrow_cost_total_pct,tradable_slippage_cost_total_pct,trade_count,cash_days_pct,btc_days_pct,annual_borrow_cost_pct,tradable_transition_slippage_bps,fee_side_mode,taker_fee_bps,maker_fee_bps,staking_discount_pct,referral_discount_pct,effective_trading_fee_bps,latest_available_date,switch_count,total_return_pct,cagr_pct,max_drawdown_pct,since2023_cagr_pct,since2025_cagr_pct,sharpe,sortino
phase68g_66g_1p25x_candidate,49652.48,45403.13,117.55,115.13,-27.51,-27.98,142.92,139.12,104.37,104.37,7.245,0.0,0.846,0.9,144,85.2004,0.0,12.0,10.0,taker,4.5,1.5,0.0,0.0,4.5,2026-05-01,9,45403.13,115.13,-27.98,139.12,104.37,1.6324,2.2264
