model,total_return_pct_gross,total_return_pct_net,cagr_pct_gross,cagr_pct_net,max_drawdown_pct_gross,max_drawdown_pct_net,since2023_cagr_pct_gross,since2023_cagr_pct_net,since2025_cagr_pct_gross,since2025_cagr_pct_net,trading_fees_total_pct,funding_total_pct,borrow_cost_total_pct,tradable_slippage_cost_total_pct,trade_count,cash_days_pct,btc_days_pct,annual_borrow_cost_pct,tradable_transition_slippage_bps,fee_side_mode,taker_fee_bps,maker_fee_bps,staking_discount_pct,referral_discount_pct,effective_trading_fee_bps,latest_available_date,switch_count,sharpe,sortino,total_return_pct,cagr_pct,max_drawdown_pct,since2023_cagr_pct,since2025_cagr_pct
phase68g_etf_flow_impulse_early_risk_cooldown_15,635211.97,475398.97,187.56,177.69,-12.42,-12.93,204.92,194.72,182.54,176.74,11.3963,0.0,2.4476,15.4,201,77.5503,5.8435,12.0,8.0,taker,4.5,1.5,0.0,0.0,4.5,2026-08-19,201,2.1731,3.5425,475398.97,177.69,-12.93,194.72,176.74
