model,total_return_pct_gross,total_return_pct_net,cagr_pct_gross,cagr_pct_net,max_drawdown_pct_gross,max_drawdown_pct_net,since2023_cagr_pct_gross,since2023_cagr_pct_net,since2025_cagr_pct_gross,since2025_cagr_pct_net,trading_fees_total_pct,funding_total_pct,borrow_cost_total_pct,tradable_slippage_cost_total_pct,trade_count,cash_days_pct,btc_days_pct,annual_borrow_cost_pct,tradable_transition_slippage_bps,fee_side_mode,taker_fee_bps,maker_fee_bps,staking_discount_pct,referral_discount_pct,effective_trading_fee_bps,latest_available_date,switch_count,sharpe,sortino,total_return_pct,cagr_pct,max_drawdown_pct,since2023_cagr_pct,since2025_cagr_pct
phase68g_btc_persistence_10d_early_risk_075,524179.53,376175.47,191.39,179.56,-13.29,-14.43,219.47,205.04,244.78,235.8,11.4638,0.0,3.614,18.4,181,79.7334,2.6316,12.0,8.0,taker,4.5,1.5,0.0,0.0,4.5,2026-05-08,181,2.1573,3.3705,376175.47,179.56,-14.43,205.04,235.8
