model,total_return_pct_gross,total_return_pct_net,cagr_pct_gross,cagr_pct_net,max_drawdown_pct_gross,max_drawdown_pct_net,since2023_cagr_pct_gross,since2023_cagr_pct_net,since2025_cagr_pct_gross,since2025_cagr_pct_net,trading_fees_total_pct,funding_total_pct,borrow_cost_total_pct,tradable_slippage_cost_total_pct,trade_count,cash_days_pct,btc_days_pct,annual_borrow_cost_pct,tradable_transition_slippage_bps,fee_side_mode,taker_fee_bps,maker_fee_bps,staking_discount_pct,referral_discount_pct,effective_trading_fee_bps,latest_available_date,switch_count
phase68i_dynamic_ladder_candidate,75100.16,37987.73,129.88,111.04,-26.62,-29.28,157.65,129.96,111.45,89.35,65.565,0.0,1.8645,0.9,744,42.0021,7.3959,12.0,10.0,taker,4.5,1.5,0.0,0.0,4.5,2026-04-19,744
