date,strategy_id,strategy_version,candidate_asset,selected_asset,model_candidate_exposure,trend_permission_active,actual_held_asset,authorized_tradable_asset,held_asset,current_asset,effective_market_exposure,current_exposure,exposure,regime,market_state,execution_state,execution_target_asset,execution_target_exposure,trend_state,trend_score,buy_threshold,model_candidate_return_gross,model_candidate_return_net,model_candidate_equity,authorized_return_gross,authorized_return_net,authorized_equity,btc_close,btc_return,btc_baseline_equity,btc_baseline_index,return_gross,return_net,equity,drawdown_pct,fees_daily,fees_cumulative,funding_daily,funding_cumulative,borrow_cost_daily,borrow_cost_cumulative,slippage_cost_daily,slippage_cost_cumulative,turnover,cash_day,btc_day,in_market,is_rebalance_day,asset_transition_day,trend_block_day,stress_block_day,trend_gate_pass,leverage_active,leverage_state_reason,trend_activation_threshold,reason_code,rolling_return_7d,rolling_return_30d,rolling_return_90d,rolling_vol_30d,rolling_sharpe_90d,source_validated,baseline_cash,baseline_full_risk,btc_candidate_persistence_rows,persistence_entry_filter_ready,early_risk_active,candidate_entry_day,candidate_exit_day,hard_invalidation,override_state,candidate_reason,portfolio_held_asset,held_asset_public,baseline_held_asset,baseline_asset_source,overlay_candidate_raw,overlay_candidate_clean,use_baseline_exposure,is_exposed,trend_state_label,prev_trend_score,crossed_up_today,crossed_down_today,days_in_position,switch_day_forced_1x,entry_buffer_day_forced_1x,baseline_equity_curve,baseline_dd_lookback,stress_block_active,tradable_transition_day,tradable_governed_asset,leverage_eligible,target_leverage,effective_leverage,daily_borrow_cost,tradable_slippage_cost,realistic_ret_gross,realistic_ret,equity_curve,trading_fees_daily,fee_side_mode,taker_fee_bps,maker_fee_bps,staking_discount_pct,referral_discount_pct,effective_trading_fee_bps,annual_borrow_cost_pct,tradable_transition_slippage_bps
2020-05-30,current_strategy,phase68g_btc_persistence_10d_early_risk_075,BTC,BTC,0.75,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,pod_buy_hranicou,-0.1666666666666666,0.0,0.021532406145,0.021532406145,2.485594738955,0.0,0.0,2.847732264712,9697.72,0.0287098748603753,0.983142741281427,98.3142741281427,0.0,0.0,2.847732264712,-13.760139265691,0.0,0.012825,0.0,0.0,0.0,0.003860369628,0.0,0.023,0.0,True,False,False,False,False,False,False,False,False,entry_buffer_day,0.1,candidate_persistence_lt_10_rows,-0.0013374999999999,-0.0184159848800822,-0.021802609292262,0.1647047937807377,-0.8902477585095955,True,True,False,2,False,False,False,False,False,CASH,candidate_persistence_lt_10_rows,CASH,CASH,BTC,production_core_v1,BTC,BTC,False,False,pod_buy_hranicou,-0.1666666666666666,False,False,0,False,False,2.485594738955,0.0,False,False,CASH,False,0.75,0.0,0.0,0.0,0.0,0.0,2.847732264712,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2020-05-31,current_strategy,phase68g_btc_persistence_10d_early_risk_075,BTC,BTC,0.75,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,pod_buy_hranicou,-0.2695576826377405,0.0,-0.019291905726,-0.019291905726,2.437642879577,0.0,0.0,2.847732264712,9448.27,-0.0257225409683924,0.9578538118410378,95.78538118410378,0.0,0.0,2.847732264712,-13.760139265691,0.0,0.012825,0.0,0.0,0.0,0.003860369628,0.0,0.023,0.0,True,False,False,False,False,True,False,False,False,trend_gate,0.1,candidate_persistence_lt_10_rows,0.0,-0.0184159848800822,-0.021802609292262,0.1647047937807377,-0.8902477585095955,True,True,False,3,False,False,False,False,False,CASH,candidate_persistence_lt_10_rows,CASH,CASH,BTC,production_core_v1,BTC,BTC,False,False,pod_buy_hranicou,-0.1666666666666666,False,False,0,False,False,2.437642879577,0.0,False,False,CASH,False,0.75,0.0,0.0,0.0,0.0,0.0,2.847732264712,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2020-06-01,current_strategy,phase68g_btc_persistence_10d_early_risk_075,ADA,ADA,1.0,True,ADA,ADA,ADA,ADA,1.0,1.0,1.0,ALT,IN_MARKET,ADA,ADA,1.0,nad_buy_hranicou,0.2978793706289211,0.0,0.079644209998,0.078744209998,2.629593142388,0.079644209998,0.078194209998,3.070408439438,10200.77,0.0796442099982324,1.0341413219789128,103.41413219789128,0.079644209998,0.078194209998,3.070408439438,-7.016681485203,0.00045,0.013275,0.0,0.0,0.0,0.003860369628,0.001,0.024,1.0,False,False,True,True,True,False,False,True,False,switch_day,0.1,baseline_non_cash_strict_pass_through,0.0781942099979999,0.0583382017288847,0.0546867628962344,0.3165377163959221,1.2650925206887378,True,False,True,0,False,False,False,False,False,PASS_THROUGH,baseline_non_cash_strict_pass_through,ADA,ADA,ADA,production_core_v1,ADA,ADA,False,True,nad_buy_hranicou,-0.2695576826377405,True,False,0,False,False,2.629593142388,0.0,False,True,ADA,True,1.0,1.0,0.0,0.001,0.079644209998,0.078194209998,3.070408439438,0.00045,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2020-06-02,current_strategy,phase68g_btc_persistence_10d_early_risk_075,ADA,ADA,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,pod_buy_hranicou,-0.0749752036732015,0.0,-0.066929261222,-0.066929261222,2.453596416052,0.0,-0.00145,3.065956347201,9518.04,-0.066929261222437,0.9649270072992698,96.49270072992698,0.0,-0.00145,3.065956347201,-7.151507297044,0.00045,0.013725,0.0,0.0,0.0,0.003860369628,0.001,0.025,1.0,True,False,False,True,True,False,False,False,False,entry_buffer_day,0.1,candidate_asset_not_btc,0.0766308283935028,0.0568036113363779,0.0531574670900349,0.3166896831585792,1.232780053693549,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,ADA,production_core_v1,ADA,ADA,False,False,pod_buy_hranicou,0.2978793706289211,False,True,0,False,False,2.453596416052,0.0,False,True,CASH,False,1.0,0.0,0.0,0.001,0.0,-0.00145,3.065956347201,0.00045,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2020-06-03,current_strategy,phase68g_btc_persistence_10d_early_risk_075,ADA,ADA,1.25,True,ADA,ADA,ADA,ADA,1.25,1.25,1.25,ALT,IN_MARKET,ADA,ADA,1.25,nad_buy_hranicou,0.1663878810223749,0.0,0.035810441294,0.03561580577,2.540983229445,0.035810441294,0.03416580577,3.17070721626,9666.24,0.0155704325680496,0.9799513381995132,97.9951338199513,0.035810441294,0.03416580577,3.17070721626,-3.97926372928,0.0005625,0.0142875,0.0,0.0,8.2135524e-05,0.003942505152,0.001,0.026,1.25,False,False,True,True,True,False,False,True,True,leverage_on,0.1,baseline_non_cash_strict_pass_through,0.1134147881623894,0.0929101582583311,0.0909336287560367,0.3352407646488809,1.901097061361452,True,False,True,0,False,False,False,False,False,PASS_THROUGH,baseline_non_cash_strict_pass_through,ADA,ADA,ADA,production_core_v1,ADA,ADA,False,True,nad_buy_hranicou,-0.0749752036732015,True,False,0,False,False,2.540983229445,0.0,False,True,ADA,True,1.25,1.25,8.2135524e-05,0.001,0.035810441294,0.03416580577,3.17070721626,0.0005625,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2020-06-04,current_strategy,phase68g_btc_persistence_10d_early_risk_075,ADA,ADA,1.25,True,ADA,ADA,ADA,ADA,1.25,1.25,1.25,ALT,IN_MARKET,ADA,ADA,1.25,nad_buy_hranicou,0.1199582714847529,0.0,-0.006696793718,-0.006778929242,2.523758083928,-0.006696793718,-0.006778929242,3.149213216394,9789.06,0.0127060780613765,0.9924026763990266,99.24026763990264,-0.006696793718,-0.006778929242,3.149213216394,-4.63018150622,0.0,0.0142875,0.0,0.0,8.2135524e-05,0.004024640676,0.0,0.026,0.0,False,False,True,False,False,False,False,True,True,leverage_on,0.1,baseline_non_cash_strict_pass_through,0.1058670280964402,0.0855013976276348,0.0836272711727197,0.3368106583516144,1.7566849862363132,True,False,True,0,False,False,False,False,False,PASS_THROUGH,baseline_non_cash_strict_pass_through,ADA,ADA,ADA,production_core_v1,ADA,ADA,False,True,nad_buy_hranicou,0.1663878810223749,False,False,0,False,False,2.523758083928,0.0,False,False,ADA,True,1.25,1.25,8.2135524e-05,0.0,-0.006696793718,-0.006778929242,3.149213216394,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2020-06-05,current_strategy,phase68g_btc_persistence_10d_early_risk_075,ADA,ADA,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,pod_buy_hranicou,-0.0350753106731085,0.0,-0.017985421423,-0.018097921423,2.478083308435,0.0,-0.0015625,3.144292570743,9621.16,-0.0171518000706911,0.9753811841038116,97.53811841038116,0.0,-0.0015625,3.144292570743,-4.779196847628,0.0005625,0.01485,0.0,0.0,0.0,0.004024640676,0.001,0.027,1.25,True,False,False,True,True,True,False,False,False,trend_gate,0.1,candidate_asset_not_btc,0.1041391108650395,0.0838053016938416,0.082022976085633,0.3370164356268183,1.725599037423483,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,ADA,production_core_v1,ADA,ADA,False,False,pod_buy_hranicou,0.1199582714847529,False,True,0,False,False,2.478083308435,0.0,False,True,CASH,False,1.0,0.0,0.0,0.001,0.0,-0.0015625,3.144292570743,0.0005625,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2020-06-06,current_strategy,phase68g_btc_persistence_10d_early_risk_075,ADA,ADA,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,nad_buy_hranicou,0.0068881877940705,0.0,0.004957338666,0.004957338666,2.490368006638,0.0,0.0,3.144292570743,9666.3,0.0046917419521137,0.979957420924574,97.9957420924574,0.0,0.0,3.144292570743,-4.779196847628,0.0,0.01485,0.0,0.0,0.0,0.004024640676,0.0,0.027,0.0,True,False,False,False,False,True,False,False,False,trend_gate,0.1,candidate_asset_not_btc,0.1041391108650395,0.0838053016938416,0.0821118559099451,0.3370164356268183,1.7273115496873328,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,ADA,production_core_v1,ADA,ADA,False,False,nad_buy_hranicou,-0.0350753106731085,True,False,0,False,False,2.490368006638,0.0,False,False,CASH,False,1.0,0.0,0.0,0.0,0.0,0.0,3.144292570743,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2020-06-07,current_strategy,phase68g_btc_persistence_10d_early_risk_075,BASE,BASE,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,nad_buy_hranicou,0.0990103959945366,0.0,0.01082913119,0.00992913119,2.515095197286,0.0,0.0,3.144292570743,9746.99,0.0083475580108212,0.9881376723438764,98.81376723438764,0.0,0.0,3.144292570743,-4.779196847628,0.0,0.01485,0.0,0.0,0.0,0.004024640676,0.0,0.027,0.0,True,False,False,False,False,False,False,False,False,switch_day,0.1,candidate_asset_not_btc,0.1041391108650395,0.0838053016938416,0.0838053016938416,0.3370164356268183,1.7601120230908711,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,BASE,production_core_v1,BASE,BASE,False,False,nad_buy_hranicou,0.0068881877940705,False,False,0,False,False,2.515095197286,0.0,False,False,CASH,False,1.0,0.0,0.0,0.0,0.0,0.0,3.144292570743,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2020-06-08,current_strategy,phase68g_btc_persistence_10d_early_risk_075,ADA,ADA,1.0,True,ADA,ADA,ADA,ADA,1.0,1.0,1.0,ALT,IN_MARKET,ADA,ADA,1.0,nad_buy_hranicou,0.1637069086238712,0.0,0.007523716061,0.006623716061,2.53175447374,0.007523716061,0.006073716061,3.163390111032,9782.01,0.003592904065768,0.9916879562043794,99.16879562043796,0.007523716061,0.006073716061,3.163390111032,-4.200852726132,0.00045,0.0153,0.0,0.0,0.0,0.004024640676,0.001,0.028,1.0,False,False,True,True,True,False,False,True,False,switch_day,0.1,baseline_non_cash_strict_pass_through,0.0302831605062501,0.0903880273617365,0.0903880273617365,0.3370380506723528,1.883235846654643,True,False,True,0,False,False,False,False,False,PASS_THROUGH,baseline_non_cash_strict_pass_through,ADA,ADA,ADA,production_core_v1,ADA,ADA,False,True,nad_buy_hranicou,0.0990103959945366,False,False,0,False,False,2.53175447374,0.0,False,True,ADA,True,1.0,1.0,0.0,0.001,0.007523716061,0.006073716061,3.163390111032,0.00045,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2020-06-09,current_strategy,phase68g_btc_persistence_10d_early_risk_075,ADA,ADA,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,nad_buy_hranicou,0.0722879233867695,0.0,-0.010551948052,-0.010551948052,2.505039532053,0.0,-0.00145,3.158803195371,9772.43,-0.0009793488250369,0.9907167477696674,99.07167477696674,0.0,-0.00145,3.158803195371,-4.339761489679,0.00045,0.01575,0.0,0.0,0.0,0.004024640676,0.001,0.029,1.0,True,False,False,True,True,False,False,False,False,entry_buffer_day,0.1,candidate_asset_not_btc,0.0302831605062499,0.0888069647220621,0.0888069647220621,0.3372339128655239,1.852801396397358,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,ADA,production_core_v1,ADA,ADA,False,False,nad_buy_hranicou,0.1637069086238712,False,False,0,False,False,2.505039532053,0.0,False,True,CASH,False,1.0,0.0,0.0,0.001,0.0,-0.00145,3.158803195371,0.00045,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2020-06-10,current_strategy,phase68g_btc_persistence_10d_early_risk_075,ADA,ADA,1.25,True,ADA,ADA,ADA,ADA,1.25,1.25,1.25,ALT,IN_MARKET,ADA,ADA,1.25,nad_buy_hranicou,0.2122292930958726,0.0,0.02040607055,0.020211435026,2.555669975793,0.02040607055,0.018761435026,3.218066876281,9885.0,0.0115191410938733,1.0021289537712896,100.21289537712896,0.02040607055,0.018761435026,3.218066876281,-2.545038140292,0.0005625,0.0163125,0.0,0.0,8.2135524e-05,0.0041067762,0.001,0.03,1.25,False,False,True,True,True,False,False,True,True,leverage_on,0.1,baseline_non_cash_strict_pass_through,0.0149366235320154,0.1092345458465513,0.1092345458465513,0.3413251197204685,2.2044872463759853,True,False,True,0,False,False,False,False,False,PASS_THROUGH,baseline_non_cash_strict_pass_through,ADA,ADA,ADA,production_core_v1,ADA,ADA,False,True,nad_buy_hranicou,0.0722879233867695,False,False,0,False,False,2.555669975793,0.0,False,True,ADA,True,1.25,1.25,8.2135524e-05,0.001,0.02040607055,0.018761435026,3.218066876281,0.0005625,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2020-06-11,current_strategy,phase68g_btc_persistence_10d_early_risk_075,ADA,ADA,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,pod_buy_hranicou,-0.3950037357674971,0.0,-0.069698926467,-0.069811426467,2.377255009204,0.0,-0.0015625,3.213038646787,9280.4,-0.0611633788568538,0.9408353609083536,94.08353609083537,0.0,-0.0015625,3.213038646787,-2.697311518192,0.0005625,0.016875,0.0,0.0,0.0,0.0041067762,0.001,0.031,1.25,True,False,False,True,True,True,False,False,False,trend_gate,0.1,candidate_asset_not_btc,0.0202671035607251,0.1075013668686661,0.1075013668686661,0.3415686926200235,2.172057394782397,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,ADA,production_core_v1,ADA,ADA,False,False,pod_buy_hranicou,0.2122292930958726,False,True,0,False,False,2.377255009204,0.0,False,True,CASH,False,1.0,0.0,0.0,0.001,0.0,-0.0015625,3.213038646787,0.0005625,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2020-06-12,current_strategy,phase68g_btc_persistence_10d_early_risk_075,ADA,ADA,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,pod_buy_hranicou,-0.1474692526639563,0.0,0.030540974361,0.030540974361,2.44985869349,0.0,0.0,3.213038646787,9465.13,0.0199053920089651,0.9595630575831304,95.95630575831304,0.0,0.0,3.213038646787,-2.697311518192,0.0,0.016875,0.0,0.0,0.0,0.0041067762,0.0,0.031,0.0,True,False,False,False,False,True,False,False,False,trend_gate,0.1,candidate_asset_not_btc,0.021863765694623,0.1075013668686661,0.1075013668686661,0.3415686926200235,2.172057394782397,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,ADA,production_core_v1,ADA,ADA,False,False,pod_buy_hranicou,-0.3950037357674971,False,False,0,False,False,2.44985869349,0.0,False,False,CASH,False,1.0,0.0,0.0,0.0,0.0,0.0,3.213038646787,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2020-06-13,current_strategy,phase68g_btc_persistence_10d_early_risk_075,ADA,ADA,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,pod_buy_hranicou,-0.1277790096898118,0.0,0.002357398442,0.002357398442,2.455633986558,0.0,0.0,3.213038646787,9473.34,0.0008673943199934,0.9603953771289536,96.03953771289537,0.0,0.0,3.213038646787,-2.697311518192,0.0,0.016875,0.0,0.0,0.0,0.0041067762,0.0,0.031,0.0,True,False,False,False,False,True,False,False,False,trend_gate,0.1,candidate_asset_not_btc,0.021863765694623,0.1075013668686661,0.1075013668686661,0.3415686926200235,2.172057394782397,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,ADA,production_core_v1,ADA,ADA,False,False,pod_buy_hranicou,-0.1474692526639563,False,False,0,False,False,2.455633986558,0.0,False,False,CASH,False,1.0,0.0,0.0,0.0,0.0,0.0,3.213038646787,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2020-06-14,current_strategy,phase68g_btc_persistence_10d_early_risk_075,BASE,BASE,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,pod_buy_hranicou,-0.3507006890756696,0.0,-0.026626349166,-0.027526349166,2.388039348019,0.0,0.0,3.213038646787,9342.1,-0.013853614459103,0.9470904298459044,94.70904298459044,0.0,0.0,3.213038646787,-2.697311518192,0.0,0.016875,0.0,0.0,0.0,0.0041067762,0.0,0.031,0.0,True,False,False,False,False,False,False,False,False,switch_day,0.1,candidate_asset_not_btc,0.021863765694623,0.1075013668686661,0.1075013668686661,0.3415686926200235,2.172057394782397,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,BASE,production_core_v1,BASE,BASE,False,False,pod_buy_hranicou,-0.1277790096898118,False,False,0,False,False,2.388039348019,0.0,False,False,CASH,False,1.0,0.0,0.0,0.0,0.0,0.0,3.213038646787,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2020-06-15,current_strategy,phase68g_btc_persistence_10d_early_risk_075,ADA,ADA,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,pod_buy_hranicou,-0.3826973339086556,0.0,-0.003926306252,-0.004826306252,2.376513938784,0.0,0.0,3.213038646787,9426.02,0.008982990976333,0.9555981346309814,95.55981346309814,0.0,0.0,3.213038646787,-2.697311518192,0.0,0.016875,0.0,0.0,0.0,0.0041067762,0.0,0.031,0.0,True,False,False,False,False,False,False,False,False,switch_day,0.1,candidate_asset_not_btc,0.0156947243343603,0.1075013668686661,0.1075013668686661,0.3415686926200235,2.172057394782397,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,ADA,production_core_v1,ADA,ADA,False,False,pod_buy_hranicou,-0.3507006890756696,False,False,0,False,False,2.376513938784,0.0,False,False,CASH,False,1.0,0.0,0.0,0.0,0.0,0.0,3.213038646787,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2020-06-16,current_strategy,phase68g_btc_persistence_10d_early_risk_075,ADA,ADA,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,pod_buy_hranicou,-0.2265818360422193,0.0,0.019232435242,0.019232435242,2.422220089214,0.0,0.0,3.213038646787,9525.59,0.0105633130419837,0.9656924168694242,96.56924168694242,0.0,0.0,3.213038646787,-2.697311518192,0.0,0.016875,0.0,0.0,0.0,0.0041067762,0.0,0.031,0.0,True,False,False,False,False,False,False,False,False,entry_buffer_day,0.1,candidate_asset_not_btc,0.0171696202837716,0.0830799445749705,0.1075013668686661,0.3350073852168783,2.172057394782397,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,ADA,production_core_v1,ADA,ADA,False,False,pod_buy_hranicou,-0.3826973339086556,False,False,0,False,False,2.422220089214,0.0,False,False,CASH,False,1.0,0.0,0.0,0.0,0.0,0.0,3.213038646787,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2020-06-17,current_strategy,phase68g_btc_persistence_10d_early_risk_075,ADA,ADA,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,pod_buy_hranicou,-0.2786203353310321,0.0,-0.006289842754,-0.006289842754,2.406984705737,0.0,0.0,3.213038646787,9465.14,-0.0063460636034093,0.9595640713706408,95.95640713706408,0.0,0.0,3.213038646787,-2.697311518192,0.0,0.016875,0.0,0.0,0.0,0.0041067762,0.0,0.031,0.0,True,False,False,False,False,True,False,False,False,trend_gate,0.1,candidate_asset_not_btc,-0.0015625,0.0785765162474072,0.1075013668686661,0.3351068636419557,2.172057394782397,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,ADA,production_core_v1,ADA,ADA,False,False,pod_buy_hranicou,-0.2265818360422193,False,False,0,False,False,2.406984705737,0.0,False,False,CASH,False,1.0,0.0,0.0,0.0,0.0,0.0,3.213038646787,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2020-06-18,current_strategy,phase68g_btc_persistence_10d_early_risk_075,ADA,ADA,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,pod_buy_hranicou,-0.3514377338410913,0.0,-0.008857077702,-0.008857077702,2.38566585517,0.0,0.0,3.213038646787,9386.32,-0.0083273992777708,0.951573398215734,95.1573398215734,0.0,0.0,3.213038646787,-2.697311518192,0.0,0.016875,0.0,0.0,0.0,0.0041067762,0.0,0.031,0.0,True,False,False,False,False,True,False,False,False,trend_gate,0.1,candidate_asset_not_btc,0.0,0.0751304190312083,0.1075013668686661,0.3352253563453999,2.172057394782397,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,ADA,production_core_v1,ADA,ADA,False,False,pod_buy_hranicou,-0.2786203353310321,False,False,0,False,False,2.38566585517,0.0,False,False,CASH,False,1.0,0.0,0.0,0.0,0.0,0.0,3.213038646787,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2020-06-19,current_strategy,phase68g_btc_persistence_10d_early_risk_075,ADA,ADA,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,pod_buy_hranicou,-0.4370256750647801,0.0,-0.010503440782,-0.010503440782,2.360608155134,0.0,0.0,3.213038646787,9310.23,-0.0081064783642578,0.943859489051095,94.3859489051095,0.0,0.0,3.213038646787,-2.697311518192,0.0,0.016875,0.0,0.0,0.0,0.0041067762,0.0,0.031,0.0,True,False,False,False,False,True,False,False,False,trend_gate,0.1,candidate_asset_not_btc,0.0,0.0973656013165154,0.1075013668686661,0.3254909294337659,2.172057394782397,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,ADA,production_core_v1,ADA,ADA,False,False,pod_buy_hranicou,-0.3514377338410913,False,False,0,False,False,2.360608155134,0.0,False,False,CASH,False,1.0,0.0,0.0,0.0,0.0,0.0,3.213038646787,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2020-06-20,current_strategy,phase68g_btc_persistence_10d_early_risk_075,ADA,ADA,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,pod_buy_hranicou,-0.2825738730863964,0.0,0.0191556857,0.0191556857,2.405827223016,0.0,0.0,3.213038646787,9358.95,0.0052329534286479,0.9487986618004868,94.87986618004868,0.0,0.0,3.213038646787,-2.697311518192,0.0,0.016875,0.0,0.0,0.0,0.0041067762,0.0,0.031,0.0,True,False,False,False,False,True,False,False,False,trend_gate,0.1,candidate_asset_not_btc,0.0,0.1370654552512085,0.1075013668686661,0.2963978619425296,2.172057394782397,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,ADA,production_core_v1,ADA,ADA,False,False,pod_buy_hranicou,-0.4370256750647801,False,False,0,False,False,2.405827223016,0.0,False,False,CASH,False,1.0,0.0,0.0,0.0,0.0,0.0,3.213038646787,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2020-06-21,current_strategy,phase68g_btc_persistence_10d_early_risk_075,BASE,BASE,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,pod_buy_hranicou,-0.2733264403564823,0.0,0.001125344188,0.000225344188,2.406369362197,0.0,0.0,3.213038646787,9294.69,-0.0068661548571153,0.9422840632603408,94.22840632603408,0.0,0.0,3.213038646787,-2.697311518192,0.0,0.016875,0.0,0.0,0.0,0.0041067762,0.0,0.031,0.0,True,False,False,False,False,False,False,False,False,switch_day,0.1,candidate_asset_not_btc,0.0,0.1276139103841607,0.1075013668686661,0.2964238505853266,2.172057394782397,True,True,False,0,False,False,False,False,False,CASH,candidate_asset_not_btc,CASH,CASH,BASE,production_core_v1,BASE,BASE,False,False,pod_buy_hranicou,-0.2825738730863964,False,False,0,False,False,2.406369362197,0.0,False,False,CASH,False,1.0,0.0,0.0,0.0,0.0,0.0,3.213038646787,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
2020-06-22,current_strategy,phase68g_btc_persistence_10d_early_risk_075,ADA,ADA,1.0,True,ADA,ADA,ADA,ADA,1.0,1.0,1.0,ALT,IN_MARKET,ADA,ADA,1.0,nad_buy_hranicou,0.3226410860034206,0.0,0.072443317708,0.071543317708,2.578529009999,0.072443317708,0.070993317708,3.441142920246,9685.69,0.0420670296696286,0.9819231549067317,98.19231549067317,0.072443317708,0.070993317708,3.441142920246,0.0,0.00045,0.017325,0.0,0.0,0.0,0.0041067762,0.001,0.032,1.0,False,False,True,True,True,False,False,True,False,switch_day,0.1,baseline_non_cash_strict_pass_through,0.0709933177079999,0.2067638640648939,0.1861265632688176,0.3743818120315215,2.961222350958688,True,False,True,0,False,False,False,False,False,PASS_THROUGH,baseline_non_cash_strict_pass_through,ADA,ADA,ADA,production_core_v1,ADA,ADA,False,True,nad_buy_hranicou,-0.2733264403564823,True,False,0,False,False,2.578529009999,0.0,False,True,ADA,True,1.0,1.0,0.0,0.001,0.072443317708,0.070993317708,3.441142920246,0.00045,taker,4.5,1.5,0.0,0.0,4.5,12.0,8.0
