model,latest_available_date,current_asset,held_asset_public,held_state_label,execution_state,next_rebalance_date,dropped_assets,final_shortlist,live_truth_mode,execution_profile,leverage_mode,deployment_candidate_label,fallback_profile_label,approval_gate_status
phase67j_no_neo_main,2026-05-07,CORE,BTC,Držíme BTC,CORE_ACTIVE,2026-05-10,NEO,"APT,DOGE,HBAR,LINK,LUNC,MORPHO,RUNE,SKY,STX",phase68g_66g_1p25x_candidate,static_1p25x,static_1p25x,phase68g_66g_1p25x_candidate,phase68i_dynamic_ladder_candidate,approved_and_applied
