date,strategy_id,strategy_version,candidate_asset,selected_asset,model_candidate_exposure,trend_permission_active,actual_held_asset,authorized_tradable_asset,held_asset,current_asset,effective_market_exposure,current_exposure,exposure,regime,market_state,execution_state,execution_target_asset,execution_target_exposure,trend_state,trend_score,buy_threshold,model_candidate_return_gross,model_candidate_return_net,model_candidate_equity,authorized_return_gross,authorized_return_net,authorized_equity,btc_close,btc_return,btc_baseline_equity,btc_baseline_index,return_gross,return_net,equity,drawdown_pct,fees_daily,fees_cumulative,funding_daily,funding_cumulative,borrow_cost_daily,borrow_cost_cumulative,slippage_cost_daily,slippage_cost_cumulative,turnover,cash_day,btc_day,in_market,is_rebalance_day,asset_transition_day,trend_block_day,stress_block_day,trend_gate_pass,leverage_active,leverage_state_reason,trend_activation_threshold,reason_code,rolling_return_7d,rolling_return_30d,rolling_return_90d,rolling_vol_30d,rolling_sharpe_90d,source_validated,portfolio_held_asset,held_asset_public,baseline_held_asset,baseline_asset_source,overlay_candidate_raw,overlay_candidate_clean,use_baseline_exposure,is_exposed,trend_state_label,prev_trend_score,crossed_up_today,crossed_down_today,days_in_position,switch_day_forced_1x,entry_buffer_day_forced_1x,baseline_equity_curve,baseline_dd_lookback,stress_block_active,tradable_transition_day,tradable_governed_asset,leverage_eligible,target_leverage,effective_leverage,daily_borrow_cost,tradable_slippage_cost,realistic_ret_gross,realistic_ret,equity_curve,trading_fees_daily,fee_side_mode,taker_fee_bps,maker_fee_bps,staking_discount_pct,referral_discount_pct,effective_trading_fee_bps,annual_borrow_cost_pct,tradable_transition_slippage_bps
2024-01-30,current_strategy,phase68g_etf_flow_impulse_early_risk_cooldown_15,BASE,BASE,1.0,False,CASH,CASH,CASH,CASH,0.0,0.0,0.0,CASH,OUT_OF_MARKET,OUT_OF_MARKET,CASH,0.0,pod_buy_hranicou,-0.428229,0.0,0.0,0.0,1.0,0.0,0.0,1.0,42941.1,0.019479053376,1.00370172731,100.370172731,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,False,False,cash,0.1,candidate_asset_not_btc,0.0,,,,,True,CASH,CASH,BASE,production_core_v1,BASE,BASE,False,False,pod_buy_hranicou,-0.567486,False,False,0,False,False,1.0,0.0,False,False,CASH,False,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,20.0
2024-01-31,current_strategy,phase68g_etf_flow_impulse_early_risk_cooldown_15,BTC,BTC,0.5,True,BTC,BTC,BTC,BTC,0.5,0.5,0.5,BTC,IN_MARKET,IN_MARKET,BTC,0.5,pod_buy_hranicou,-0.457671,0.0,-0.004204596529,-0.005429596529,0.994570403471,-0.004204596529,-0.005429596529,0.994570403471,42580.0,-0.008409193057,0.995261405713,99.5261405713,-0.004204596529,-0.005429596529,0.994570403471,-0.5429596529,0.000225,0.000225,0.0,0.0,0.0,0.0,0.001,0.001,0.5,False,True,True,True,True,True,False,False,False,early_risk,0.1,early_risk_etf_flow_impulse,-0.005429596529,,,,,True,BTC,BTC,BTC,production_core_v1,BTC,BTC,False,True,pod_buy_hranicou,-0.428229,False,False,0,False,False,0.994570403471,0.0,False,True,BTC,True,0.5,0.5,0.0,0.001,-0.004204596529,-0.005429596529,0.994570403471,0.000225,taker,4.5,1.5,0.0,0.0,4.5,12.0,20.0
2024-02-01,current_strategy,phase68g_etf_flow_impulse_early_risk_cooldown_15,BTC,BTC,0.5,True,BTC,BTC,BTC,BTC,0.5,0.5,0.5,BTC,IN_MARKET,IN_MARKET,BTC,0.5,pod_buy_hranicou,-0.181031,0.0,0.005905824331,0.005905824331,1.000444161559,0.005905824331,0.005905824331,1.000444161559,43082.94,0.011811648661,1.007017083763,100.7017083763,0.005905824331,0.005905824331,1.000444161559,0.0,0.0,0.000225,0.0,0.0,0.0,0.0,0.0,0.001,0.0,False,True,True,False,False,True,False,False,False,early_risk,0.1,early_risk_etf_flow_impulse,0.000444161559,,,,,True,BTC,BTC,BTC,production_core_v1,BTC,BTC,False,True,pod_buy_hranicou,-0.457671,False,False,0,False,False,1.000444161559,0.0,False,False,BTC,True,0.5,0.5,0.0,0.0,0.005905824331,0.005905824331,1.000444161559,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,20.0
2024-02-02,current_strategy,phase68g_etf_flow_impulse_early_risk_cooldown_15,BASE,BASE,1.25,True,BASE,BASE,BASE,BASE,1.25,1.25,1.25,BASE,IN_MARKET,IN_MARKET,BASE,1.25,nad_buy_hranicou,0.303799,0.0,0.007026115531,0.005381480007,1.005828031812,0.007026115531,0.005381480007,1.005828031812,43200.0,0.002717084767,1.009753234542,100.9753234542,0.007026115531,0.005381480007,1.005828031812,0.0,0.0005625,0.0007875,0.0,0.0,8.2135524e-05,8.2135524e-05,0.001,0.002,1.25,False,False,True,True,True,False,False,True,True,baseline_pass_through,0.1,baseline_full_risk_pass_through,0.005828031812,,,,,True,BASE,BASE,BASE,production_core_v1,BASE,BASE,False,True,nad_buy_hranicou,-0.181031,True,False,0,False,False,1.005828031812,0.0,False,True,BASE,True,1.25,1.25,8.2135524e-05,0.001,0.007026115531,0.005381480007,1.005828031812,0.0005625,taker,4.5,1.5,0.0,0.0,4.5,12.0,20.0
2024-02-03,current_strategy,phase68g_etf_flow_impulse_early_risk_cooldown_15,BASE,BASE,1.25,True,BASE,BASE,BASE,BASE,1.25,1.25,1.25,BASE,IN_MARKET,IN_MARKET,BASE,1.25,nad_buy_hranicou,0.184522,0.0,0.010211540115,0.010129404591,1.016016470895,0.010211540115,0.010129404591,1.016016470895,43011.09,-0.004372916667,1.005337667793,100.5337667793,0.010211540115,0.010129404591,1.016016470895,0.0,0.0,0.0007875,0.0,0.0,8.2135524e-05,0.000164271048,0.0,0.002,0.0,False,False,True,False,False,False,False,True,True,baseline_pass_through,0.1,baseline_full_risk_pass_through,0.016016470895,,,,,True,BASE,BASE,BASE,production_core_v1,BASE,BASE,False,True,nad_buy_hranicou,0.303799,False,False,0,False,False,1.016016470895,0.0,False,False,BASE,True,1.25,1.25,8.2135524e-05,0.0,0.010211540115,0.010129404591,1.016016470895,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,20.0
2024-02-06,current_strategy,phase68g_etf_flow_impulse_early_risk_cooldown_15,BASE,BASE,1.25,True,BASE,BASE,BASE,BASE,1.25,1.25,1.25,BASE,IN_MARKET,IN_MARKET,BASE,1.25,pozitivny,0.536212,0.0,0.021327113801,0.021244978277,1.037601718749,0.021327113801,0.021244978277,1.037601718749,43098.95,0.00204272898,1.007391300182,100.7391300182,0.021327113801,0.021244978277,1.037601718749,0.0,0.0,0.0007875,0.0,0.0,8.2135524e-05,0.000246406572,0.0,0.002,0.0,False,False,True,False,False,False,False,True,True,baseline_pass_through,0.1,baseline_full_risk_pass_through,0.037601718749,,,,,True,BASE,BASE,BASE,production_core_v1,BASE,BASE,False,True,pozitivny,0.184522,False,False,0,False,False,1.037601718749,0.0,False,False,BASE,True,1.25,1.25,8.2135524e-05,0.0,0.021327113801,0.021244978277,1.037601718749,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,20.0
2024-02-07,current_strategy,phase68g_etf_flow_impulse_early_risk_cooldown_15,BASE,BASE,1.25,True,BASE,BASE,BASE,BASE,1.25,1.25,1.25,BASE,IN_MARKET,IN_MARKET,BASE,1.25,nad_buy_hranicou,0.135548,0.0,0.026753987274,0.02667185175,1.065276477967,0.026753987274,0.02667185175,1.065276477967,44349.6,0.02901810833,1.036623890061,103.6623890061,0.026753987274,0.02667185175,1.065276477967,0.0,0.0,0.0007875,0.0,0.0,8.2135524e-05,0.000328542096,0.0,0.002,0.0,False,False,True,False,False,False,False,True,True,baseline_pass_through,0.1,baseline_full_risk_pass_through,0.065276477967,,,,,True,BASE,BASE,BASE,production_core_v1,BASE,BASE,False,True,nad_buy_hranicou,0.536212,False,False,0,False,False,1.065276477967,0.0,False,False,BASE,True,1.25,1.25,8.2135524e-05,0.0,0.026753987274,0.02667185175,1.065276477967,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,20.0
2024-02-08,current_strategy,phase68g_etf_flow_impulse_early_risk_cooldown_15,BASE,BASE,1.25,True,BASE,BASE,BASE,BASE,1.25,1.25,1.25,BASE,IN_MARKET,IN_MARKET,BASE,1.25,nad_buy_hranicou,0.171408,0.0,-0.01729368932,-0.017375824844,1.046766420475,-0.01729368932,-0.017375824844,1.046766420475,45288.65,0.02117380991,1.058573167257,105.8573167257,-0.01729368932,-0.017375824844,1.046766420475,-1.737582484439,0.0,0.0007875,0.0,0.0,8.2135524e-05,0.00041067762,0.0,0.002,0.0,False,False,True,False,False,False,False,True,True,baseline_pass_through,0.1,baseline_full_risk_pass_through,0.046766420475,,,,,True,BASE,BASE,BASE,production_core_v1,BASE,BASE,False,True,nad_buy_hranicou,0.135548,False,False,0,False,False,1.046766420475,0.0,False,False,BASE,True,1.25,1.25,8.2135524e-05,0.0,-0.01729368932,-0.017375824844,1.046766420475,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,20.0
2024-02-09,current_strategy,phase68g_etf_flow_impulse_early_risk_cooldown_15,BASE,BASE,1.25,True,BASE,BASE,BASE,BASE,1.25,1.25,1.25,BASE,IN_MARKET,IN_MARKET,BASE,1.25,nad_buy_hranicou,0.165998,0.0,0.013958104546,0.013875969022,1.061291318899,0.013958104546,0.013875969022,1.061291318899,47132.77,0.040719253058,1.101677475935,110.1677475935,0.013958104546,0.013875969022,1.061291318899,-0.374096222945,0.0,0.0007875,0.0,0.0,8.2135524e-05,0.000492813144,0.0,0.002,0.0,False,False,True,False,False,False,False,True,True,baseline_pass_through,0.1,baseline_full_risk_pass_through,0.067085160784,,,,,True,BASE,BASE,BASE,production_core_v1,BASE,BASE,False,True,nad_buy_hranicou,0.171408,False,False,0,False,False,1.061291318899,0.0,False,False,BASE,True,1.25,1.25,8.2135524e-05,0.0,0.013958104546,0.013875969022,1.061291318899,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,20.0
2024-02-10,current_strategy,phase68g_etf_flow_impulse_early_risk_cooldown_15,BASE,BASE,1.25,True,BASE,BASE,BASE,BASE,1.25,1.25,1.25,BASE,IN_MARKET,IN_MARKET,BASE,1.25,nad_buy_hranicou,0.367585,0.0,0.020445810735,0.020363675211,1.082903110621,0.020445810735,0.020363675211,1.082903110621,47751.09,0.013118685789,1.116130036583,111.6130036583,0.020445810735,0.020363675211,1.082903110621,0.0,0.0,0.0007875,0.0,0.0,8.2135524e-05,0.000574948668,0.0,0.002,0.0,False,False,True,False,False,False,False,True,True,baseline_pass_through,0.1,baseline_full_risk_pass_through,0.082422340227,,,,,True,BASE,BASE,BASE,production_core_v1,BASE,BASE,False,True,nad_buy_hranicou,0.165998,False,False,0,False,False,1.082903110621,0.0,False,False,BASE,True,1.25,1.25,8.2135524e-05,0.0,0.020445810735,0.020363675211,1.082903110621,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,20.0
2024-02-13,current_strategy,phase68g_etf_flow_impulse_early_risk_cooldown_15,BASE,BASE,1.25,True,BASE,BASE,BASE,BASE,1.25,1.25,1.25,BASE,IN_MARKET,IN_MARKET,BASE,1.25,pozitivny,0.88154,0.0,-0.037527459116,-0.03760959464,1.042175563596,-0.037527459116,-0.03760959464,1.042175563596,49699.59,0.04080535125,1.161674114766,116.1674114766,-0.037527459116,-0.03760959464,1.042175563596,-3.760959464014,0.0,0.0007875,0.0,0.0,8.2135524e-05,0.000657084192,0.0,0.002,0.0,False,False,True,False,False,False,False,True,True,baseline_pass_through,0.1,baseline_full_risk_pass_through,0.036136924638,,,,,True,BASE,BASE,BASE,production_core_v1,BASE,BASE,False,True,pozitivny,0.367585,False,False,0,False,False,1.042175563596,0.0,False,False,BASE,True,1.25,1.25,8.2135524e-05,0.0,-0.037527459116,-0.03760959464,1.042175563596,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,20.0
2024-02-14,current_strategy,phase68g_etf_flow_impulse_early_risk_cooldown_15,BASE,BASE,1.25,True,BASE,BASE,BASE,BASE,1.25,1.25,1.25,BASE,IN_MARKET,IN_MARKET,BASE,1.25,pozitivny,0.901943,0.0,0.078007045798,0.077924910274,1.123387000879,0.078007045798,0.077924910274,1.123387000879,51795.17,0.042164935365,1.210656028731,121.0656028731,0.078007045798,0.077924910274,1.123387000879,0.0,0.0,0.0007875,0.0,0.0,8.2135524e-05,0.000739219716,0.0,0.002,0.0,False,False,True,False,False,False,False,True,True,baseline_pass_through,0.1,baseline_full_risk_pass_through,0.105677942297,,,,,True,BASE,BASE,BASE,production_core_v1,BASE,BASE,False,True,pozitivny,0.88154,False,False,0,False,False,1.123387000879,0.0,False,False,BASE,True,1.25,1.25,8.2135524e-05,0.0,0.078007045798,0.077924910274,1.123387000879,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,20.0
2024-02-15,current_strategy,phase68g_etf_flow_impulse_early_risk_cooldown_15,BASE,BASE,1.25,True,BASE,BASE,BASE,BASE,1.25,1.25,1.25,BASE,IN_MARKET,IN_MARKET,BASE,1.25,pozitivny,0.798019,0.0,-0.02277173913,-0.022853874654,1.097713255173,-0.02277173913,-0.022853874654,1.097713255173,51880.0,0.001637797501,1.212638838149,121.2638838149,-0.02277173913,-0.022853874654,1.097713255173,-2.285387465398,0.0,0.0007875,0.0,0.0,8.2135524e-05,0.00082135524,0.0,0.002,0.0,False,False,True,False,False,False,False,True,True,baseline_pass_through,0.1,baseline_full_risk_pass_through,0.057933150397,,,,,True,BASE,BASE,BASE,production_core_v1,BASE,BASE,False,True,pozitivny,0.901943,False,False,0,False,False,1.097713255173,0.0,False,False,BASE,True,1.25,1.25,8.2135524e-05,0.0,-0.02277173913,-0.022853874654,1.097713255173,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,20.0
2024-02-16,current_strategy,phase68g_etf_flow_impulse_early_risk_cooldown_15,BASE,BASE,1.25,True,BASE,BASE,BASE,BASE,1.25,1.25,1.25,BASE,IN_MARKET,IN_MARKET,BASE,1.25,pozitivny,0.621487,0.0,-0.023893738712,-0.023975874236,1.07139462022,-0.023893738712,-0.023975874236,1.07139462022,52124.11,0.004705281419,1.218344645142,121.8344645142,-0.023893738712,-0.023975874236,1.07139462022,-4.628180726528,0.0,0.0007875,0.0,0.0,8.2135524e-05,0.000903490764,0.0,0.002,0.0,False,False,True,False,False,False,False,True,True,baseline_pass_through,0.1,baseline_full_risk_pass_through,0.005743243543,,,,,True,BASE,BASE,BASE,production_core_v1,BASE,BASE,False,True,pozitivny,0.798019,False,False,0,False,False,1.07139462022,0.0,False,False,BASE,True,1.25,1.25,8.2135524e-05,0.0,-0.023893738712,-0.023975874236,1.07139462022,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,20.0
2024-02-17,current_strategy,phase68g_etf_flow_impulse_early_risk_cooldown_15,BASE,BASE,1.25,True,BASE,BASE,BASE,BASE,1.25,1.25,1.25,BASE,IN_MARKET,IN_MARKET,BASE,1.25,pozitivny,0.867505,0.0,0.030752902665,0.030670767141,1.104255115133,0.030752902665,0.030670767141,1.104255115133,51642.64,-0.009236992248,1.2070908051,120.70908051,0.030752902665,0.030670767141,1.104255115133,-1.703053865768,0.0,0.0007875,0.0,0.0,8.2135524e-05,0.000985626288,0.0,0.002,0.0,False,False,True,False,False,False,False,True,True,baseline_pass_through,0.1,baseline_full_risk_pass_through,0.054920270209,,,,,True,BASE,BASE,BASE,production_core_v1,BASE,BASE,False,True,pozitivny,0.621487,False,False,0,False,False,1.104255115133,0.0,False,False,BASE,True,1.25,1.25,8.2135524e-05,0.0,0.030752902665,0.030670767141,1.104255115133,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,20.0
2024-02-21,current_strategy,phase68g_etf_flow_impulse_early_risk_cooldown_15,BASE,BASE,1.25,True,BASE,BASE,BASE,BASE,1.25,1.25,1.25,BASE,IN_MARKET,IN_MARKET,BASE,1.25,pozitivny,1.0,0.0,-0.019449816075,-0.019531951599,1.082686857671,-0.019449816075,-0.019531951599,1.082686857671,51849.39,0.004003474648,1.211923362536,121.1923362536,-0.019449816075,-0.019531951599,1.082686857671,-3.622985060015,0.0,0.0007875,0.0,0.0,8.2135524e-05,0.001067761812,0.0,0.002,0.0,False,False,True,False,False,False,False,True,True,baseline_pass_through,0.1,baseline_full_risk_pass_through,0.020159911225,,,,,True,BASE,BASE,BASE,production_core_v1,BASE,BASE,False,True,pozitivny,0.867505,False,False,0,False,False,1.082686857671,0.0,False,False,BASE,True,1.25,1.25,8.2135524e-05,0.0,-0.019449816075,-0.019531951599,1.082686857671,0.0,taker,4.5,1.5,0.0,0.0,4.5,12.0,20.0
