model,total_return_pct,total_return_pct_gross,total_return_pct_net,cagr_pct,cagr_pct_gross,cagr_pct_net,max_drawdown_pct,max_drawdown_pct_gross,max_drawdown_pct_net,since2023_cagr_pct,since2023_cagr_pct_gross,since2023_cagr_pct_net,since2025_cagr_pct,since2025_cagr_pct_gross,since2025_cagr_pct_net,sharpe,sortino,switch_count,trade_count,cash_days_pct,btc_days_pct,trading_fees_total_pct,funding_total_pct,borrow_cost_total_pct,tradable_slippage_cost_total_pct,annual_borrow_cost_pct,tradable_transition_slippage_bps,fee_side_mode,taker_fee_bps,maker_fee_bps,staking_discount_pct,referral_discount_pct,effective_trading_fee_bps
phase68i_dynamic_ladder_candidate,37987.73,75100.16,37987.73,111.48,130.41,111.48,-29.28,-26.62,-29.28,131.24,159.29,131.24,91.44,114.19,91.44,1.5604,2.2451,744,744,41.8420,7.4164,65.5650,0.0000,1.8645,0.9000,12.0000,10.0000,taker,4.5000,1.5000,0.0000,0.0000,4.5000
