model,days,total_return_pct,cagr_pct,max_drawdown_pct,sharpe,sortino,cash_days_pct,btc_days_pct,base_days_pct,candidate_days_pct,trade_count,since2021_total_return_pct,since2021_cagr_pct,since2021_max_drawdown_pct,since2023_total_return_pct,since2023_cagr_pct,since2023_max_drawdown_pct,since2025_total_return_pct,since2025_cagr_pct,since2025_max_drawdown_pct,delta_vs_phase66g_core_cagr_pct,delta_vs_phase66g_core_max_drawdown_pct,delta_vs_phase66g_core_since2021_cagr_pct,delta_vs_phase66g_core_since2023_cagr_pct,delta_vs_phase66g_core_since2025_cagr_pct,delta_vs_phase63_cagr_pct,delta_vs_phase63_max_drawdown_pct,delta_vs_phase63_since2021_cagr_pct,delta_vs_phase63_since2023_cagr_pct,delta_vs_phase63_since2025_cagr_pct,shortlist_size,selection_count,switch_count,unique_selected_assets,promotion_margin_pct,persistence_weeks,reentry_cooldown_days,downside_lookback_days,downside_max_worsen_pct,bnb_shield_margin_pct,min_hold_periods,asset_suspensions_total,asset_reentry_blocks_total
phase67g_pm002_pw2_cd14_dl42_bs001,2874,102098.89556792294,141.24790133040813,-26.163554706001946,1.6803907812772918,2.477803056293344,41.8580375782881,8.037578288100208,48.46903270702853,1.6353514265831592,840,4461.518791757935,108.34073358291043,-23.600032995556898,3357.6468415052163,201.9711980180386,-23.600032995556887,149.9093451554409,113.89699075216568,-20.80923724935961,27.525392056880676,-2.563521710445027,29.133177809623717,65.50654782961041,0.0,39.65687875892017,7.294600323952473,40.121087985246206,76.29266876273421,0.0,7,63,25,5,2.0,2,14,42,2.5,1.0,2,280,15
phase67g_pm002_pw2_cd7_dl84_bs001,2874,102098.89556792294,141.24790133040813,-26.163554706001946,1.6803907812772918,2.477803056293344,41.8580375782881,8.037578288100208,48.46903270702853,1.6353514265831592,840,4461.518791757935,108.34073358291043,-23.600032995556898,3357.6468415052163,201.9711980180386,-23.600032995556887,149.9093451554409,113.89699075216568,-20.80923724935961,27.525392056880676,-2.563521710445027,29.133177809623717,65.50654782961041,0.0,39.65687875892017,7.294600323952473,40.121087985246206,76.29266876273421,0.0,7,63,25,5,2.0,2,7,84,2.5,1.0,2,280,0
phase67g_pm002_pw2_cd7_dl42_bs003,2874,102098.89556792294,141.24790133040813,-26.163554706001946,1.6803907812772918,2.477803056293344,41.8580375782881,8.037578288100208,48.46903270702853,1.6353514265831592,840,4461.518791757935,108.34073358291043,-23.600032995556898,3357.6468415052163,201.9711980180386,-23.600032995556887,149.9093451554409,113.89699075216568,-20.80923724935961,27.525392056880676,-2.563521710445027,29.133177809623717,65.50654782961041,0.0,39.65687875892017,7.294600323952473,40.121087985246206,76.29266876273421,0.0,7,63,25,5,2.0,2,7,42,2.5,3.0,2,280,0
phase67g_pm002_pw2_cd14_dl84_bs003,2874,102098.89556792294,141.24790133040813,-26.163554706001946,1.6803907812772918,2.477803056293344,41.8580375782881,8.037578288100208,48.46903270702853,1.6353514265831592,840,4461.518791757935,108.34073358291043,-23.600032995556898,3357.6468415052163,201.9711980180386,-23.600032995556887,149.9093451554409,113.89699075216568,-20.80923724935961,27.525392056880676,-2.563521710445027,29.133177809623717,65.50654782961041,0.0,39.65687875892017,7.294600323952473,40.121087985246206,76.29266876273421,0.0,7,63,25,5,2.0,2,14,84,2.5,3.0,2,280,15
phase67g_pm002_pw2_cd14_dl42_bs001_hold3,2874,102098.89556792294,141.24790133040813,-26.163554706001946,1.6803907812772918,2.477803056293344,41.8580375782881,8.037578288100208,48.46903270702853,1.6353514265831592,840,4461.518791757935,108.34073358291043,-23.600032995556898,3357.6468415052163,201.9711980180386,-23.600032995556887,149.9093451554409,113.89699075216568,-20.80923724935961,27.525392056880676,-2.563521710445027,29.133177809623717,65.50654782961041,0.0,39.65687875892017,7.294600323952473,40.121087985246206,76.29266876273421,0.0,7,63,25,5,2.0,2,14,42,2.5,1.0,3,280,15
phase67g_pm002_pw2_cd7_dl42_bs001_dd20,2874,102098.89556792294,141.24790133040813,-26.163554706001946,1.6803907812772918,2.477803056293344,41.8580375782881,8.037578288100208,48.46903270702853,1.6353514265831592,840,4461.518791757935,108.34073358291043,-23.600032995556898,3357.6468415052163,201.9711980180386,-23.600032995556887,149.9093451554409,113.89699075216568,-20.80923724935961,27.525392056880676,-2.563521710445027,29.133177809623717,65.50654782961041,0.0,39.65687875892017,7.294600323952473,40.121087985246206,76.29266876273421,0.0,7,62,29,5,2.0,2,7,42,2.0,1.0,2,280,0
