asset,selected_days,selected_days_pct,profile
DOGE,540,18.789144050104383,phase66e_probation_base
ADA,288,10.020876826722338,phase66e_probation_base
ETH,138,4.801670146137787,phase66e_probation_base
TRX,60,2.0876826722338206,phase66e_probation_base
LINK,42,1.4613778705636742,phase66e_probation_base
ETH,108,3.7578288100208765,phase66e_probation_strict
DOGE,66,2.2964509394572024,phase66e_probation_strict
ADA,48,1.6701461377870561,phase66e_probation_strict
TRX,36,1.2526096033402923,phase66e_probation_strict
