date,strategy_return,equity,executed_regime,executed_position,chosen_asset,weekly_authorized_asset,trend_score,prev_trend_score,buy_threshold,selected_asset,baseline_strategy_return,baseline_executed_regime,baseline_executed_position,leader_stable,trend_improving,candidate_asset_return,candidate_risk_off,candidate_signal_raw,candidate_execute_raw,full_risk_active,near_full_threshold,risk_off_blocked,early_setup_ready,ladder_state,early_entry_weight,incremental_vs_baseline
2019-09-15,0.0,2.155059643506337,BASE,0.0,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,BASE,0.0,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-09-16,0.0,2.155059643506337,BASE,0.0,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,BASE,0.0,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-09-17,0.0,2.155059643506337,BASE,0.0,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,BASE,0.0,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-09-18,0.0,2.155059643506337,BASE,0.0,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,BASE,0.0,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-09-19,0.0,2.155059643506337,BASE,0.0,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,BASE,0.0,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-09-20,0.0,2.155059643506337,BASE,0.0,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,BASE,0.0,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-09-21,0.0,2.155059643506337,BASE,0.0,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,BASE,0.0,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-09-22,0.0,2.155059643506337,BASE,0.0,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,BASE,0.0,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-09-23,0.0,2.155059643506337,BASE,0.0,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,BASE,0.0,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-09-24,0.0,2.155059643506337,BASE,0.0,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,BASE,0.0,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-09-25,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-09-26,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-09-27,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-09-28,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-09-29,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-09-30,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-10-01,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-10-02,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-10-03,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-10-04,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-10-05,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-10-06,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-10-07,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-10-08,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-10-09,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-10-10,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-10-11,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-10-12,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-10-13,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-10-14,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-10-15,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-10-16,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-10-17,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-10-18,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-10-19,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-10-20,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-10-21,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-10-22,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-10-23,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-10-24,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-10-25,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-10-26,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-10-27,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-10-28,0.0,2.155059643506337,BASE,0.0,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,BASE,0.0,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-10-29,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-10-30,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-10-31,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-11-01,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-11-02,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-11-03,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-11-04,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-11-05,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-11-06,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-11-07,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-11-08,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-11-09,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-11-10,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-11-11,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-11-12,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-11-13,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-11-14,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-11-15,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-11-16,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-11-17,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-11-18,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-11-19,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-11-20,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-11-21,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-11-22,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-11-23,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-11-24,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-11-25,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-11-26,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-11-27,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-11-28,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-11-29,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-11-30,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-12-01,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-12-02,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-12-03,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-12-04,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-12-05,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-12-06,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-12-07,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-12-08,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-12-09,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-12-10,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-12-11,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-12-12,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-12-13,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-12-14,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-12-15,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-12-16,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-12-17,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-12-18,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-12-19,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-12-20,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-12-21,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-12-22,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-12-23,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-12-24,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-12-25,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-12-26,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-12-27,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-12-28,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-12-29,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-12-30,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2019-12-31,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2020-01-01,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2020-01-02,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2020-01-03,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2020-01-04,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2020-01-05,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2020-01-06,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2020-01-07,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2020-01-08,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2020-01-09,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2020-01-10,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2020-01-11,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2020-01-12,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2020-01-13,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2020-01-14,0.0,2.155059643506337,CASH,CASH,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,CASH,CASH,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2020-01-15,0.0,2.155059643506337,BASE,0.0,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,BASE,0.0,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2020-01-16,0.0,2.155059643506337,BASE,0.0,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,BASE,0.0,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2020-01-17,0.0,2.155059643506337,BASE,0.0,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,BASE,0.0,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2020-01-18,0.0,2.155059643506337,BASE,0.0,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,BASE,0.0,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2020-01-19,0.0,2.155059643506337,BASE,0.0,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0,BASE,0.0,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2020-01-20,-0.006820506337842,2.1403610455493745,BTC,BTC,,,-0.1666666666666666,-0.1666666666666666,0.0,,-0.006820506337842,BTC,BTC,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2020-01-21,0.0108396443097074,2.1635617979774833,BTC,BTC,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0108396443097074,BTC,BTC,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2020-01-22,-0.0061435228587813,2.1502699066152227,BTC,BTC,,,-0.1666666666666666,-0.1666666666666666,0.0,,-0.0061435228587813,BTC,BTC,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2020-01-23,-0.0320005159887404,2.081460160088475,BTC,BTC,,,-0.1666666666666666,-0.1666666666666666,0.0,,-0.0320005159887404,BTC,BTC,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2020-01-24,0.0041025543398076,2.0899994635013823,BTC,BTC,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0041025543398076,BTC,BTC,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2020-01-25,-0.011662519255836,2.0656248045136105,BTC,BTC,,,-0.1666666666666666,-0.1666666666666666,0.0,,-0.011662519255836,BTC,BTC,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2020-01-26,0.0329017886046294,2.133587555168196,BTC,BTC,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0329017886046294,BTC,BTC,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2020-01-27,0.0339605339524085,2.206045327775922,BTC,BTC,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0339605339524085,BTC,BTC,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
2020-01-28,0.0523869023762932,2.321613208999797,BTC,BTC,,,-0.1666666666666666,-0.1666666666666666,0.0,,0.0523869023762932,BTC,BTC,False,False,0.0,True,False,False,False,True,True,False,CASH,0.0,0.0
