model,asset,train_total_delta_pct,recent_total_delta_pct,train_dd_worsen_pct,train_triggers,score,passed_filters,profile,decision_date,next_date_exclusive,probation_delta_pct,suspended,suspended_until_rebalance_idx,incumbent_asset_before,selected_asset,keep_reason
phase66k_core_volgate_A,ADA,0.0,0.0,0.0,0,0.0,False,phase66k_core_volgate_A,2019-05-04,2019-05-11,0.0,False,-1,,,best_passed
phase66k_core_volgate_A,AVAX,0.0,0.0,0.0,0,0.0,False,phase66k_core_volgate_A,2019-05-04,2019-05-11,0.0,False,-1,,,best_passed
phase66k_core_volgate_A,BNB,0.0,0.0,0.0,0,0.0,False,phase66k_core_volgate_A,2019-05-04,2019-05-11,0.0,False,-1,,,best_passed
phase66k_core_volgate_A,DOGE,0.0,0.0,0.0,0,0.0,False,phase66k_core_volgate_A,2019-05-04,2019-05-11,0.0,False,-1,,,best_passed
phase66k_core_volgate_A,DOT,0.0,0.0,0.0,0,0.0,False,phase66k_core_volgate_A,2019-05-04,2019-05-11,0.0,False,-1,,,best_passed
phase66k_core_volgate_A,ETH,0.0,0.0,0.0,0,0.0,False,phase66k_core_volgate_A,2019-05-04,2019-05-11,0.0,False,-1,,,best_passed
phase66k_core_volgate_A,LINK,0.0,0.0,0.0,0,0.0,False,phase66k_core_volgate_A,2019-05-04,2019-05-11,0.0,False,-1,,,best_passed
phase66k_core_volgate_A,TRX,0.0,0.0,0.0,0,0.0,False,phase66k_core_volgate_A,2019-05-04,2019-05-11,0.0,False,-1,,,best_passed
phase66k_core_volgate_A,XRP,0.0,0.0,0.0,0,0.0,False,phase66k_core_volgate_A,2019-05-04,2019-05-11,0.0,False,-1,,,best_passed
phase66k_core_volgate_A,ADA,0.0,0.0,0.0,0,0.0,False,phase66k_core_volgate_A,2019-05-11,2019-05-18,0.0,False,-1,,,best_passed
phase66k_core_volgate_A,AVAX,0.0,0.0,0.0,0,0.0,False,phase66k_core_volgate_A,2019-05-11,2019-05-18,0.0,False,-1,,,best_passed
phase66k_core_volgate_A,BNB,0.0,0.0,0.0,0,0.0,False,phase66k_core_volgate_A,2019-05-11,2019-05-18,0.0,False,-1,,,best_passed
phase66k_core_volgate_A,DOGE,0.0,0.0,0.0,0,0.0,False,phase66k_core_volgate_A,2019-05-11,2019-05-18,0.0,False,-1,,,best_passed
phase66k_core_volgate_A,DOT,0.0,0.0,0.0,0,0.0,False,phase66k_core_volgate_A,2019-05-11,2019-05-18,0.0,False,-1,,,best_passed
