asset,selected_days,selected_days_pct,profile
ETH,36,1.2526096033402923,phase66k_core_volgate_A
TRX,12,0.41753653444676403,phase66k_core_volgate_A
ETH,36,1.2526096033402923,phase66k_core_volgate_B
TRX,12,0.41753653444676403,phase66k_core_volgate_B
TRX,42,1.4613778705636742,phase66k_core_volgate_C
ETH,36,1.2526096033402923,phase66k_core_volgate_C
