strategy,cagr,mdd,sharpe,calmar,turnover,costs,fee,slippage,funding,trades,median_holding,profitable_folds,fold_count,worst_fold,without_best_day,without_three_trades,liquidations,total_log_growth
phase61_core_rotation,0.639297421684,0.508647196984,0.926550862799,1.25685824177,56.4031827707,0.127078818722,0.0253814322468,0.0564032688277,0.0452941176471,63,3,2,3,0,0.21273502588,0.0552884573468,0,1.10423677724
phase62_btc_overlay_default,0.312527709635,0.381648874605,0.885673007486,0.818888068145,52.8325884846,0.129548520937,0.0237746648181,0.0528326796484,0.0529411764706,59,2,2,3,0,0.212793477356,-0.0942169065307,0,0.60757053834
phase63_btc_participation,0.697150795021,0.508647196984,0.970473536955,1.37059792948,58.1981995123,0.135563953114,0.0261891897805,0.0581982927453,0.0511764705882,65,3,2,3,0,0.255534344224,0.092531239708,0,1.18172179912
phase66g_production_soft_filters,0.642471827855,0.508647196984,0.928044579767,1.26309912188,59.0932228214,0.137302914483,0.0265919502696,0.0590933171548,0.0516176470588,66,3,2,3,0,0.215083418245,0.057331963392,0,1.10855877481
phase67j_no_neo_main,0.642471827855,0.508647196984,0.928044579767,1.26309912188,59.0932228214,0.137302914483,0.0265919502696,0.0590933171548,0.0516176470588,66,3,2,3,0,0.215083418245,0.057331963392,0,1.10855877481
phase68g_66g_1p25x_candidate,0.462593173469,0.529098410284,1.25733208264,0.874304599063,38.2839327196,0.0787102149762,0.0172277697238,0.0382839158406,0.0231985294118,36,2,1,3,-0.0199759958476,0.328782564786,0.0869403688757,0,0.849424178679
phase68g_66g_1p50x_candidate,0.532888663435,0.612420077503,1.24236000924,0.870135847942,44.4632059343,0.0916039105856,0.0200084426704,0.044463114974,0.0271323529412,36,2,1,3,-0.0398426270753,0.369293436604,0.0819377245406,0,0.954298809197
phase68g_btc_persistence_10d_early_risk_075,0.465805691956,0.526784532115,1.25933885037,0.884243297891,38.968971714,0.0814682301984,0.0175360372713,0.038968957633,0.0249632352941,37,2,1,3,-0.0151604331099,0.331701174439,0.0893277832931,0,0.854325864934
phase68g_etf_flow_impulse_early_risk_cooldown_15,0.416516691765,0.52816752174,1.14919795802,0.788607164623,45.7774060929,0.096487513392,0.0205998327418,0.0457773865326,0.0301102941176,52,2,2,3,-0.0360026662211,0.286921556103,0.0526981825126,0,0.777910670518
phase68h_dynamic_leverage_ladder,0.478912339999,0.617832965089,1.1917308483,0.77514857099,42.629342438,0.088356634015,0.0191832040971,0.0426293122708,0.0265441176471,36,2,1,3,-0.0886000053039,0.34360871354,0.0617713469625,0,0.874213389051
phase68j_phase68g_66g_1p25x_candidate_g1_adverse_cd2,0.454511909912,0.531435012362,1.24293612479,0.8552539809,38.2909700613,0.0785733673602,0.0172309365276,0.0382909602444,0.0230514705882,36,2,1,3,-0.031707304216,0.321440644756,0.0809346991171,0,0.83704595753
phase68j_phase68g_66g_1p25x_candidate_g2_dd5_cd3,0.458765844979,0.531846941128,1.25299547067,0.862589985017,38.2843935499,0.0785638275803,0.0172279770975,0.0382843798946,0.0230514705882,36,2,1,3,-0.0256961426086,0.32530539324,0.0840960524138,0,0.843570336846
phase68j_phase68g_66g_1p50x_candidate_g1_adverse_cd2,0.469050083737,0.642315774095,1.15466105709,0.730248427105,45.3041655147,0.092088070261,0.0203868744816,0.0453041369559,0.0263970588235,36,2,1,3,-0.126303074338,0.312267932881,0.0368794177607,0,0.859265292661
phase68j_phase68g_66g_1p50x_candidate_g2_dd5_cd3,0.536884950491,0.610159051912,1.25494089355,0.87990983467,44.4520540498,0.0911465594755,0.0200034243224,0.0444519586825,0.0266911764706,36,2,1,3,-0.0342413555289,0.372863225961,0.0847583688746,0,0.960115560591
phase68j_phase68h_dynamic_leverage_ladder_g1_adverse_cd2,0.41753374985,0.647311142517,1.10035664193,0.645027904551,43.4704870434,0.0888778264977,0.0195617191695,0.0434705190929,0.0258455882353,36,2,1,3,-0.170669938211,0.287845564963,0.0177051595527,0,0.779514167435
phase68j_phase68h_dynamic_leverage_ladder_g2_dd5_cd3,0.482767909148,0.615603516668,1.20490793015,0.784218894267,42.6181905535,0.0878992829048,0.0191781857491,0.0426181559793,0.0261029411765,36,2,1,3,-0.08328316975,0.347111542048,0.064539416941,0,0.880030140445
A_selector,0.639297421684,0.508647196984,0.926550862799,1.25685824177,56.4031827707,0.127078818722,0.0253814322468,0.0564032688277,0.0452941176471,63,3,2,3,0,0.21273502588,0.0552884573468,0,1.10423677724
B_permission,0.386098823833,0.508647196984,0.707766009092,0.759069992172,37.5944303235,0.0770119736413,0.0169174936456,0.0375944799957,0.0225,42,2,2,3,0,0.0254213608572,-0.0589587076182,0,0.729413965637
C1_soft_governance_only,0.386098823833,0.508647196984,0.707766009092,0.759069992172,37.5944303235,0.0770119736413,0.0169174936456,0.0375944799957,0.0225,42,2,2,3,0,0.0254213608572,-0.0589587076182,0,0.729413965637
C_soft_filters,0.389866481529,0.438516588478,1.26939288666,0.889057544851,32.2237349608,0.0659891640891,0.0145006807323,0.0322237774744,0.0192647058824,36,2,1,3,-0.00511043458312,0.285114956059,0.0889656569965,0,0.73547836232
D_pruning,0.389866481529,0.438516588478,1.26939288666,0.889057544851,32.2237349608,0.0659891640891,0.0145006807323,0.0322237774744,0.0192647058824,36,2,1,3,-0.00511043458312,0.285114956059,0.0889656569965,0,0.73547836232
E_exposure_125,0.462593173469,0.529098410284,1.25733208264,0.874304599063,38.2839327196,0.0787102149762,0.0172277697238,0.0382839158406,0.0231985294118,36,2,1,3,-0.0199759958476,0.328782564786,0.0869403688757,0,0.849424178679
E_persistence_bridge,0.465805691956,0.526784532115,1.25933885037,0.884243297891,38.968971714,0.0814682301984,0.0175360372713,0.038968957633,0.0249632352941,37,2,1,3,-0.0151604331099,0.331701174439,0.0893277832931,0,0.854325864934
F_ETF_no_cooldown,0.454434546029,0.512769548801,1.21555093699,0.886235438691,49.4267250756,0.105087869268,0.022242026284,0.0494267253372,0.0334191176471,60,2,2,3,-0.0440674901593,0.321370358787,0.0808772053937,0,0.836927125789
G_current,0.416516691765,0.52816752174,1.14919795802,0.788607164623,45.7774060929,0.096487513392,0.0205998327418,0.0457773865326,0.0301102941176,52,2,2,3,-0.0360026662211,0.286921556103,0.0526981825126,0,0.777910670518
H_replace_selector,-0.0615341096572,0.620326446035,0.0751619151221,-0.0991963345275,58.9692193269,0.125174610889,0.0265361486971,0.0589693445447,0.0396691176471,63,2,2,3,-0.30526647966,-0.158409721216,-0.357897974287,0,-0.141884065932
I_slow_hysteresis,-0.104879244733,0.571378386636,-0.306557477672,-0.183554798688,28.2697499398,0.0623882628403,0.0127213874729,0.0282698165439,0.0213970588235,40,3,2,3,-0.256489774774,-0.136115967606,-0.22723907712,0,-0.247529266371
phase2_vol_adjusted,0.10576242303,0.306717268198,0.463111395998,0.344820569285,18.0452715108,0.0754967718843,0.00812037217984,0.0180453324177,0.0493310672867,20,25,3,3,0.0105907278876,0.0404606542946,-0.095800908083,0,0.22460402265
phase2_regime_allocation,-0.10210103198,0.457604198303,-0.129173209066,-0.223120837525,14.8937436592,0.071568061259,0.00670218464663,0.0148937560462,0.0499721205661,15,30,0,3,-0.188474673197,-0.150210357512,-0.288636476848,0,-0.240606005263
phase2_slow_hysteresis,-0.0263601221459,0.346962210829,0.0872444595512,-0.075974043637,17.3144687882,0.0693164866555,0.00779151095467,0.0173144898035,0.0442104858973,19,21,1,3,-0.0669083584715,-0.0785276370928,-0.183261867151,0,-0.0596808860796
phase2_ensemble,-0.155223463904,0.488411701321,-0.299137313966,-0.317812745853,18.859983948,0.0696994196325,0.00848699277662,0.0188599689549,0.042352457901,24,27.5,0,3,-0.206538762082,-0.198496014011,-0.340055212054,0,-0.376852684444
BTC_hold,0.0546226990786,0.546555780145,0.352049192572,0.0999398434027,2.80378847483,0.124065615427,0.00126170481367,0.00280391061345,0.12,3,355,1,3,-0.24113611292,0.00181958246624,-0.187701095125,0,0.118815568937
BTC_SMA200,-0.0112207059852,0.407902401171,0.163489996027,-0.0275083106963,13.499659055,0.100604008285,0.00607484657477,0.013499749945,0.0810294117647,15,4,1,3,-0.244592174576,-0.0535440342983,-0.215740541842,0,-0.0252097263295
S_core_unpruned,0.642471827855,0.508647196984,0.928044579767,1.26309912188,59.0932228214,0.137302914483,0.0265919502696,0.0590933171548,0.0516176470588,66,3,2,3,0,0.215083418245,0.057331963392,0,1.10855877481
S_reference_before_NEO_pruning,0.642471827855,0.508647196984,0.928044579767,1.26309912188,59.0932228214,0.137302914483,0.0265919502696,0.0590933171548,0.0516176470588,66,3,2,3,0,0.215083418245,0.057331963392,0,1.10855877481
S_NEO_only_not_pruned,0.389866481529,0.438516588478,1.26939288666,0.889057544851,32.2237349608,0.0659891640891,0.0145006807323,0.0322237774744,0.0192647058824,36,2,1,3,-0.00511043458312,0.285114956059,0.0889656569965,0,0.73547836232
S_SSOT_shortlist_current,0.416516691765,0.52816752174,1.14919795802,0.788607164623,45.7774060929,0.096487513392,0.0205998327418,0.0457773865326,0.0301102941176,52,2,2,3,-0.0360026662211,0.286921556103,0.0526981825126,0,0.777910670518
S_economic_route_current,0.280066018908,0.582330606663,0.605850216102,0.48093989171,50.4861594936,0.106146217915,0.0227187717721,0.0504862696723,0.0329411764706,58,2,2,3,-0.0086566562201,-0.0530205952661,-0.119285878096,0,0.551621928981
S_ETF_extra_day,0.39902533545,0.524857730603,1.11839968802,0.760254278796,44.4105559555,0.093476160515,0.01998475018,0.0444105279821,0.0290808823529,49,2,2,3,-0.0478113346944,0.271030459571,0.0396993106249,0,0.750152106905
S_current_without_ETF,0.465805691956,0.526784532115,1.25933885037,0.884243297891,38.968971714,0.0814682301984,0.0175360372713,0.038968957633,0.0249632352941,37,2,1,3,-0.0151604331099,0.331701174439,0.0893277832931,0,0.854325864934
