decision_date,next_date_exclusive,asset,train_total_delta_pct,recent_total_delta_pct,train_dd_worsen_pct,train_triggers,score,passed_filters,selected_asset
2019-09-21,2019-09-28,XRP,0.0,0.0,0.0,0,0.0,False,
2019-09-21,2019-09-28,BNB,-16.094930873034514,0.0,0.0,3,-23.69239630955177,False,
2019-09-28,2019-10-05,ADA,0.0,0.0,0.0,0,0.0,False,
2019-09-28,2019-10-05,AVAX,0.0,0.0,0.0,0,0.0,False,
2019-09-28,2019-10-05,DOGE,0.0,0.0,0.0,0,0.0,False,
2019-09-28,2019-10-05,DOT,0.0,0.0,0.0,0,0.0,False,
2019-09-28,2019-10-05,ETH,0.0,0.0,0.0,0,0.0,False,
2019-09-28,2019-10-05,LINK,0.0,0.0,0.0,0,0.0,False,
2019-09-28,2019-10-05,LTC,0.0,0.0,0.0,0,0.0,False,
2019-09-28,2019-10-05,SOL,0.0,0.0,0.0,0,0.0,False,
2019-09-28,2019-10-05,TRX,0.0,0.0,0.0,0,0.0,False,
2019-09-28,2019-10-05,XRP,0.0,0.0,0.0,0,0.0,False,
2019-09-28,2019-10-05,BNB,-16.094930873034514,0.0,0.0,3,-23.69239630955177,False,
2019-10-05,2019-10-12,ADA,0.0,0.0,0.0,0,0.0,False,
2019-10-05,2019-10-12,AVAX,0.0,0.0,0.0,0,0.0,False,
2019-10-05,2019-10-12,DOGE,0.0,0.0,0.0,0,0.0,False,
2019-10-05,2019-10-12,DOT,0.0,0.0,0.0,0,0.0,False,
2019-10-05,2019-10-12,ETH,0.0,0.0,0.0,0,0.0,False,
2019-10-05,2019-10-12,LINK,0.0,0.0,0.0,0,0.0,False,
2019-10-05,2019-10-12,LTC,0.0,0.0,0.0,0,0.0,False,
2019-10-05,2019-10-12,SOL,0.0,0.0,0.0,0,0.0,False,
2019-10-05,2019-10-12,TRX,0.0,0.0,0.0,0,0.0,False,
2019-10-05,2019-10-12,XRP,0.0,0.0,0.0,0,0.0,False,
2019-10-05,2019-10-12,BNB,-16.094930873034514,0.0,0.0,3,-23.69239630955177,False,
